Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs
FCFS CONSERVATIVE BF,6084,302624.000000,205390.406250,1249595264.000000,959524.000000,214919.125000,1307568000.000000,1600320.000000,2059953.000000,367443264.000000,206171.000000,1806491.000000,246.937927,230.710846,1466.070679,899.330017,0,4903,246.043701,0.773826,0.120304,229.816666,0.773826,0.120304
SCORE CONSERVATIVE BF,6084,1020498.000000,455211.437500,2769506304.000000,1433643.000000,464693.531250,2827195392.000000,1099712.000000,2526444.000000,361704288.000000,408340.000000,1508052.000000,570.798950,540.875549,4417.575195,2777.290039,0,3420,569.421997,1.198738,0.178191,539.498535,1.198738,0.178191
EFT-SCORE MIX CONSERVATIVE BF 0,6084,303494.000000,209481.843750,1274487552.000000,959982.000000,218995.453125,1332368384.000000,1522432.000000,2060411.000000,366641472.000000,182434.000000,1704866.000000,253.294113,236.837875,1472.690186,904.080017,0,4993,252.394928,0.778188,0.121071,235.938690,0.778188,0.121071
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF 0,6084,302191.000000,214777.859375,1306708480.000000,959163.000000,224299.031250,1364635264.000000,1574656.000000,2059592.000000,367239232.000000,189447.000000,1764103.000000,265.122650,247.571274,1605.551392,990.090027,0,5132,264.227783,0.774427,0.120376,246.676453,0.774427,0.120376
