Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Norway,Southwest Norway,NO-NO2,79.03,116.67,89.05,86.29,entsoe.eu,false,
2023-01-01 01:00:00,Norway,Southwest Norway,NO-NO2,83.58,121.99,88.11,84.18,entsoe.eu,false,
2023-01-01 02:00:00,Norway,Southwest Norway,NO-NO2,87.99,127.21,87.18,81.24,entsoe.eu,false,
2023-01-01 03:00:00,Norway,Southwest Norway,NO-NO2,88.19,127.16,86.97,79.88,entsoe.eu,false,
2023-01-01 04:00:00,Norway,Southwest Norway,NO-NO2,90.49,130.49,86.54,79.22,entsoe.eu,false,
2023-01-01 05:00:00,Norway,Southwest Norway,NO-NO2,92.35,131.65,86.23,78.73,entsoe.eu,false,
2023-01-01 06:00:00,Norway,Southwest Norway,NO-NO2,87.93,125.23,86.93,79.79,entsoe.eu,false,
2023-01-01 07:00:00,Norway,Southwest Norway,NO-NO2,81.45,117.31,87.7,81.09,entsoe.eu,false,
2023-01-01 08:00:00,Norway,Southwest Norway,NO-NO2,72.35,107.14,89.42,85.07,entsoe.eu,false,
2023-01-01 09:00:00,Norway,Southwest Norway,NO-NO2,64.2,97.95,91.0,88.58,entsoe.eu,false,
2023-01-01 10:00:00,Norway,Southwest Norway,NO-NO2,59.25,92.51,91.93,90.09,entsoe.eu,false,
2023-01-01 11:00:00,Norway,Southwest Norway,NO-NO2,56.06,88.6,92.38,90.65,entsoe.eu,false,
2023-01-01 12:00:00,Norway,Southwest Norway,NO-NO2,59.76,92.52,91.96,89.97,entsoe.eu,false,
2023-01-01 13:00:00,Norway,Southwest Norway,NO-NO2,55.61,86.65,92.41,90.43,entsoe.eu,false,
2023-01-01 14:00:00,Norway,Southwest Norway,NO-NO2,55.7,86.36,92.47,90.3,entsoe.eu,false,
2023-01-01 15:00:00,Norway,Southwest Norway,NO-NO2,57.43,86.69,92.8,90.55,entsoe.eu,false,
2023-01-01 16:00:00,Norway,Southwest Norway,NO-NO2,55.13,84.22,93.49,91.2,entsoe.eu,false,
2023-01-01 17:00:00,Norway,Southwest Norway,NO-NO2,58.58,87.62,93.27,90.95,entsoe.eu,false,
2023-01-01 18:00:00,Norway,Southwest Norway,NO-NO2,57.99,87.39,93.43,91.06,entsoe.eu,false,
2023-01-01 19:00:00,Norway,Southwest Norway,NO-NO2,57.71,88.43,93.15,90.42,entsoe.eu,false,
2023-01-01 20:00:00,Norway,Southwest Norway,NO-NO2,62.44,94.76,92.0,88.84,entsoe.eu,false,
2023-01-01 21:00:00,Norway,Southwest Norway,NO-NO2,73.07,107.38,90.11,85.98,entsoe.eu,false,
2023-01-01 22:00:00,Norway,Southwest Norway,NO-NO2,79.16,115.73,88.97,84.31,entsoe.eu,false,
2023-01-01 23:00:00,Norway,Southwest Norway,NO-NO2,80.85,118.43,88.64,83.46,entsoe.eu,false,
2023-01-02 00:00:00,Norway,Southwest Norway,NO-NO2,89.88,129.16,87.46,82.03,entsoe.eu,false,
2023-01-02 01:00:00,Norway,Southwest Norway,NO-NO2,92.76,132.64,87.1,82.02,entsoe.eu,false,
2023-01-02 02:00:00,Norway,Southwest Norway,NO-NO2,91.56,130.9,87.33,82.36,entsoe.eu,false,
2023-01-02 03:00:00,Norway,Southwest Norway,NO-NO2,92.86,131.8,87.37,82.42,entsoe.eu,false,
2023-01-02 04:00:00,Norway,Southwest Norway,NO-NO2,95.95,135.18,87.16,82.45,entsoe.eu,false,
2023-01-02 05:00:00,Norway,Southwest Norway,NO-NO2,91.27,129.46,88.33,84.96,entsoe.eu,false,
2023-01-02 06:00:00,Norway,Southwest Norway,NO-NO2,60.31,92.87,92.6,91.08,entsoe.eu,false,
2023-01-02 07:00:00,Norway,Southwest Norway,NO-NO2,37.45,66.48,95.33,94.46,entsoe.eu,false,
2023-01-02 08:00:00,Norway,Southwest Norway,NO-NO2,26.25,52.76,97.05,96.5,entsoe.eu,false,
2023-01-02 09:00:00,Norway,Southwest Norway,NO-NO2,45.79,73.49,95.14,94.36,entsoe.eu,false,
2023-01-02 10:00:00,Norway,Southwest Norway,NO-NO2,45.87,73.81,95.07,94.34,entsoe.eu,false,
2023-01-02 11:00:00,Norway,Southwest Norway,NO-NO2,37.74,65.65,95.77,95.11,entsoe.eu,false,
2023-01-02 12:00:00,Norway,Southwest Norway,NO-NO2,44.34,73.03,94.95,94.11,entsoe.eu,false,
2023-01-02 13:00:00,Norway,Southwest Norway,NO-NO2,42.05,70.1,95.48,94.65,entsoe.eu,false,
2023-01-02 14:00:00,Norway,Southwest Norway,NO-NO2,36.38,63.94,96.07,95.31,entsoe.eu,false,
2023-01-02 15:00:00,Norway,Southwest Norway,NO-NO2,33.6,60.73,96.43,95.76,entsoe.eu,false,
2023-01-02 16:00:00,Norway,Southwest Norway,NO-NO2,13.8,39.47,98.44,98.27,entsoe.eu,false,
2023-01-02 17:00:00,Norway,Southwest Norway,NO-NO2,7.02,32.95,98.8,98.79,entsoe.eu,false,
2023-01-02 18:00:00,Norway,Southwest Norway,NO-NO2,9.89,36.24,98.26,98.1,entsoe.eu,false,
2023-01-02 19:00:00,Norway,Southwest Norway,NO-NO2,13.66,40.24,97.74,97.65,entsoe.eu,false,
2023-01-02 20:00:00,Norway,Southwest Norway,NO-NO2,12.45,38.68,97.88,97.82,entsoe.eu,false,
2023-01-02 21:00:00,Norway,Southwest Norway,NO-NO2,31.56,59.36,96.02,95.64,entsoe.eu,false,
2023-01-02 22:00:00,Norway,Southwest Norway,NO-NO2,60.71,91.83,92.65,91.89,entsoe.eu,false,
2023-01-02 23:00:00,Norway,Southwest Norway,NO-NO2,53.76,84.43,93.14,92.5,entsoe.eu,false,
2023-01-03 00:00:00,Norway,Southwest Norway,NO-NO2,100.94,136.96,87.43,86.02,entsoe.eu,false,
2023-01-03 01:00:00,Norway,Southwest Norway,NO-NO2,91.95,127.82,89.02,87.66,entsoe.eu,false,
2023-01-03 02:00:00,Norway,Southwest Norway,NO-NO2,105.57,143.6,87.27,85.37,entsoe.eu,false,
2023-01-03 03:00:00,Norway,Southwest Norway,NO-NO2,110.34,149.07,86.15,83.56,entsoe.eu,false,
2023-01-03 04:00:00,Norway,Southwest Norway,NO-NO2,67.1,101.56,90.7,87.42,entsoe.eu,false,
2023-01-03 05:00:00,Norway,Southwest Norway,NO-NO2,8.97,35.56,98.22,95.89,entsoe.eu,false,
2023-01-03 06:00:00,Norway,Southwest Norway,NO-NO2,4.45,30.07,99.0,97.71,entsoe.eu,false,
2023-01-03 07:00:00,Norway,Southwest Norway,NO-NO2,6.08,32.43,98.57,97.27,entsoe.eu,false,
2023-01-03 08:00:00,Norway,Southwest Norway,NO-NO2,2.46,27.4,99.43,99.01,entsoe.eu,false,
2023-01-03 09:00:00,Norway,Southwest Norway,NO-NO2,0.19,24.58,99.99,99.99,entsoe.eu,false,
2023-01-03 10:00:00,Norway,Southwest Norway,NO-NO2,0.2,24.52,99.99,99.99,entsoe.eu,false,
2023-01-03 11:00:00,Norway,Southwest Norway,NO-NO2,0.18,24.46,99.99,99.99,entsoe.eu,false,
2023-01-03 12:00:00,Norway,Southwest Norway,NO-NO2,0.17,24.22,99.99,99.99,entsoe.eu,false,
2023-01-03 13:00:00,Norway,Southwest Norway,NO-NO2,0.2,24.2,99.99,99.99,entsoe.eu,false,
2023-01-03 14:00:00,Norway,Southwest Norway,NO-NO2,0.2,23.97,99.99,99.99,entsoe.eu,false,
2023-01-03 15:00:00,Norway,Southwest Norway,NO-NO2,4.43,28.59,99.2,99.05,entsoe.eu,false,
2023-01-03 16:00:00,Norway,Southwest Norway,NO-NO2,0.15,23.39,100.0,100.0,entsoe.eu,false,
2023-01-03 17:00:00,Norway,Southwest Norway,NO-NO2,0.5,23.58,99.93,99.92,entsoe.eu,false,
2023-01-03 18:00:00,Norway,Southwest Norway,NO-NO2,8.58,32.63,98.45,98.31,entsoe.eu,false,
2023-01-03 19:00:00,Norway,Southwest Norway,NO-NO2,12.62,37.16,97.93,97.84,entsoe.eu,false,
2023-01-03 20:00:00,Norway,Southwest Norway,NO-NO2,40.58,67.98,94.41,93.82,entsoe.eu,false,
2023-01-03 21:00:00,Norway,Southwest Norway,NO-NO2,66.94,96.82,91.23,90.06,entsoe.eu,false,
2023-01-03 22:00:00,Norway,Southwest Norway,NO-NO2,79.67,111.02,89.44,87.75,entsoe.eu,false,
2023-01-03 23:00:00,Norway,Southwest Norway,NO-NO2,72.2,102.62,89.95,87.07,entsoe.eu,false,
2023-01-04 00:00:00,Norway,Southwest Norway,NO-NO2,68.35,98.39,90.06,86.1,entsoe.eu,false,
2023-01-04 01:00:00,Norway,Southwest Norway,NO-NO2,69.75,99.26,89.59,84.85,entsoe.eu,false,
2023-01-04 02:00:00,Norway,Southwest Norway,NO-NO2,67.91,97.11,89.89,84.91,entsoe.eu,false,
2023-01-04 03:00:00,Norway,Southwest Norway,NO-NO2,65.24,94.0,90.35,85.31,entsoe.eu,false,
2023-01-04 04:00:00,Norway,Southwest Norway,NO-NO2,62.9,90.83,90.72,86.18,entsoe.eu,false,
2023-01-04 05:00:00,Norway,Southwest Norway,NO-NO2,55.99,83.29,92.06,89.03,entsoe.eu,false,
2023-01-04 06:00:00,Norway,Southwest Norway,NO-NO2,45.56,72.17,94.13,92.71,entsoe.eu,false,
2023-01-04 07:00:00,Norway,Southwest Norway,NO-NO2,49.03,75.95,94.34,93.57,entsoe.eu,false,
2023-01-04 08:00:00,Norway,Southwest Norway,NO-NO2,47.33,73.84,94.55,93.84,entsoe.eu,false,
2023-01-04 09:00:00,Norway,Southwest Norway,NO-NO2,42.78,69.93,94.76,93.99,entsoe.eu,false,
2023-01-04 10:00:00,Norway,Southwest Norway,NO-NO2,43.52,69.79,94.94,94.19,entsoe.eu,false,
2023-01-04 11:00:00,Norway,Southwest Norway,NO-NO2,41.54,67.44,95.12,94.4,entsoe.eu,false,
2023-01-04 12:00:00,Norway,Southwest Norway,NO-NO2,38.77,65.28,95.13,94.36,entsoe.eu,false,
2023-01-04 13:00:00,Norway,Southwest Norway,NO-NO2,41.13,68.04,94.62,93.77,entsoe.eu,false,
2023-01-04 14:00:00,Norway,Southwest Norway,NO-NO2,38.79,65.3,95.16,94.36,entsoe.eu,false,
2023-01-04 15:00:00,Norway,Southwest Norway,NO-NO2,40.17,66.1,95.29,94.55,entsoe.eu,false,
2023-01-04 16:00:00,Norway,Southwest Norway,NO-NO2,42.58,67.75,95.3,94.69,entsoe.eu,false,
2023-01-04 17:00:00,Norway,Southwest Norway,NO-NO2,40.78,67.21,95.14,94.53,entsoe.eu,false,
2023-01-04 18:00:00,Norway,Southwest Norway,NO-NO2,41.88,68.57,94.98,94.3,entsoe.eu,false,
2023-01-04 19:00:00,Norway,Southwest Norway,NO-NO2,42.18,69.14,94.86,94.14,entsoe.eu,false,
2023-01-04 20:00:00,Norway,Southwest Norway,NO-NO2,43.02,70.36,94.87,94.12,entsoe.eu,false,
2023-01-04 21:00:00,Norway,Southwest Norway,NO-NO2,49.17,77.34,93.86,92.96,entsoe.eu,false,
2023-01-04 22:00:00,Norway,Southwest Norway,NO-NO2,58.6,87.67,92.56,91.43,entsoe.eu,false,
2023-01-04 23:00:00,Norway,Southwest Norway,NO-NO2,67.05,97.49,91.63,90.35,entsoe.eu,false,
2023-01-05 00:00:00,Norway,Southwest Norway,NO-NO2,75.78,107.49,90.35,88.17,entsoe.eu,false,
2023-01-05 01:00:00,Norway,Southwest Norway,NO-NO2,78.74,111.1,89.88,87.48,entsoe.eu,false,
2023-01-05 02:00:00,Norway,Southwest Norway,NO-NO2,78.33,110.73,89.61,86.13,entsoe.eu,false,
2023-01-05 03:00:00,Norway,Southwest Norway,NO-NO2,79.2,111.52,89.96,87.96,entsoe.eu,false,
2023-01-05 04:00:00,Norway,Southwest Norway,NO-NO2,73.9,105.69,90.7,89.37,entsoe.eu,false,
2023-01-05 05:00:00,Norway,Southwest Norway,NO-NO2,64.36,95.66,91.9,90.85,entsoe.eu,false,
2023-01-05 06:00:00,Norway,Southwest Norway,NO-NO2,59.57,90.4,92.79,92.01,entsoe.eu,false,
2023-01-05 07:00:00,Norway,Southwest Norway,NO-NO2,63.81,95.76,92.27,91.43,entsoe.eu,false,
2023-01-05 08:00:00,Norway,Southwest Norway,NO-NO2,46.57,76.34,94.28,93.72,entsoe.eu,false,
2023-01-05 09:00:00,Norway,Southwest Norway,NO-NO2,27.49,54.84,96.54,96.21,entsoe.eu,false,
2023-01-05 10:00:00,Norway,Southwest Norway,NO-NO2,5.19,29.41,99.22,99.17,entsoe.eu,false,
2023-01-05 11:00:00,Norway,Southwest Norway,NO-NO2,1.77,25.15,99.76,99.74,entsoe.eu,false,
2023-01-05 12:00:00,Norway,Southwest Norway,NO-NO2,13.49,37.84,98.53,98.3,entsoe.eu,false,
2023-01-05 13:00:00,Norway,Southwest Norway,NO-NO2,9.06,32.94,99.04,98.87,entsoe.eu,false,
2023-01-05 14:00:00,Norway,Southwest Norway,NO-NO2,0.5,23.84,99.96,99.95,entsoe.eu,false,
2023-01-05 15:00:00,Norway,Southwest Norway,NO-NO2,0.34,24.05,100.0,100.0,entsoe.eu,false,
2023-01-05 16:00:00,Norway,Southwest Norway,NO-NO2,0.65,25.03,99.98,99.98,entsoe.eu,false,
2023-01-05 17:00:00,Norway,Southwest Norway,NO-NO2,0.7,24.97,99.97,99.95,entsoe.eu,false,
2023-01-05 18:00:00,Norway,Southwest Norway,NO-NO2,2.37,26.91,99.51,99.3,entsoe.eu,false,
2023-01-05 19:00:00,Norway,Southwest Norway,NO-NO2,0.25,23.24,99.99,99.99,entsoe.eu,false,
2023-01-05 20:00:00,Norway,Southwest Norway,NO-NO2,0.17,22.78,100.0,100.0,entsoe.eu,false,
2023-01-05 21:00:00,Norway,Southwest Norway,NO-NO2,0.13,22.52,99.99,99.99,entsoe.eu,false,
2023-01-05 22:00:00,Norway,Southwest Norway,NO-NO2,6.97,29.5,98.91,98.06,entsoe.eu,false,
2023-01-05 23:00:00,Norway,Southwest Norway,NO-NO2,10.8,34.46,97.76,95.74,entsoe.eu,false,
2023-01-06 00:00:00,Norway,Southwest Norway,NO-NO2,25.76,51.53,95.56,92.53,entsoe.eu,false,
2023-01-06 01:00:00,Norway,Southwest Norway,NO-NO2,26.87,52.51,94.83,91.78,entsoe.eu,false,
2023-01-06 02:00:00,Norway,Southwest Norway,NO-NO2,45.03,72.84,92.18,88.49,entsoe.eu,false,
2023-01-06 03:00:00,Norway,Southwest Norway,NO-NO2,43.5,71.2,92.31,88.74,entsoe.eu,false,
2023-01-06 04:00:00,Norway,Southwest Norway,NO-NO2,54.49,83.1,91.52,88.14,entsoe.eu,false,
2023-01-06 05:00:00,Norway,Southwest Norway,NO-NO2,42.65,70.04,93.59,91.76,entsoe.eu,false,
2023-01-06 06:00:00,Norway,Southwest Norway,NO-NO2,24.57,49.74,96.78,96.47,entsoe.eu,false,
2023-01-06 07:00:00,Norway,Southwest Norway,NO-NO2,2.5,25.49,99.56,99.55,entsoe.eu,false,
2023-01-06 08:00:00,Norway,Southwest Norway,NO-NO2,19.83,45.4,97.38,97.13,entsoe.eu,false,
2023-01-06 09:00:00,Norway,Southwest Norway,NO-NO2,42.27,71.09,94.65,94.07,entsoe.eu,false,
2023-01-06 10:00:00,Norway,Southwest Norway,NO-NO2,44.3,74.22,94.31,93.69,entsoe.eu,false,
2023-01-06 11:00:00,Norway,Southwest Norway,NO-NO2,38.87,68.28,94.93,94.4,entsoe.eu,false,
2023-01-06 12:00:00,Norway,Southwest Norway,NO-NO2,50.89,81.58,93.69,92.98,entsoe.eu,false,
2023-01-06 13:00:00,Norway,Southwest Norway,NO-NO2,28.64,56.28,96.28,95.89,entsoe.eu,false,
2023-01-06 14:00:00,Norway,Southwest Norway,NO-NO2,5.9,30.3,99.06,99.0,entsoe.eu,false,
2023-01-06 15:00:00,Norway,Southwest Norway,NO-NO2,3.63,27.39,99.38,99.22,entsoe.eu,false,
2023-01-06 16:00:00,Norway,Southwest Norway,NO-NO2,0.46,23.47,99.94,99.92,entsoe.eu,false,
2023-01-06 17:00:00,Norway,Southwest Norway,NO-NO2,0.2,23.3,99.99,99.99,entsoe.eu,false,
2023-01-06 18:00:00,Norway,Southwest Norway,NO-NO2,0.26,23.31,99.97,99.97,entsoe.eu,false,
2023-01-06 19:00:00,Norway,Southwest Norway,NO-NO2,3.02,26.81,99.43,99.17,entsoe.eu,false,
2023-01-06 20:00:00,Norway,Southwest Norway,NO-NO2,0.91,23.73,99.83,99.77,entsoe.eu,false,
2023-01-06 21:00:00,Norway,Southwest Norway,NO-NO2,0.9,23.72,99.84,99.77,entsoe.eu,false,
2023-01-06 22:00:00,Norway,Southwest Norway,NO-NO2,1.83,24.68,99.73,99.67,entsoe.eu,false,
2023-01-06 23:00:00,Norway,Southwest Norway,NO-NO2,44.4,74.68,93.61,91.68,entsoe.eu,false,
2023-01-07 00:00:00,Norway,Southwest Norway,NO-NO2,63.11,97.08,90.71,87.68,entsoe.eu,false,
2023-01-07 01:00:00,Norway,Southwest Norway,NO-NO2,57.3,90.74,90.6,87.0,entsoe.eu,false,
2023-01-07 02:00:00,Norway,Southwest Norway,NO-NO2,56.76,89.55,90.04,85.24,entsoe.eu,false,
2023-01-07 03:00:00,Norway,Southwest Norway,NO-NO2,55.93,88.22,89.99,84.6,entsoe.eu,false,
2023-01-07 04:00:00,Norway,Southwest Norway,NO-NO2,57.27,89.49,89.89,84.61,entsoe.eu,false,
2023-01-07 05:00:00,Norway,Southwest Norway,NO-NO2,52.99,84.02,90.93,86.63,entsoe.eu,false,
2023-01-07 06:00:00,Norway,Southwest Norway,NO-NO2,26.27,53.11,94.93,93.03,entsoe.eu,false,
2023-01-07 07:00:00,Norway,Southwest Norway,NO-NO2,22.28,48.64,95.86,94.81,entsoe.eu,false,
2023-01-07 08:00:00,Norway,Southwest Norway,NO-NO2,26.77,53.68,96.08,95.32,entsoe.eu,false,
2023-01-07 09:00:00,Norway,Southwest Norway,NO-NO2,47.51,77.27,93.53,91.99,entsoe.eu,false,
2023-01-07 10:00:00,Norway,Southwest Norway,NO-NO2,54.05,85.92,92.57,90.66,entsoe.eu,false,
2023-01-07 11:00:00,Norway,Southwest Norway,NO-NO2,50.76,82.4,92.66,90.83,entsoe.eu,false,
2023-01-07 12:00:00,Norway,Southwest Norway,NO-NO2,50.75,81.96,92.69,90.77,entsoe.eu,false,
2023-01-07 13:00:00,Norway,Southwest Norway,NO-NO2,55.43,86.92,92.1,90.05,entsoe.eu,false,
2023-01-07 14:00:00,Norway,Southwest Norway,NO-NO2,61.08,92.83,91.8,89.47,entsoe.eu,false,
2023-01-07 15:00:00,Norway,Southwest Norway,NO-NO2,63.49,94.2,91.81,89.31,entsoe.eu,false,
2023-01-07 16:00:00,Norway,Southwest Norway,NO-NO2,65.84,95.76,92.01,89.84,entsoe.eu,false,
2023-01-07 17:00:00,Norway,Southwest Norway,NO-NO2,54.46,83.55,93.1,91.48,entsoe.eu,false,
2023-01-07 18:00:00,Norway,Southwest Norway,NO-NO2,53.58,83.71,93.16,91.64,entsoe.eu,false,
2023-01-07 19:00:00,Norway,Southwest Norway,NO-NO2,58.57,89.46,92.2,90.11,entsoe.eu,false,
2023-01-07 20:00:00,Norway,Southwest Norway,NO-NO2,53.4,83.65,92.53,90.06,entsoe.eu,false,
2023-01-07 21:00:00,Norway,Southwest Norway,NO-NO2,56.39,86.28,91.86,89.22,entsoe.eu,false,
2023-01-07 22:00:00,Norway,Southwest Norway,NO-NO2,59.38,89.18,91.4,87.82,entsoe.eu,false,
2023-01-07 23:00:00,Norway,Southwest Norway,NO-NO2,57.35,87.13,91.11,86.52,entsoe.eu,false,
2023-01-08 00:00:00,Norway,Southwest Norway,NO-NO2,58.69,88.68,90.99,86.23,entsoe.eu,false,
2023-01-08 01:00:00,Norway,Southwest Norway,NO-NO2,53.75,82.94,91.38,86.69,entsoe.eu,false,
2023-01-08 02:00:00,Norway,Southwest Norway,NO-NO2,57.49,87.39,90.59,85.37,entsoe.eu,false,
2023-01-08 03:00:00,Norway,Southwest Norway,NO-NO2,52.62,81.73,91.12,86.02,entsoe.eu,false,
2023-01-08 04:00:00,Norway,Southwest Norway,NO-NO2,52.91,82.1,91.17,85.94,entsoe.eu,false,
2023-01-08 05:00:00,Norway,Southwest Norway,NO-NO2,53.22,82.87,91.52,86.31,entsoe.eu,false,
2023-01-08 06:00:00,Norway,Southwest Norway,NO-NO2,60.28,91.92,90.55,84.96,entsoe.eu,false,
2023-01-08 07:00:00,Norway,Southwest Norway,NO-NO2,55.7,86.54,91.28,85.46,entsoe.eu,false,
2023-01-08 08:00:00,Norway,Southwest Norway,NO-NO2,36.36,65.25,94.57,91.1,entsoe.eu,false,
2023-01-08 09:00:00,Norway,Southwest Norway,NO-NO2,18.96,45.38,96.98,95.44,entsoe.eu,false,
2023-01-08 10:00:00,Norway,Southwest Norway,NO-NO2,16.22,41.7,97.18,96.64,entsoe.eu,false,
2023-01-08 11:00:00,Norway,Southwest Norway,NO-NO2,18.94,45.81,96.69,96.02,entsoe.eu,false,
2023-01-08 12:00:00,Norway,Southwest Norway,NO-NO2,29.45,58.39,95.32,94.1,entsoe.eu,false,
2023-01-08 13:00:00,Norway,Southwest Norway,NO-NO2,23.78,51.96,95.94,94.96,entsoe.eu,false,
2023-01-08 14:00:00,Norway,Southwest Norway,NO-NO2,25.51,52.93,95.96,94.94,entsoe.eu,false,
2023-01-08 15:00:00,Norway,Southwest Norway,NO-NO2,5.31,29.18,99.01,98.86,entsoe.eu,false,
2023-01-08 16:00:00,Norway,Southwest Norway,NO-NO2,0.39,22.59,99.92,99.9,entsoe.eu,false,
2023-01-08 17:00:00,Norway,Southwest Norway,NO-NO2,0.36,22.42,99.93,99.92,entsoe.eu,false,
2023-01-08 18:00:00,Norway,Southwest Norway,NO-NO2,8.72,33.1,98.66,98.44,entsoe.eu,false,
2023-01-08 19:00:00,Norway,Southwest Norway,NO-NO2,19.94,46.34,97.21,96.66,entsoe.eu,false,
2023-01-08 20:00:00,Norway,Southwest Norway,NO-NO2,24.11,51.21,96.67,95.94,entsoe.eu,false,
2023-01-08 21:00:00,Norway,Southwest Norway,NO-NO2,17.69,43.9,97.37,96.74,entsoe.eu,false,
2023-01-08 22:00:00,Norway,Southwest Norway,NO-NO2,59.8,91.85,91.86,89.62,entsoe.eu,false,
2023-01-08 23:00:00,Norway,Southwest Norway,NO-NO2,82.19,116.77,89.04,85.69,entsoe.eu,false,
2023-01-09 00:00:00,Norway,Southwest Norway,NO-NO2,84.79,120.19,88.29,84.28,entsoe.eu,false,
2023-01-09 01:00:00,Norway,Southwest Norway,NO-NO2,86.41,121.04,88.09,84.28,entsoe.eu,false,
2023-01-09 02:00:00,Norway,Southwest Norway,NO-NO2,88.73,122.68,87.86,83.88,entsoe.eu,false,
2023-01-09 03:00:00,Norway,Southwest Norway,NO-NO2,87.7,120.59,87.99,83.8,entsoe.eu,false,
2023-01-09 04:00:00,Norway,Southwest Norway,NO-NO2,51.74,80.13,92.46,89.66,entsoe.eu,false,
2023-01-09 05:00:00,Norway,Southwest Norway,NO-NO2,3.92,26.16,99.36,99.08,entsoe.eu,false,
2023-01-09 06:00:00,Norway,Southwest Norway,NO-NO2,0.2,23.09,99.99,99.99,entsoe.eu,false,
2023-01-09 07:00:00,Norway,Southwest Norway,NO-NO2,0.57,24.92,99.98,99.98,entsoe.eu,false,
2023-01-09 08:00:00,Norway,Southwest Norway,NO-NO2,0.62,25.13,99.98,99.98,entsoe.eu,false,
2023-01-09 09:00:00,Norway,Southwest Norway,NO-NO2,0.45,24.71,99.98,99.98,entsoe.eu,false,
2023-01-09 10:00:00,Norway,Southwest Norway,NO-NO2,0.73,26.07,99.98,99.98,entsoe.eu,false,
2023-01-09 11:00:00,Norway,Southwest Norway,NO-NO2,0.65,25.93,99.99,99.99,entsoe.eu,false,
2023-01-09 12:00:00,Norway,Southwest Norway,NO-NO2,0.71,26.14,99.98,99.98,entsoe.eu,false,
2023-01-09 13:00:00,Norway,Southwest Norway,NO-NO2,0.77,26.4,99.98,99.98,entsoe.eu,false,
2023-01-09 14:00:00,Norway,Southwest Norway,NO-NO2,0.76,26.41,99.98,99.98,entsoe.eu,false,
2023-01-09 15:00:00,Norway,Southwest Norway,NO-NO2,0.77,26.53,99.98,99.98,entsoe.eu,false,
2023-01-09 16:00:00,Norway,Southwest Norway,NO-NO2,0.76,26.52,99.98,99.98,entsoe.eu,false,
2023-01-09 17:00:00,Norway,Southwest Norway,NO-NO2,0.78,26.56,99.98,99.98,entsoe.eu,false,
2023-01-09 18:00:00,Norway,Southwest Norway,NO-NO2,0.82,26.68,99.97,99.97,entsoe.eu,false,
2023-01-09 19:00:00,Norway,Southwest Norway,NO-NO2,0.78,26.53,99.97,99.97,entsoe.eu,false,
2023-01-09 20:00:00,Norway,Southwest Norway,NO-NO2,0.45,25.34,99.98,99.98,entsoe.eu,false,
2023-01-09 21:00:00,Norway,Southwest Norway,NO-NO2,1.03,25.54,99.89,99.88,entsoe.eu,false,
2023-01-09 22:00:00,Norway,Southwest Norway,NO-NO2,34.88,62.4,96.25,95.76,entsoe.eu,false,
2023-01-09 23:00:00,Norway,Southwest Norway,NO-NO2,30.58,58.92,96.31,95.71,entsoe.eu,false,
2023-01-10 00:00:00,Norway,Southwest Norway,NO-NO2,97.5,133.63,88.83,86.93,entsoe.eu,false,
2023-01-10 01:00:00,Norway,Southwest Norway,NO-NO2,118.13,157.07,86.45,83.87,entsoe.eu,false,
2023-01-10 02:00:00,Norway,Southwest Norway,NO-NO2,122.03,160.34,85.67,82.92,entsoe.eu,false,
2023-01-10 03:00:00,Norway,Southwest Norway,NO-NO2,107.83,144.57,86.67,84.4,entsoe.eu,false,
2023-01-10 04:00:00,Norway,Southwest Norway,NO-NO2,38.81,68.18,95.45,94.79,entsoe.eu,false,
2023-01-10 05:00:00,Norway,Southwest Norway,NO-NO2,0.46,24.86,99.97,99.97,entsoe.eu,false,
2023-01-10 06:00:00,Norway,Southwest Norway,NO-NO2,0.65,25.79,99.98,99.98,entsoe.eu,false,
2023-01-10 07:00:00,Norway,Southwest Norway,NO-NO2,0.81,26.41,99.98,99.98,entsoe.eu,false,
2023-01-10 08:00:00,Norway,Southwest Norway,NO-NO2,0.75,26.13,99.99,99.99,entsoe.eu,false,
2023-01-10 09:00:00,Norway,Southwest Norway,NO-NO2,0.56,25.16,99.98,99.98,entsoe.eu,false,
2023-01-10 10:00:00,Norway,Southwest Norway,NO-NO2,0.39,24.74,99.98,99.98,entsoe.eu,false,
2023-01-10 11:00:00,Norway,Southwest Norway,NO-NO2,2.85,27.52,99.54,99.44,entsoe.eu,false,
2023-01-10 12:00:00,Norway,Southwest Norway,NO-NO2,8.93,34.47,98.58,98.22,entsoe.eu,false,
2023-01-10 13:00:00,Norway,Southwest Norway,NO-NO2,11.72,37.98,98.13,97.61,entsoe.eu,false,
2023-01-10 14:00:00,Norway,Southwest Norway,NO-NO2,7.3,32.4,98.85,98.52,entsoe.eu,false,
2023-01-10 15:00:00,Norway,Southwest Norway,NO-NO2,2.09,25.95,99.64,99.52,entsoe.eu,false,
2023-01-10 16:00:00,Norway,Southwest Norway,NO-NO2,2.42,26.04,99.61,99.5,entsoe.eu,false,
2023-01-10 17:00:00,Norway,Southwest Norway,NO-NO2,4.93,28.89,99.14,98.88,entsoe.eu,false,
2023-01-10 18:00:00,Norway,Southwest Norway,NO-NO2,16.22,40.3,97.78,97.6,entsoe.eu,false,
