batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.1.0,0.000000,20.007000,2.000700,20.007000,10.007000,1.250545,12.504900,2.504900,8,0,4,4,0,0,4,0,0.006017,0.010079,1.000000,134.999400,5.051001,0.000000,0.000000,0.000000,5.000600
