Maximum_use_single_file,26,299448,121745.73076923077,3165389,383267,176409.42307692306,4586645.0,15744.0,467518,1421256.0
Maximum_use_single_file,26,17496000,2763198.269230769,71843155,17532000,2818058.8846153845,73269531.0,20864.0,17532000,1426376.0
Maximum_use_single_file,26,299448,121745.73076923077,3165389,383267,176409.42307692306,4586645.0,15744.0,467518,1421256.0
Maximum_use_single_file,26,299448,121745.73076923077,3165389,383267,176409.42307692306,4586645.0,15744.0,467518,1421256.0
Maximum_use_single_file,26,299448,121745.73076923077,3165389,383267,176409.42307692306,4586645.0,15744.0,467518,1421256.0
Maximum_use_single_file,26,299448,121745.73076923077,3165389,383267,176409.42307692306,4586645.0,15744.0,467518,1421256.0
Maximum_use_single_file,26,299448,101947.46153846153,2650634,383267,156611.15384615384,4071890.0,15744.0,467518,1421256.0
Maximum_use_single_file,26,299448,101947.46153846153,2650634,383267,156611.15384615384,4071890.0,15744.0,467518,1421256.0
Maximum_use_single_file,26,299448,101947.46153846153,2650634,383267,156611.15384615384,4071890.0,15744.0,467518,1421256.0
Maximum_use_single_file,26,299448,101947.46153846153,2650634,383267,156611.15384615384,4071890.0,15744.0,467518,1421256.0
Maximum_use_single_file,26,299448,101947.46153846153,2650634,383267,156611.15384615384,4071890.0,15744.0,467518,1421256.0
Maximum_use_single_file,26,299448,101947.46153846153,2650634,383267,156611.15384615384,4071890.0,15744.0,467518,1421256.0
Maximum_use_single_file,26,299448,101947.46153846153,2650634,383267,156611.15384615384,4071890.0,15744.0,467518,1421256.0
Maximum_use_single_file,26,299448,101947.46153846153,2650634,383267,156611.15384615384,4071890.0,15744.0,467518,1421256.0
Maximum_use_single_file,26,299448,107485.92307692308,2794634,383267,162149.61538461538,4215890.0,15744.0,467518,1421256.0
