metric,avg_power_W,avg_power_W,avg_power_W,avg_power_W,duration_s,duration_s,duration_s,duration_s,nodes,nodes,nodes,nodes,total_energy,total_energy,total_energy,total_energy,cores,req_walltime,count
machine,Desktop,Faster,Midway,Theta,Desktop,Faster,Midway,Theta,Desktop,Faster,Midway,Theta,Desktop,Faster,Midway,Theta,,,
func_name,,,,,,,,,,,,,,,,,,,
2370,4.0883112030919975,0.3572634648386471,4.496666666666667,0.8296150430530584,341.09529359108114,407.8117504058538,485.6666666666667,2733.3982294633247,16.0,4.0,6.0,4.0,354739.1053347244,371703.8725044888,955377.5644444445,1783218.3031571095,256.0,14400.0,3.0
2371,4.172317647421617,0.6468542519001983,8.603,0.833945220083288,8472.245347682567,11009.04771200458,9589.7,73815.71047870182,16.0,4.0,6.0,4.0,8811135.16158987,10850458.950245628,23590662.0,48237826.8943447,256.0,14400.0,10.0
2372,4.172442688275529,0.6472176123849652,8.0655,0.8339516920585944,9451.557316405106,12576.779234374328,9875.5,84327.84685141424,16.0,4.0,6.0,4.0,9829619.60906131,12396776.707243478,24293730.0,55107542.36038736,256.0,14400.0,10.0
2373,4.168580868671582,0.6358742311044299,4.1433333333333335,0.833752577447716,4773.094972835299,6295.721524741336,5142.666666666667,42212.532507324366,16.0,4.0,6.0,4.0,4964018.77174871,6187333.143738777,9651208.24888889,27583385.09453848,256.0,14400.0,3.0
2374,4.159992073876797,0.6098636223968487,4.260967741935484,0.8333099203059335,2343.416397432082,3101.3651737488,2496.3709677419356,20794.032760348724,16.0,4.0,6.0,4.0,2437153.053329365,3027320.3510789117,4760099.488033298,13585310.10283892,256.0,14400.0,62.0
2375,4.173255718089891,0.6495812959781732,8.008152173913043,0.8339935527365303,11785.19497763176,15701.606164829687,12259.08695652174,105280.21113233965,16.0,4.0,6.0,4.0,12256602.77673703,15486381.293621512,30157353.91304348,68800865.3308981,256.0,17400.0,46.0
2376,4.1543539080754135,0.5921691465225518,7.185,0.8330192717824567,1971.1806951318767,2691.985652397759,1868.0,18049.193510360703,16.0,4.0,6.0,4.0,2050027.9229371517,2615520.6116013844,4595280.0,11790688.609329605,256.0,1800.0,1.0
2377,4.108782595784975,0.4338007104330499,7.67,0.830670254109771,789.1603413840431,1122.0208171609393,625.0,7522.3932487534585,16.0,4.0,6.0,4.0,820726.7550394048,1044660.8275388724,1537500.0,4909501.877184171,256.0,1800.0,1.0
2378,4.174334235588295,0.6526991477601893,2.3925,0.8340491659461412,16610.548108059156,21859.774121092585,18032.5,146571.16504205295,16.0,4.0,6.0,4.0,17274970.032381523,21577585.899697166,25759065.6,95786687.45500338,256.0,18000.0,2.0
2379,4.172429794540482,0.6471810357696962,8.673333333333334,0.8339509742187347,7124.475275011171,8618.343127175543,9846.0,57785.0539752268,16.0,4.0,6.0,4.0,7409454.286011618,8494914.191589959,24221160.0,37762038.67592797,256.0,18000.0,3.0
238,4.039658182722259,0.18228200799886315,2.598,0.8271072336507179,323.41074232928787,436.88535975295923,320.6,2928.4013970382407,1.0,1.0,1.0,1.0,21021.69825140371,90835.68019961384,56928.3008,360877.78533057764,16.0,300.0,5.0
2380,4.171903404891896,0.6456491422566288,3.3549999999999995,0.8339238887316979,8422.685830148199,11225.496863934204,8751.0,75267.35620068456,16.0,4.0,6.0,4.0,8759593.263354126,11060326.928356567,14656874.879999999,49186051.80092297,256.0,18000.0,1.0
2381,4.174579383384274,0.6534059977149035,3.2905555555555557,0.8340618021896741,19147.19284770738,25409.30798203203,20197.444444444445,170371.42009155414,16.0,4.0,6.0,4.0,19913080.561615676,25085896.66897696,33495082.800987657,111341100.02317679,256.0,21600.0,9.0
2382,4.145598467846411,0.5639837522527209,1.7899999999999998,0.8325679690304609,1440.8245784959215,1974.0291280087258,1348.0,13235.194184182437,16.0,4.0,6.0,4.0,1498457.5616357583,1903713.8957628103,1717675.52,8644400.318902299,256.0,21600.0,1.0
2383,4.174713803283933,0.6537933082769214,2.8200000000000003,0.8340686988584327,30481.416986244618,44229.74549354448,21621.333333333332,296569.0669934498,16.0,4.0,6.0,4.0,31700673.665694404,43671171.882106975,33251880.96,193814287.28931275,256.0,21600.0,3.0
2384,4.174236016199968,0.6524168749504818,2.9105,0.8340440826887053,19823.403927051506,27604.96757202586,17292.9,185095.08786583052,16.0,4.0,6.0,4.0,20616340.084133565,27246619.758232534,26995738.6752,120962469.12989135,256.0,21600.0,10.0
2385,4.1711331934483695,0.6433963562992041,5.495,0.8338841359607232,9570.193411557328,13622.625565319835,7525.0,91341.4042001636,16.0,4.0,6.0,4.0,9953001.148019621,13414328.362462787,16725968.000000002,59689263.71530848,256.0,21600.0,1.0
2386,4.17175974079168,0.6452275256745305,6.355,0.8339164822804521,8361.540568157592,11214.297359660226,8491.6,75192.34367911093,16.0,4.0,6.0,4.0,8696002.190883895,11048081.809334693,20743959.808000002,49136889.711047396,256.0,23400.0,5.0
2387,4.173754061259896,0.6510243133531624,2.9623529411764706,0.8340192889875238,11817.476759732803,14992.91336206573,14387.35294117647,100527.46723772954,16.0,4.0,6.0,4.0,12290175.830122115,14792941.245329687,22650906.829065744,65695598.352428906,256.0,23400.0,17.0
2388,4.173886462948205,0.6514062759274192,2.9434375,0.8340261164944067,13638.291025301696,17849.308876054347,15081.625,119680.44736301422,16.0,4.0,6.0,4.0,14183822.666313764,17612984.145008735,23670912.07,78212451.23575519,256.0,23400.0,32.0
2389,4.173333236712949,0.6498056156358499,8.02,0.8339975474850045,10556.332277681962,13502.27310282317,12547.25,90532.76228214176,16.0,4.0,6.0,4.0,10978585.56878924,13317970.283147227,30866235.0,59163465.441991754,256.0,23400.0,4.0
239,4.047185974150688,0.2057014203049539,5.29,0.8274952285436898,358.596047756371,491.01135904023454,337.0,3291.3312398018084,1.0,1.0,1.0,1.0,23308.743104164114,102273.35634629516,74355.68,405623.41072208347,16.0,300.0,1.0
2390,4.173299551708757,0.6497075770711113,8.040000000000001,0.8339958327418627,11553.852346171847,15249.407189795862,12419.666666666666,102247.99475202449,16.0,4.0,6.0,4.0,12016006.44001872,15040873.677278187,30552380.0,66819364.48241725,256.0,23400.0,3.0
2391,4.173891121197893,0.6514217865187168,2.9185714285714286,0.8340262941381716,13818.040627964332,18145.241965441757,15111.285714285714,121664.78035152507,16.0,4.0,6.0,4.0,14370762.253082905,17905071.13177551,23621271.026938777,79509239.5809026,256.0,23400.0,7.0
2392,4.156077490351482,0.5976135028779358,7.682500000000001,0.8331081498082177,1961.3601019205037,2619.612378670602,2023.0,17563.853086463812,16.0,4.0,6.0,4.0,2039814.505997324,2548854.177338627,4976580.0,11474038.180026086,256.0,2400.0,2.0
2393,4.102621301881199,0.41143326972812505,4.09,0.8303526716947184,485.8430279793032,622.2733399297146,576.0,4171.414445334071,16.0,4.0,6.0,4.0,505276.7490984753,575806.2711998184,1073111.04,2722141.109080838,256.0,2400.0,1.0
2394,4.173436411450064,0.65010548731215,3.0833333333333335,0.8340029102223636,7863.6060643606115,8763.469336858832,12954.5,58757.16878994825,16.0,4.0,6.0,4.0,8178150.306935036,8644522.809192868,20796290.666666668,38398088.60799156,256.0,25200.0,6.0
2395,4.173877547587846,0.6513819873177605,2.975,0.8340256257761424,12550.530498126775,16010.583405018318,15035.545454545454,107351.11670563393,16.0,4.0,6.0,4.0,13052551.718051845,15798503.835053284,23720076.509090908,70155088.41625404,256.0,25200.0,22.0
2396,4.174223703488352,0.6523812883758332,2.8425000000000002,0.8340434685237862,19065.51687200611,26344.233999770222,17204.0,176641.4241413533,16.0,4.0,6.0,4.0,19828137.54688635,26002012.12123098,26557470.720000003,115437842.89760935,256.0,25200.0,2.0
2397,4.17491161417829,0.6543609915281932,8.776,0.8340789072155097,24660.894078340072,33407.12040621953,24116.066666666666,223998.48510524593,16.0,4.0,6.0,4.0,25647329.841473676,32990079.7399776,59325524.0,146388430.8349836,256.0,25200.0,15.0
2398,4.174126109460104,0.6520981535266963,8.190999999999999,0.8340384567235859,14652.283997858762,19059.6345659879,16528.2,127795.66572162879,16.0,4.0,6.0,4.0,15238375.357773112,18810660.9859979,40659372.0,83516236.87001088,256.0,25800.0,5.0
2399,4.159413500007907,0.6080567743445463,6.204999999999999,0.833280095680041,2032.2861879047675,2600.865829195109,2412.3333333333335,17438.023799246188,16.0,4.0,6.0,4.0,2113577.635420958,2537567.346110442,5800407.253333333,11392604.555484436,256.0,2700.0,3.0
24,4.137366748392267,0.5361511279224078,8.24,0.8321436809480273,1253.3443735357748,1755.1067849018823,1067.0,11767.328949501532,1.0,1.0,1.0,1.0,81467.38427982536,374852.9306224765,285785.28,1451079.9192766002,16.0,10800.0,4.0
240,4.064605640988011,0.26913891358808406,2.105,0.8283931606031214,110.48504925966172,49.53650611710275,388.0,331.0597695122261,1.0,1.0,1.0,1.0,7181.528201878012,10368.298977034969,65835.84,40804.53702738125,16.0,300.0,1.0
2400,4.156385946935221,0.5985980545646689,6.508333333333333,0.8331240140576143,2364.7787716513103,3296.5501381905665,2054.0,22102.96521037278,16.0,4.0,6.0,4.0,2459369.9225173625,3208338.0891871797,5052840.0,14439419.533816265,256.0,2700.0,3.0
2401,4.155548082494854,0.5959559324534521,6.640000000000001,0.8330808259919265,2364.565003456013,3325.2532911401254,1973.0,22295.456987205693,16.0,4.0,6.0,4.0,2459147.603594254,3234024.031730826,4853580.0,14564924.011399314,256.0,2700.0,1.0
2402,4.1749429667114875,0.6544507191329493,8.762916666666667,0.834080563936294,23474.65031212809,31223.112055340345,24564.083333333332,209353.74221547777,16.0,4.0,6.0,4.0,24413636.324613214,30834052.848754738,60427645.0,136817825.7413406,256.0,27000.0,12.0
2403,4.175191377195909,0.6551637225840585,8.790000000000001,0.8340933761667183,31746.74943387285,43802.574690301044,28825.5,293702.38310441945,16.0,4.0,6.0,4.0,33016619.411227763,43264762.86662001,70910730.0,191942702.91775927,256.0,28800.0,6.0
2404,4.175189971972159,0.6551614593359507,8.785,0.8340932467557157,21780.116539852013,26809.615065823557,28809.0,179758.20483654374,16.0,4.0,6.0,4.0,22651321.201446094,26480428.74584989,70870140.0,117476996.93207073,256.0,28800.0,1.0
2405,4.174907971847141,0.6543510164179814,8.78,0.834078739416551,27156.734456976836,37681.58173035255,24067.0,252660.3714389658,16.0,4.0,6.0,4.0,28243003.83525591,37211084.23309541,59204820.0,165119656.32538947,256.0,28800.0,2.0
2406,4.160877586873088,0.6125816834684077,5.955,0.8333555374775583,2801.8832233581643,3833.5680422450278,2635.0,25703.683215044297,16.0,4.0,6.0,4.0,2913958.552292491,3744709.427283264,6167164.8,16793219.140270982,256.0,3000.0,1.0
2407,4.152602884085552,0.5865819013689869,7.715000000000001,0.8329289887380937,1444.0394661355315,1841.3508382094699,1733.0,12345.411149109994,16.0,4.0,6.0,4.0,1501801.0447809529,1786414.0747274233,4263180.0,8064390.716548347,256.0,3000.0,2.0
2408,4.175275157554024,0.6554053687994458,2.75,0.8340976661541764,22971.33426775163,28188.56273946544,30628.0,189003.97587265703,16.0,4.0,6.0,4.0,23890187.638461694,27844204.89805719,46554560.0,123519579.82729541,256.0,30600.0,1.0
2409,4.1749552585486684,0.6544870283790484,8.745714285714286,0.8340811768289453,25459.88266942895,34542.31335594703,24750.14285714286,231610.1744427867,16.0,4.0,6.0,4.0,26478277.97620611,34112215.93342452,60885351.42857143,151362988.59221414,256.0,32400.0,7.0
241,4.031895629793983,0.15551095829485412,8.635,0.8267071319965179,249.85742038379706,318.10916759304575,302.0,2131.9684181077414,1.0,1.0,1.0,1.0,16240.73232494681,66003.89074049075,82796.31999999999,262716.7419349076,16.0,300.0,1.0
2410,4.17241062479988,0.6471274823336418,3.2299999999999995,0.8339500126403251,7256.134621359349,8858.329586157111,9803.0,59394.26740264168,16.0,4.0,6.0,4.0,7546380.006213723,8731342.202478325,16105152.639999999,38813631.270268485,256.0,33000.0,1.0
2411,4.153895612160192,0.5907637065896363,3.995,0.8329956775958568,1351.9282478281218,1648.720616871711,1832.0,11053.720887958487,16.0,4.0,6.0,4.0,1406005.3777412467,1601296.0073397972,3368535.04,7220808.8312829705,256.0,3599.0,2.0
2412,4.0410954500725,0.18589367280436672,4.54,0.8271813439424979,342.1906638289021,468.054734785833,323.0,3137.4029957567222,16.0,4.0,6.0,4.0,355878.2903820582,406079.03643742297,638971.52,2044828.8321218896,256.0,3600.0,1.0
2413,4.164310669226344,0.6230601103505428,7.776666666666667,0.8335324971133193,2929.939619081976,3790.3685916790355,3364.0,25413.77756071139,16.0,4.0,6.0,4.0,3047137.203845255,3712678.8782650065,8275440.0,16604963.751356138,256.0,3600.0,6.0
2414,4.1228942342807,0.486076301354006,1.03,0.8313976906872128,1308.6229477271866,1949.8698824741507,787.0,13073.379815048876,16.0,4.0,6.0,4.0,1360967.865636274,1841526.4020210225,849708.16,8534796.63227487,256.0,3600.0,1.0
2415,4.085786847678035,0.34764663078774205,4.355,0.8294849545757571,472.87121369016177,637.2312012461362,472.6666666666667,4271.74613708818,16.0,4.0,6.0,4.0,491786.06223776826,579241.5927392192,912662.6133333334,2786665.6828421284,256.0,3600.0,3.0
2416,4.1652108176925555,0.6257823589940601,7.76,0.8335788956346251,2699.8562158317545,3303.2038079048257,3628.0,22147.06864989588,16.0,4.0,6.0,4.0,2807850.464465025,3237801.3102960614,8924880.0,14470810.436795643,256.0,3600.0,1.0
2417,4.052665250279797,0.22519021082084484,4.095000000000001,0.8277777191330948,319.1665221541858,418.52181147085486,351.6,2805.2568188716627,16.0,4.0,6.0,4.0,331933.18304035324,367315.1212354114,655494.9120000001,1828778.047627217,256.0,3600.0,5.0
2418,4.175194566351379,0.6551733915524675,8.736749999999999,0.8340935406874898,25686.349737898683,33441.73485993949,28893.35,224229.0342994021,16.0,4.0,6.0,4.0,26713803.72741463,33031217.106132124,71077641.0,146539940.3125305,256.0,36000.0,20.0
2419,4.175477331004866,0.6559840553896192,8.459999999999999,0.8341081095376118,38600.96054184046,52908.63552579082,36027.0,354759.6027150827,16.0,4.0,6.0,4.0,40144998.96351408,52270129.78326739,88626420.0,231846637.75425032,256.0,36000.0,1.0
242,4.069152205746483,0.28556129954263504,0.99,0.8286275151454352,1346.7336825727666,2152.6734294461135,403.0,14433.378741324485,1.0,1.0,1.0,1.0,87537.68936722983,451133.5765885098,61191.520000000004,1779029.9777309196,16.0,300.0,1.0
2420,4.17500357008441,0.6546252129330765,8.758333333333333,0.8340836670668388,29125.298740188646,40530.01952009816,25485.666666666668,271759.7564336291,16.0,4.0,6.0,4.0,30290310.68979619,40026801.00706315,62694740.0,177601908.627879,256.0,36000.0,3.0
2421,4.171279854846808,0.6438235923547804,8.3625,0.8338916939681487,9193.00249367567,12905.730084739644,7730.0,86534.28377731412,16.0,4.0,6.0,4.0,9560722.593422698,12709806.126796778,19015800.0,56548101.30627676,256.0,43199.0,2.0
2422,4.1753781441866815,0.6557000395946075,8.719999999999999,0.8341029935040318,33940.21136257607,45989.20082912877,33157.25,308363.124705938,16.0,4.0,6.0,4.0,35297819.81707911,45430855.60585912,81566835.0,201524665.85390356,256.0,43200.0,4.0
2423,4.1598262596968345,0.6093634077295227,2.075,0.8333013728288378,3275.187696584425,4699.141196720862,2472.5,31507.729521735102,16.0,4.0,6.0,4.0,3406195.2044478017,4586347.862728327,3330952.0,20584792.161449924,256.0,43200.0,4.0
2424,4.17566724367157,0.6565287433263187,2.44,0.8341179084280257,40473.30718955303,53526.16565954587,43205.0,358898.0399264151,16.0,4.0,6.0,4.0,42092239.47713515,52887671.20736534,62242851.199999996,234552137.86262152,256.0,43200.0,1.0
2425,4.080578094301583,0.32833997759085415,3.013333333333333,0.8292164414469664,357.3717369273437,448.8503739037906,448.6666666666667,3008.5896641810086,16.0,4.0,6.0,4.0,371666.60640443745,405785.4401586679,712219.4488888889,1962441.0881068564,256.0,43200.0,3.0
2426,4.175342375336137,0.6555984758945171,8.744166666666667,0.8341011309222816,29144.25241626388,38138.83768381376,32239.0,255723.78672614196,16.0,4.0,6.0,4.0,30310022.512914434,37674810.448348835,79307940.0,167123138.08577532,256.0,45000.0,6.0
2427,4.175498776597557,0.6560461758998658,8.812692307692307,0.8341092158279665,31283.95593557903,40179.35883335304,36722.38461538462,269404.7901223393,16.0,4.0,6.0,4.0,32535314.17300219,39695110.00980831,90337066.15384616,176064640.32051533,256.0,50400.0,13.0
2428,4.17580381717962,0.6569205103255623,2.2350000000000003,0.8341249161310662,98554.66324869472,149992.8705193949,50438.0,1005741.2150740509,16.0,4.0,6.0,4.0,102496849.7786425,148218702.4458838,70016014.08,657288069.1409215,256.0,50400.0,1.0
2429,4.175513715327925,0.656089728886191,8.829107142857143,0.8341099627123227,37798.41603055064,51109.32718361949,37226.642857142855,342694.17357679416,16.0,4.0,6.0,4.0,39310352.67177267,50493918.27212486,91577541.42857142,223961660.20582017,256.0,50400.0,28.0
243,4.081206973811061,0.33112569837343037,1.685,0.829248856895624,312.9696092899577,371.9228289243378,452.0,2492.7604662280714,1.0,1.0,1.0,1.0,20343.02460384725,78214.63123298674,73657.92,307277.55155923555,16.0,3000.0,2.0
2430,4.175286941089436,0.6554388538988349,2.987,0.8340983062902358,26813.219475360762,34645.314187909455,30895.2,232298.8351703303,16.0,4.0,6.0,4.0,27885748.254375193,34222376.200303584,48835177.5744,151814064.10694975,256.0,51000.0,5.0
2431,4.175697975661615,0.6566174887613866,8.74,0.8341194604866781,41330.815491666006,54468.365265604036,44655.0,365215.37096332374,16.0,4.0,6.0,4.0,42984048.11133265,53819869.10951086,109851300.0,238680874.76034105,256.0,54000.0,1.0
2432,4.175684789399072,0.6565790664546018,8.7675,0.8341188140427219,28573.087343942232,32938.72180467773,44015.0,220851.22456227697,16.0,4.0,6.0,4.0,29716010.83769992,32546231.934292857,108276900.0,144333876.1544148,256.0,54000.0,2.0
2433,4.174497625293638,0.6531711324920583,3.54,0.8340575620708519,12538.898626300517,14416.526577986959,19422.25,96660.93961136532,16.0,4.0,6.0,4.0,13040454.571352538,14232165.29578498,33449775.84,63169735.064772435,256.0,54000.0,4.0
2434,4.175689882048204,0.6565947495382302,8.737307692307692,0.8341190096581047,43403.565934154074,58140.331205209935,44274.0,389837.40716142376,16.0,4.0,6.0,4.0,45139708.57152024,57447778.456945315,108914040.0,254772181.900254,256.0,54000.0,13.0
2435,4.175544498141496,0.6561779133479559,8.616666666666667,0.8341115242680712,30145.19653803887,37674.67798908219,38289.666666666664,252609.45356882262,16.0,4.0,6.0,4.0,31351004.39956042,37221886.59781402,94192580.0,165088500.39865065,256.0,57600.0,3.0
2436,4.175852825573871,0.657061021432427,8.791538461538462,0.8341274175739118,52538.679178002174,70351.39390536182,53663.692307692305,471714.12008155027,16.0,4.0,6.0,4.0,54640226.34512226,69521783.63949162,132012683.07692307,308282451.1249762,256.0,64800.0,13.0
2437,4.149508506535749,0.5765951742121438,8.155,0.8327695135758811,1648.9891174134784,2261.2454629050694,1537.0,15161.026233841441,16.0,4.0,6.0,4.0,1714948.6821100176,2188000.02431692,3781020.0,9903015.496059466,256.0,7200.0,1.0
2438,4.170913001398254,0.6427499837208228,7.37,0.8338727884176644,9184.749485626246,13069.29018591106,7235.0,87631.17674489299,16.0,4.0,6.0,4.0,9552139.465051295,12867291.182331752,17798100.0,57264470.7161267,256.0,7200.0,1.0
2439,4.149751798002562,0.5773979175337254,7.915000000000001,0.8327820747385881,816.8789221368721,836.9916431399186,1551.0,5610.864299668957,16.0,4.0,6.0,4.0,849554.079022347,810052.118700716,3815460.0,3664972.8582684183,256.0,7200.0,1.0
244,4.107354029796808,0.42909001298252547,4.3,0.8305966438099264,422.7880587512594,501.09137887555397,614.0,3358.831473176733,1.0,1.0,1.0,1.0,27481.223818831862,106163.94556976286,125747.20000000001,414108.80842934054,16.0,3000.0,1.0
2440,4.17461099453336,0.6534957508596446,4.41,0.8340634604462474,17663.335016212655,22766.1874064058,20510.333333333332,152648.20105677372,16.0,4.0,6.0,4.0,18369868.41686116,22476940.996993054,39891777.92,99758689.88688308,256.0,86340.0,3.0
2441,4.133793133568836,0.5239030604370305,7.816666666666666,0.8319594582407863,916.1495230925161,1211.334831605179,979.6666666666666,8121.161948150051,16.0,4.0,6.0,4.0,952795.5040162167,1155757.8004421804,2409980.0,5302969.495821185,256.0,86340.0,3.0
2442,4.175808152500119,0.6569326896822824,3.625,0.8341251395969369,61154.43926669909,86108.73169189833,50703.0,577373.9576152522,16.0,4.0,6.0,4.0,63600616.83736705,85090476.01052174,88426032.0,377334687.39754826,256.0,86340.0,1.0
2443,4.176071782055158,0.657685884243102,6.854166666666667,0.8341387526363693,68123.45101824019,89273.76119099908,75005.35714285714,598588.7665145162,16.0,4.0,6.0,4.0,70848389.0589698,88235291.87418334,184513178.57142857,391201415.5492829,256.0,86399.0,42.0
2444,4.176080014625661,0.6577096354876876,2.4808333333333334,0.8341391777351872,115406.21810919237,169504.86139440723,76157.33333333333,1136568.085607325,16.0,4.0,6.0,4.0,120022466.83356006,167534141.3772972,110511398.68444443,742792285.5695717,256.0,86400.0,6.0
2445,4.175678056350642,0.656559695311306,8.200454545454546,0.8341184337376369,38953.06664264851,50755.80200425885,43699.545454545456,340321.5491182972,16.0,4.0,6.0,4.0,40511189.30835445,50150756.40168673,107500881.81818183,222411811.85658717,256.0,86400.0,11.0
2446,4.176066702826102,0.6576721476968551,2.4516666666666667,0.834138466679367,63503.64193877873,81627.63943474046,74355.16666666667,547318.8566611323,16.0,4.0,6.0,4.0,66043787.61632988,80677825.92073555,107341101.40444444,357694463.17218363,256.0,86400.0,6.0
2447,4.16162464193268,0.6148559862228283,9.370000000000001,0.8333940116350488,3715.697016408196,5345.856669787687,2764.0,35844.10512804384,16.0,4.0,6.0,4.0,3864324.897064524,5225057.0548024,6799440.0,23418705.47326828,256.0,86400.0,1.0
2448,4.176138146105125,0.6578758735482335,6.827102272727273,0.8341421805073722,78839.90056597466,103845.52795696487,85332.43181818182,696294.5829523106,16.0,4.0,6.0,4.0,81993496.58861364,102642604.58391523,209917782.27272728,455056639.0140404,256.0,86400.0,88.0
2449,4.176144147996594,0.6578925973129478,8.47,0.8341424906503543,44314.281404915004,44583.062890461566,86381.0,298917.13096741016,16.0,4.0,6.0,4.0,46086852.6611116,44066813.532718584,212497260.0,195354444.53720316,256.0,86400.0,1.0
245,4.031133782640476,0.15493300470925353,4.93,0.8266678399577225,339.46258675408853,470.93786725090655,302.0,3156.7423128983824,1.0,1.0,1.0,1.0,22065.068139015755,97709.68388730865,64893.76,388994.8920045317,16.0,3000.0,1.0
2450,4.16856808950625,0.6358385356541034,1.795,0.8337519188266611,13668.919335500963,21471.004967638288,5135.0,143968.51639134638,16.0,4.0,6.0,4.0,14215676.108921,21101159.717020545,6549795.2,94074858.07092205,256.0,86400.0,1.0
2451,4.173614346317976,0.6506191878432003,7.9,0.8340120589589046,21219.572839071192,31269.13675155504,13718.0,209665.8826196381,16.0,4.0,6.0,4.0,22068355.75263404,30848833.02788594,33746280.0,137018140.21364313,256.0,86400.0,1.0
2452,4.067133729210988,0.27794331302151204,2.84,0.828523471945838,395.6827896692725,533.09292454009,396.0,3573.4847703626538,16.0,4.0,6.0,4.0,411510.1012560434,475067.6192031937,611043.84,2330276.597234497,256.0,86400.0,1.0
2453,4.176096401482358,0.657756084643041,0.42333333333333334,0.8341400239711636,49281.93140951912,55876.909912237556,78519.66666666667,374649.17850418785,16.0,4.0,6.0,4.0,51253208.66589989,55227930.76440607,72581486.0088889,244848166.47483718,256.0,86400.0,12.0
2454,4.176120902781935,0.6578268682397695,2.45625,0.8341412604382855,103782.17582433709,147435.83699937846,82408.5,988584.9459969511,16.0,4.0,6.0,4.0,107933462.85731056,145726123.59891057,119063800.8,646079966.4221365,256.0,86400.0,4.0
2455,4.175931728203065,0.6572861947106338,8.421923076923077,0.8341315093571499,58966.3086433626,79115.56510183068,59790.46153846154,530479.1906506482,16.0,4.0,6.0,4.0,61324960.9890971,78187164.97791107,147084535.3846154,346688132.3291612,256.0,86400.0,13.0
2456,4.175207883551889,0.655212400209245,2.3958333333333335,0.8340941984881872,49897.403201546964,74635.96401800748,29171.0,500451.73953158007,16.0,4.0,6.0,4.0,51893299.32960884,73720507.23106553,41695082.66666667,327059281.890948,256.0,86400.0,6.0
2457,4.176077411571139,0.6577029897384098,8.28,0.8341390186660153,94519.9170634591,133999.089914064,75830.0,898488.64412283,16.0,4.0,6.0,4.0,98300713.74599746,132440943.8565612,186541800.0,587197899.0021863,256.0,86400.0,1.0
2458,4.17613796742989,0.657876154297793,2.4275,0.8341421400425525,66001.56385291407,81943.14227272313,85348.0,549430.8465800718,16.0,4.0,6.0,4.0,68641626.40703063,80993937.1268537,122682629.12,359075248.5711849,256.0,86400.0,2.0
2459,4.168212769150127,0.6347795857789781,4.575,0.8337336588216953,5557.611162711101,7714.400081287319,4918.0,51725.37872119256,16.0,4.0,6.0,4.0,5779915.6092195455,7579425.650817619,9773049.6,33799215.08664511,256.0,86400.0,1.0
246,4.163385681467586,0.6202743289297685,2.95,0.833484839528753,2754.061138699848,3573.649712257605,3132.0,23960.671442096907,1.0,1.0,1.0,1.0,179013.97401549012,768064.4818464194,573782.3999999999,2955207.560901337,16.0,3000.0,1.0
2460,4.166237467212998,0.6288728408181743,7.8625,0.8336317801447517,4044.5210932835466,5468.522705711159,3985.0,36666.2299111063,16.0,4.0,6.0,4.0,4206301.937014888,5364574.003392083,9803100.0,23958071.5959568,256.0,86400.0,2.0
2461,4.175922236388159,0.657259328074091,8.338360655737704,0.8341310200976637,56188.022886594335,74665.09828985152,58987.59016393442,500637.3984217422,16.0,4.0,6.0,4.0,58435543.80205811,73788409.67481714,145109471.80327868,327185334.36977607,256.0,86400.0,61.0
2462,4.176089807477912,0.6577377071402337,8.105,0.8341396834401081,82162.80521235791,112300.79291641277,77564.0,752992.8402397472,16.0,4.0,6.0,4.0,85449317.42085223,110995953.49843358,190807440.0,492110759.3093929,256.0,86400.0,1.0
2463,4.1754232517342516,0.655830340632067,4.4275,0.8341052997293414,12138.331100422754,8353.191200948399,34414.5,55999.12011099436,16.0,4.0,6.0,4.0,12623864.344439665,8252055.4998324765,67089002.88,36597158.54221617,256.0,86400.0,2.0
2464,4.1760843472019955,0.6577225791315345,8.142500000000002,0.8341393508502635,93049.04468911776,131142.30542709058,76800.0,879332.5145102309,16.0,4.0,6.0,4.0,96771006.47668247,129618035.8220572,188928000.0,574678684.7102857,256.0,86400.0,2.0
2465,4.1758009724649785,0.6569116904820467,8.345,0.8341247694990852,37280.8582089212,45553.373578785286,50249.0,305435.1803099293,16.0,4.0,6.0,4.0,38772092.53727805,45014449.50767274,123612540.0,199612867.9758393,256.0,86400.0,1.0
2466,4.175810880581446,0.6569401922499266,4.373333333333333,0.8341252802170059,44301.875544291135,57306.49787900034,50867.0,384244.09692275047,16.0,4.0,6.0,4.0,46073950.56606278,56628945.34463321,98456808.74666667,251117377.69046962,256.0,86400.0,6.0
2467,4.176081503934079,0.6577141975297429,4.652403846153846,0.8341392296085388,65756.2274188673,84742.5610196478,76381.13461538461,568204.9181854669,16.0,4.0,6.0,4.0,68386476.51562199,83757414.72863035,153298112.2674556,371344439.2566475,256.0,86400.0,52.0
2468,4.175901725464988,0.6572011926246044,8.401428571428571,0.8341299346532708,50906.29216160232,66254.53244825086,57321.642857142855,444241.9339034492,16.0,4.0,6.0,4.0,52942543.84806642,65475611.38946036,141011241.42857143,290328657.7135821,256.0,86400.0,14.0
2469,4.176103666155457,0.6577774719406987,10.21952380952381,0.8341403447374977,78381.43784523237,105101.81336992666,79652.71428571429,704720.2962444772,16.0,4.0,6.0,4.0,81516695.35904166,103881689.86762236,195945677.14285716,460562851.84590715,256.0,86400.0,21.0
