Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,34242,181422.000000,24425.591797,836381120.000000,628994.000000,57649.160156,1974022528.000000,2659328.000000,4743246.000000,2084426752.000000,848424.000000,3507752.000000,18.012978,15.440638,893.263428,554.266663,0,9387,18.012978,0.000000,0.000000,15.440638,0.000000,0.000000,23018
FCFS CONSERVATIVE BF MODE 2,34242,181422.000000,19766.828125,676855744.000000,627637.000000,52994.617188,1814641664.000000,2731072.000000,4741895.000000,2084565504.000000,920826.000000,3651898.000000,6.764760,5.744083,885.209656,549.273315,0,7636,6.764760,0.000000,0.000000,5.744083,0.000000,0.000000,22087
EFT,34242,179146.000000,25299.445312,866303616.000000,630114.000000,58522.527344,2003928448.000000,2633280.000000,4744366.000000,2084407296.000000,859012.000000,3492292.000000,20.458414,17.527334,892.596802,554.296692,0,9989,20.458414,0.000000,0.000000,17.527334,0.000000,0.000000,5026
EFT CONSERVATIVE BF MODE 2,34242,181422.000000,19362.822266,663021760.000000,630324.000000,52590.183594,1800793088.000000,2703360.000000,4744576.000000,2084446720.000000,933522.000000,3636882.000000,5.002421,4.592225,255.892365,245.656662,0,7607,5.002421,0.000000,0.000000,4.592225,0.000000,0.000000,4815
SCORE,34242,560413.000000,21179.099609,725214720.000000,950400.000000,54360.343750,1861406848.000000,1540672.000000,5046713.000000,2071987456.000000,476393.000000,2017065.000000,13.763108,11.737556,850.811829,527.863342,0,8467,13.763108,0.000000,0.000000,11.737556,0.000000,0.000000,4552
SCORE CONSERVATIVE BF MODE 2,34242,559921.000000,17972.447266,615412544.000000,950400.000000,51157.445312,1751733248.000000,1597376.000000,5046713.000000,2071965952.000000,547198.000000,2144574.000000,5.100932,4.781051,224.222229,215.253326,0,7467,5.100932,0.000000,0.000000,4.781051,0.000000,0.000000,4369
OPPORTUNISTIC-SCORE MIX,34242,183154.000000,24724.447266,846614528.000000,629804.000000,57948.265625,1984264448.000000,2649088.000000,4744056.000000,2084353792.000000,869805.000000,3518893.000000,18.999950,16.329430,889.166687,551.726685,0,8541,18.999950,0.000000,0.000000,16.329430,0.000000,0.000000,5105
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,34242,183802.000000,20233.796875,692845696.000000,627066.000000,53458.160156,1830514304.000000,2650560.000000,4741318.000000,2084183808.000000,878516.000000,3529076.000000,6.963246,6.405121,253.486115,243.346664,0,7685,6.963246,0.000000,0.000000,6.405121,0.000000,0.000000,4836
EFT-SCORE MIX,34242,353685.000000,23406.476562,801484544.000000,828885.000000,56588.074219,1937688832.000000,1557760.000000,4925198.000000,2071842816.000000,501025.000000,2058785.000000,17.781017,15.304974,838.564514,520.510010,0,8615,17.781017,0.000000,0.000000,15.304974,0.000000,0.000000,4833
EFT-SCORE MIX CONSERVATIVE BF MODE 2,34242,356400.000000,18284.583984,626100736.000000,831600.000000,51469.964844,1762434560.000000,1637504.000000,4927913.000000,2071818752.000000,547405.000000,2184909.000000,5.233978,4.928113,224.437500,215.460007,0,7598,5.233978,0.000000,0.000000,4.928113,0.000000,0.000000,4595
