Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,25854,17057.000000,4322.304688,111748864.000000,501115.000000,8879.230469,229563632.000000,1020544.000000,9900583.000000,237445664.000000,1147688.000000,2168232.000000,9.103056,8.824407,74.315216,46.049999,0,0,9.101010,0.001928,0.000118,8.822361,0.001928,0.000118,21982
FCFS CONSERVATIVE BF MODE 2,25854,17116.000000,4249.399414,109863976.000000,501115.000000,8806.263672,227677152.000000,1024896.000000,9900583.000000,237443648.000000,1142707.000000,2167603.000000,8.978634,8.710445,70.010872,45.953335,0,0,8.976636,0.001879,0.000118,8.708448,0.001879,0.000118,22029
EFT,25854,16868.000000,4323.453613,111778576.000000,501115.000000,8880.889648,229606528.000000,1026112.000000,9900583.000000,237459872.000000,1155411.000000,2181523.000000,9.117645,8.837703,74.288040,46.023335,0,0,9.115607,0.001919,0.000118,8.835666,0.001919,0.000118,21996
EFT CONSERVATIVE BF MODE 2,25854,15376.000000,4256.171875,110039072.000000,501115.000000,8812.665039,227842640.000000,1019712.000000,9900583.000000,237421632.000000,1137267.000000,2156979.000000,9.003875,8.732215,70.010872,45.860001,0,0,9.001876,0.001880,0.000118,8.730216,0.001880,0.000118,22072
SCORE,25854,278394.000000,2399.163086,62027960.000000,501115.000000,6923.096680,178989744.000000,624320.000000,9900583.000000,232807584.000000,676150.000000,1300470.000000,1.827635,1.795201,11.141553,9.425595,0,53,1.827015,0.000502,0.000118,1.794582,0.000502,0.000118,24052
SCORE CONSERVATIVE BF MODE 2,25854,278394.000000,2379.261719,61513432.000000,501115.000000,6903.592773,178485488.000000,634304.000000,9900583.000000,232840160.000000,676890.000000,1311194.000000,1.825832,1.790182,11.945206,10.135739,0,53,1.825212,0.000502,0.000118,1.789562,0.000502,0.000118,23972
EFT-SCORE MIX,25854,16826.000000,3428.846924,88649408.000000,501115.000000,7982.119141,206369712.000000,953216.000000,9900583.000000,237304864.000000,1118991.000000,2072207.000000,7.169113,6.961857,69.443878,45.416668,0,0,7.167374,0.001621,0.000118,6.960118,0.001621,0.000118,22804
EFT-SCORE MIX CONSERVATIVE BF MODE 2,25854,16440.000000,3523.758057,91103240.000000,501115.000000,8076.834961,208818496.000000,957312.000000,9900583.000000,237290944.000000,1111558.000000,2068870.000000,7.373533,7.161668,69.857140,45.686668,0,0,7.371823,0.001592,0.000118,7.159958,0.001592,0.000118,22818
OPPORTUNISTIC-SCORE MIX,25854,16686.000000,4243.145020,109702272.000000,501115.000000,8799.875000,227511968.000000,1024704.000000,9900583.000000,237439008.000000,1139392.000000,2164096.000000,8.954600,8.690115,74.108696,45.919998,0,0,8.952568,0.001914,0.000118,8.688084,0.001914,0.000118,22000
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,25854,17088.000000,4229.998535,109362376.000000,501115.000000,8787.067383,227180848.000000,1027136.000000,9900583.000000,237449248.000000,1144329.000000,2171465.000000,8.927610,8.665037,70.010872,45.896667,0,0,8.925616,0.001876,0.000118,8.663042,0.001876,0.000118,21965
EFT-SCORE MIX V2,25854,47648.000000,2480.676025,64135396.000000,501115.000000,7000.454102,180989744.000000,659840.000000,9900583.000000,232713120.000000,538899.000000,1198739.000000,2.239517,2.198187,15.388128,12.423333,0,47,2.238848,0.000526,0.000143,2.197518,0.000526,0.000143,23804
EFT-SCORE MIX CONSERVATIVE BF MODE 2 V2,25854,56660.000000,2463.482910,63690888.000000,501115.000000,6983.059570,180540016.000000,656704.000000,9900583.000000,232634448.000000,537636.000000,1194340.000000,2.256746,2.215034,56.564953,56.564953,0,50,2.256093,0.000528,0.000125,2.214382,0.000528,0.000125,23803
EFT-SCORE MIX CONSERVATIVE BF MODE 0 V2,25854,56420.000000,2461.191406,63631644.000000,501115.000000,6982.039551,180513648.000000,660608.000000,9900583.000000,232787088.000000,565166.000000,1225774.000000,2.211590,2.169634,22.557692,22.557692,0,48,2.210920,0.000527,0.000143,2.168964,0.000527,0.000143,23808

