Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,21920,69317.000000,1482.055054,32486648.000000,867876.000000,5968.335938,130825928.000000,2505088.000000,2948239.000000,1172203264.000000,876180.000000,3381268.000000,2.047154,1.974671,49.231098,49.231098,0,322,2.047154,0.000000,0.000000,1.974671,0.000000,0.000000,12968
FCFS CONSERVATIVE BF MODE 2,21920,68984.000000,955.280823,20939756.000000,866850.000000,5444.869141,119351536.000000,2488256.000000,2947213.000000,1172430592.000000,965700.000000,3453956.000000,1.301762,1.237541,49.231098,49.231098,0,287,1.301762,0.000000,0.000000,1.237541,0.000000,0.000000,13208
X
X
SCORE,21920,604800.000000,3441.055908,75427944.000000,1209600.000000,7860.356445,172299008.000000,1271744.000000,3288812.000000,1161782912.000000,475869.000000,1747613.000000,2.069355,1.954342,18.833029,18.833029,0,278,2.069355,0.000000,0.000000,1.954342,0.000000,0.000000,18076
SCORE CONSERVATIVE BF MODE 2,21920,604800.000000,3588.192383,78653176.000000,1209600.000000,8006.970703,175512800.000000,1279360.000000,3288812.000000,1161645184.000000,457388.000000,1736748.000000,2.169026,2.050317,37.129421,37.129421,0,287,2.169026,0.000000,0.000000,2.050317,0.000000,0.000000,17964
OPPORTUNISTIC-SCORE MIX,21920,72042.000000,1121.457642,24582352.000000,868745.000000,5609.842773,122967752.000000,2491072.000000,2949108.000000,1172405376.000000,936549.000000,3427621.000000,1.455186,1.391413,46.632217,46.632217,0,304,1.455186,0.000000,0.000000,1.391413,0.000000,0.000000,4962
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,21920,71679.000000,929.500549,20374652.000000,866589.000000,5417.575684,118753256.000000,2465088.000000,2946952.000000,1172219776.000000,954349.000000,3419437.000000,1.266773,1.203881,44.310589,44.310589,0,282,1.266773,0.000000,0.000000,1.203881,0.000000,0.000000,5000
EFT-SCORE MIX,21920,161611.000000,2158.608643,47316704.000000,864000.000000,6579.153809,144215056.000000,1417728.000000,2944363.000000,1162250240.000000,482688.000000,1900416.000000,2.095317,1.975467,18.833029,18.833029,0,273,2.095317,0.000000,0.000000,1.975467,0.000000,0.000000,8690
EFT-SCORE MIX CONSERVATIVE BF MODE 2,21920,153991.000000,2295.569824,50318888.000000,864000.000000,6716.119141,147217328.000000,1437824.000000,2944363.000000,1162466048.000000,464492.000000,1902316.000000,2.247243,2.122246,37.129421,37.129421,0,307,2.247243,0.000000,0.000000,2.122246,0.000000,0.000000,8807
