Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time
Fcfs,121756,256027.000000,6341.660645,772135232.000000,573590.000000,9229.375000,1123731840.000000,28950320.000000,1943832.000000,1509708928.000000,11136500.000000,40089500.000000,8.037240,7.238287,486.725677,486.725677,47,5665
Fcfs_easybf,121756,406363.000000,2853.630859,347446688.000000,508122.000000,5739.137207,698774400.000000,28889300.000000,1902417.000000,1506774016.000000,10537089.000000,39428420.000000,2.408884,2.219950,83.210114,83.210114,158,4135
