Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,13150,40.000000,0.168745,2219.000000,518400.000000,1477.302246,19426524.000000,897920.000000,4389414.000000,89404496.000000,1240093.000000,2138013.000000,0.995280,0.979497,1.076923,1.076923,0,0,0.995280,0.000000,0.000000,0.979497,0.000000,0.000000,10017
FCFS CONSERVATIVE BF MODE 2,13150,40.000000,0.168745,2219.000000,518400.000000,1477.302246,19426524.000000,897920.000000,4389414.000000,89404496.000000,1240093.000000,2138013.000000,0.995280,0.979497,1.076923,1.076923,0,0,0.995280,0.000000,0.000000,0.979497,0.000000,0.000000,10017
EFT,13150,43.000000,0.203422,2675.000000,518400.000000,1475.998047,19409374.000000,891712.000000,4389414.000000,89370368.000000,1228655.000000,2120367.000000,0.994506,0.978734,1.076923,1.076923,0,0,0.994506,0.000000,0.000000,0.978734,0.000000,0.000000,10090
EFT CONSERVATIVE BF MODE 2,13150,43.000000,0.203422,2675.000000,518400.000000,1475.998047,19409374.000000,891712.000000,4389414.000000,89370368.000000,1228655.000000,2120367.000000,0.994506,0.978734,1.076923,1.076923,0,0,0.994506,0.000000,0.000000,0.978734,0.000000,0.000000,10090
SCORE,13150,271193.000000,1024.366943,13470426.000000,518400.000000,2391.421143,31447188.000000,359040.000000,4389414.000000,81399488.000000,330466.000000,689506.000000,1.886546,1.858020,8.489062,8.489062,0,37,1.886546,0.000000,0.000000,1.858020,0.000000,0.000000,11921
SCORE CONSERVATIVE BF MODE 2,13150,271193.000000,1022.580505,13446934.000000,518400.000000,2389.573486,31422892.000000,358080.000000,4389414.000000,81372880.000000,330715.000000,688795.000000,1.863337,1.837476,8.443877,7.856565,0,37,1.863337,0.000000,0.000000,1.837476,0.000000,0.000000,11918
OPPORTUNISTIC-SCORE MIX,13150,44.000000,0.200913,2642.000000,518400.000000,1475.768799,19406360.000000,890112.000000,4389414.000000,89364112.000000,1227270.000000,2117382.000000,0.994246,0.978475,1.076923,1.076923,0,0,0.994246,0.000000,0.000000,0.978475,0.000000,0.000000,10115
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,13150,44.000000,0.200913,2642.000000,518400.000000,1475.768799,19406360.000000,890112.000000,4389414.000000,89364112.000000,1227270.000000,2117382.000000,0.994246,0.978475,1.076923,1.076923,0,0,0.994246,0.000000,0.000000,0.978475,0.000000,0.000000,10115
EFT-SCORE MIX,13150,181.000000,0.579087,7615.000000,518400.000000,1476.777222,19419620.000000,887680.000000,4389414.000000,89380032.000000,1237974.000000,2125654.000000,0.995442,0.979661,1.336449,1.336449,0,0,0.995442,0.000000,0.000000,0.979661,0.000000,0.000000,10101
EFT-SCORE MIX CONSERVATIVE BF MODE 2,13150,180.000000,0.432928,5693.000000,518400.000000,1476.375977,19414344.000000,889344.000000,4389414.000000,89374960.000000,1232902.000000,2122246.000000,0.995122,0.979338,1.328996,1.328996,0,0,0.995122,0.000000,0.000000,0.979338,0.000000,0.000000,10103
