Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,8548,15835.000000,1624.064941,13882507.000000,604800.000000,10684.870117,91334272.000000,3544896.000000,2398859.000000,812661824.000000,338796.000000,3883692.000000,1.941839,1.869349,39.367569,24.276667,0,0,1.912602,0.015741,0.013496,1.840112,0.015741,0.013496,2514
FCFS CONSERVATIVE BF MODE 2,8548,15835.000000,1042.708252,8913070.000000,604800.000000,10107.016602,86394776.000000,3554048.000000,2397887.000000,812997760.000000,359566.000000,3913614.000000,1.460424,1.415262,12.090391,12.090391,0,0,1.433356,0.014748,0.012320,1.388194,0.014748,0.012320,2505
EFT,8548,14940.000000,1591.217651,13601729.000000,604800.000000,10652.369141,91056448.000000,3543040.000000,2398923.000000,812804288.000000,343505.000000,3886545.000000,1.927881,1.854311,37.543480,23.026667,0,0,1.899048,0.015408,0.013424,1.825479,0.015408,0.013424,2559
EFT CONSERVATIVE BF MODE 2,8548,15835.000000,1051.687866,8989828.000000,604800.000000,10114.303711,86457072.000000,3529792.000000,2397887.000000,812681024.000000,369331.000000,3899123.000000,1.465651,1.420310,12.142348,12.142348,0,0,1.438604,0.014758,0.012287,1.393265,0.014758,0.012287,2560
SCORE,8548,410366.000000,2752.295166,23526620.000000,808260.000000,11695.799805,99975696.000000,2489792.000000,2614738.000000,803683584.000000,369943.000000,2859735.000000,1.634784,1.568660,46.638519,46.638519,0,197,1.607212,0.015164,0.012407,1.541089,0.015164,0.012407,4998
SCORE CONSERVATIVE BF MODE 2,8548,410366.000000,2528.677979,21615140.000000,808260.000000,11466.545898,98016032.000000,2515200.000000,2614738.000000,803564416.000000,295008.000000,2810208.000000,1.563214,1.499735,35.211853,35.211853,0,183,1.535748,0.015101,0.012365,1.472269,0.015101,0.012365,4866
EFT-SCORE MIX,8548,14831.000000,1488.399170,12722836.000000,604800.000000,10546.987305,90155648.000000,3504256.000000,2397887.000000,813160512.000000,360543.000000,3864799.000000,1.851896,1.785988,32.729729,20.183332,0,0,1.823336,0.015401,0.013159,1.757428,0.015401,0.013159,2762
EFT-SCORE MIX CONSERVATIVE BF MODE 2,8548,16133.000000,1049.366455,8969984.000000,604800.000000,10110.586914,86425296.000000,3496256.000000,2397887.000000,812855552.000000,390884.000000,3887140.000000,1.476388,1.429260,12.482562,12.482562,0,0,1.449528,0.014610,0.012250,1.402400,0.014610,0.012250,2724
OPPORTUNISTIC-SCORE MIX,8548,15835.000000,1494.098999,12771558.000000,604800.000000,10552.682617,90204328.000000,3527872.000000,2397887.000000,812301952.000000,336993.000000,3864865.000000,1.832952,1.770737,32.248650,19.886667,0,0,1.804193,0.015623,0.013137,1.741978,0.015623,0.013137,2537
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,8548,16491.000000,1069.318237,9140532.000000,604800.000000,10130.459961,86595168.000000,3512960.000000,2397887.000000,812408448.000000,373572.000000,3886532.000000,1.472230,1.427006,12.737367,12.737367,0,0,1.445065,0.014863,0.012302,1.399841,0.014863,0.012302,2555
