Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time
Fcfs_no_use_bigger_nodes,11973,17312.000000,3872.263916,46362616.000000,128056.000000,8019.379395,96016032.000000,3930170.000000,740252.000000,304272000.000000,1294104.000000,5224274.000000,11.050230,6.045672,185.818176,43.056667,0,0
Fcfs_no_use_bigger_nodes_easybf,11973,15052.000000,2187.710449,26193456.000000,130212.000000,6326.639160,75748848.000000,3888840.000000,742408.000000,303283264.000000,1237390.000000,5126230.000000,2.349463,2.101658,40.553844,27.199396,0,0
Fcfs,11973,10792.000000,1607.414062,19245568.000000,123059.000000,5771.675781,69104272.000000,4073990.000000,735255.000000,307184896.000000,1355646.000000,5429636.000000,2.646046,2.074870,96.196968,23.306667,1301,0
Fcfs_easybf,11973,10792.000000,1316.676392,15764566.000000,123635.000000,5471.583008,65511264.000000,3999480.000000,735831.000000,305608960.000000,1318333.000000,5317813.000000,1.500213,1.418650,9.561187,9.561187,1129,0
Fcfs_with_a_score_x500_x500_x0_x0,11973,174771.000000,2844.457275,34056688.000000,204444.000000,6781.011719,81189056.000000,2134520.000000,809214.000000,273011968.000000,568507.000000,2703027.000000,1.744343,1.630415,71.435043,71.435043,1247,98
Fcfs_with_a_score_easybf_x500_x500_x0_x0,11973,10815.000000,1301.673828,15584941.000000,123545.000000,5454.456543,65306208.000000,3977010.000000,735741.000000,305142976.000000,1315181.000000,5292191.000000,1.483920,1.403158,9.416564,9.416564,1216,0
Fcfs_with_a_score_backfill_big_nodes_0_x500_x500_x0_x0,11973,174771.000000,2912.210693,34867900.000000,204444.000000,6857.060547,82099584.000000,2259470.000000,809214.000000,275219392.000000,543002.000000,2802472.000000,1.744650,1.650251,71.338371,71.338371,1168,91
Fcfs_with_a_score_backfill_big_nodes_1_x500_x500_x0_x0,11973,174771.000000,2908.398193,34822252.000000,204444.000000,6853.297363,82054528.000000,2259740.000000,809214.000000,275228224.000000,543348.000000,2803088.000000,1.736089,1.641547,26.307888,26.307888,1169,98
Fcfs_with_a_score_area_filling_x500_x500_x0_x1000,11973,174771.000000,2844.457275,34056688.000000,204444.000000,6781.011719,81189056.000000,2134520.000000,809214.000000,273011968.000000,568507.000000,2703027.000000,1.744343,1.630415,71.435043,71.435043,1247,98
