Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,8693,10259.000000,335.047058,2912564.000000,614422.000000,6916.390625,60124184.000000,1120704.000000,6657248.000000,441400128.000000,567637.000000,1688341.000000,1.471702,1.458031,8.360000,7.983662,0,0,1.465915,0.002528,0.003260,1.452244,0.002528,0.003260,6285
FCFS CONSERVATIVE BF MODE 2,8693,10027.000000,328.299103,2853904.000000,613783.000000,6909.884277,60067624.000000,1129216.000000,6656609.000000,441403520.000000,561129.000000,1690345.000000,1.458708,1.448087,8.360000,7.698983,0,0,1.452972,0.002494,0.003241,1.442352,0.002494,0.003241,6254
EFT,8693,9341.000000,330.129883,2869819.000000,613420.000000,6911.368652,60080528.000000,1114304.000000,6656246.000000,441395456.000000,572943.000000,1687247.000000,1.473869,1.457678,8.769633,7.636667,0,0,1.468200,0.002402,0.003267,1.452009,0.002402,0.003267,6298
EFT CONSERVATIVE BF MODE 2,8693,28800.000000,320.994476,2790405.000000,613362.000000,6894.298340,59932136.000000,1082624.000000,6656188.000000,440697984.000000,534971.000000,1617595.000000,1.425298,1.414851,8.088000,7.453333,0,1,1.419030,0.002500,0.003768,1.408583,0.002500,0.003768,6286
SCORE,8693,419158.000000,1230.929443,10700470.000000,627958.000000,7711.041016,67032080.000000,553472.000000,6662352.000000,435182944.000000,238743.000000,792215.000000,2.086941,2.070847,8.244061,8.244061,0,44,2.077533,0.002182,0.007226,2.061439,0.002182,0.007226,7480
SCORE CONSERVATIVE BF MODE 2,8693,419158.000000,1183.349487,10286857.000000,627958.000000,7664.136230,66624336.000000,558848.000000,6662352.000000,435192640.000000,238831.000000,797679.000000,2.092863,2.080090,21.906040,21.760000,0,38,2.084644,0.002126,0.006093,2.071870,0.002126,0.006093,7431
EFT-SCORE MIX,8693,10172.000000,347.461182,3020480.000000,613783.000000,6922.707520,60179096.000000,1068032.000000,6656609.000000,441039168.000000,567089.000000,1635121.000000,1.496208,1.479414,9.361257,8.060000,0,0,1.490361,0.002505,0.003341,1.473568,0.002505,0.003341,6394
EFT-SCORE MIX CONSERVATIVE BF MODE 2,8693,10204.000000,337.610962,2934852.000000,614005.000000,6914.120117,60104448.000000,1067776.000000,6656831.000000,441096768.000000,578369.000000,1646145.000000,1.473759,1.462783,8.308000,8.114836,0,0,1.467949,0.002474,0.003336,1.456972,0.002474,0.003336,6381
OPPORTUNISTIC-SCORE MIX,8693,10027.000000,336.208679,2922662.000000,614059.000000,6917.487793,60133720.000000,1113280.000000,6656885.000000,441395840.000000,574411.000000,1687691.000000,1.482536,1.465611,10.874346,7.681656,0,0,1.476768,0.002490,0.003277,1.459844,0.002490,0.003277,6286
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,8693,9475.000000,325.669037,2831041.000000,613527.000000,6906.903320,60041712.000000,1113536.000000,6656353.000000,441392064.000000,573719.000000,1687255.000000,1.456533,1.446176,8.360000,7.673333,0,0,1.450866,0.002422,0.003245,1.440509,0.002422,0.003245,6261
EFT-SCORE MIX V2,8693,183872.000000,956.108154,8311448.000000,608159.000000,7440.479004,64680084.000000,577984.000000,6650985.000000,435465344.000000,261595.000000,839579.000000,1.984170,1.970484,10.577181,10.506667,0,29,1.977508,0.002053,0.004609,1.963823,0.002053,0.004609,7475
EFT-SCORE MIX CONSERVATIVE BF MODE 2 V2,8693,183026.000000,948.366760,8244152.000000,606978.000000,7434.028809,64624012.000000,586624.000000,6649804.000000,435551616.000000,264929.000000,851553.000000,1.943802,1.931974,9.590676,9.590676,0,32,1.937147,0.001976,0.004679,1.925320,0.001976,0.004679,7417
EFT-SCORE MIX CONSERVATIVE BF MODE 0 V2,8693,183813.000000,960.615540,8350631.000000,606722.000000,7445.442871,64723236.000000,589440.000000,6649548.000000,435472448.000000,254384.000000,843824.000000,1.944716,1.932199,11.755939,11.755939,0,34,1.936752,0.001944,0.006021,1.924234,0.001944,0.006021,7409

