Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs
FCFS,8548,13326,1516.989258,12967224,604800,10579.744141,90435656,3577110,2397887,813840320,322463,3899573,1.881887,1.810911,38.320652,23.503334,0,0,1.853357,0.015185,0.013345,1.782381,0.015185,0.013345
HEFT,8548,13347.000000,1487.286499,12713325.000000,604800.000000,10550.980469,90189784.000000,3565910.000000,2397887.000000,813894336.000000,341861.000000,3907771.000000,1.860237,1.790167,36.654053,22.603333,0,0,1.831847,0.015069,0.013320,1.761777,0.015069,0.013320
SCORE_500_1,8548,18031.000000,1315.292114,11243117.000000,604800.000000,10349.081055,88463944.000000,3267730.000000,2397887.000000,810776768.000000,384144.000000,3651874.000000,1.716319,1.657483,26.000000,16.033333,0,0,1.688861,0.014596,0.012862,1.630024,0.014596,0.012862
SCORE_500_50,8548,20688,1243.190186,10626790,604800,10239.413086,87526504,2939310,2397887,804191168,391351,3330661,1.620085,1.564085,18.505434,11.35,0,0,1.592458,0.014772,0.012857,1.536456,0.014772,0.012857
