Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,15099,41624.000000,2269.868408,34272744.000000,649954.000000,6791.061035,102538232.000000,1251520.000000,3835630.000000,298580704.000000,880427.000000,2131947.000000,2.256694,2.167607,38.000000,37.846153,0,26,2.256694,0.000000,0.000000,2.167607,0.000000,0.000000,10882
FCFS CONSERVATIVE BF MODE 2,15099,41318.000000,2113.821777,31916596.000000,650156.000000,6634.610840,100175992.000000,1259328.000000,3835796.000000,298732896.000000,867710.000000,2127038.000000,2.068459,2.033058,38.241756,38.241756,0,26,2.068459,0.000000,0.000000,2.033058,0.000000,0.000000,10954
EFT,15099,42942.000000,2402.779541,36279568.000000,650807.000000,6923.596680,104539384.000000,1249664.000000,3836483.000000,298509920.000000,874388.000000,2124052.000000,2.392218,2.288155,50.671875,39.706043,0,27,2.392218,0.000000,0.000000,2.288155,0.000000,0.000000,10849
EFT CONSERVATIVE BF MODE 2,15099,40654.000000,2088.188477,31529556.000000,649972.000000,6609.083496,99790552.000000,1242944.000000,3835605.000000,298536352.000000,883215.000000,2126159.000000,2.055802,2.020461,37.593407,37.593407,0,26,2.055802,0.000000,0.000000,2.020461,0.000000,0.000000,11010
SCORE,15099,138988.000000,2045.924805,30891418.000000,648000.000000,6521.492676,98468016.000000,712960.000000,3833676.000000,291333184.000000,622521.000000,1335481.000000,2.586017,2.529524,28.285212,26.879999,0,114,2.586017,0.000000,0.000000,2.529524,0.000000,0.000000,12412
SCORE CONSERVATIVE BF MODE 2,15099,138465.000000,2033.707886,30706956.000000,656184.000000,6509.980957,98294200.000000,732992.000000,3841843.000000,291400256.000000,618616.000000,1351608.000000,2.659913,2.611701,29.630281,28.213333,0,110,2.659913,0.000000,0.000000,2.611701,0.000000,0.000000,12265
OPPORTUNISTIC-SCORE MIX,15099,42601.000000,2309.589844,34872496.000000,650749.000000,6829.459961,103118016.000000,1233472.000000,3836390.000000,298437408.000000,870014.000000,2103486.000000,2.337216,2.241348,40.578377,39.576923,0,26,2.337216,0.000000,0.000000,2.241348,0.000000,0.000000,11015
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,15099,42981.000000,2255.412109,34054468.000000,651110.000000,6774.775391,102292336.000000,1239744.000000,3836774.000000,298255584.000000,862733.000000,2102477.000000,2.136119,2.100799,41.131866,41.131866,0,27,2.136119,0.000000,0.000000,2.100799,0.000000,0.000000,10902
EFT-SCORE MIX,15099,121776.000000,2040.189453,30804820.000000,648000.000000,6516.743164,98396304.000000,732288.000000,3833676.000000,291663488.000000,620521.000000,1352809.000000,2.585771,2.529110,28.285212,26.879999,0,113,2.585771,0.000000,0.000000,2.529110,0.000000,0.000000,12377
EFT-SCORE MIX CONSERVATIVE BF MODE 2,15099,66003.000000,2002.215332,30231450.000000,656184.000000,6480.583984,97850336.000000,773632.000000,3841843.000000,292058400.000000,615538.000000,1389170.000000,2.676532,2.628334,29.658451,28.283333,0,113,2.676532,0.000000,0.000000,2.628334,0.000000,0.000000,12219
