Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,12890,21242.000000,1704.034912,21965010.000000,510178.000000,12044.622070,155255184.000000,3449152.000000,3543599.000000,962748544.000000,793927.000000,4243079.000000,1.803492,1.734922,44.818653,33.747341,0,0,1.777154,0.025224,0.001114,1.708583,0.025224,0.001114,6174
FCFS CONSERVATIVE BF MODE 2,12890,22818.000000,1553.318481,20022276.000000,510178.000000,11899.544922,153385136.000000,3446144.000000,3543599.000000,962958848.000000,869017.000000,4315161.000000,1.619158,1.562857,33.747341,33.747341,0,0,1.591485,0.026557,0.001115,1.535185,0.026557,0.001115,6329
EFT,12890,21655.000000,1748.074463,22532680.000000,510178.000000,12087.704102,155810512.000000,3435328.000000,3543599.000000,962760064.000000,794877.000000,4230205.000000,1.840047,1.767622,56.857143,37.750000,0,0,1.813385,0.025548,0.001114,1.740960,0.025548,0.001114,6282
EFT CONSERVATIVE BF MODE 2,12890,21690.000000,1543.506104,19895794.000000,510178.000000,11889.425781,153254704.000000,3446656.000000,3543599.000000,963035392.000000,864869.000000,4311525.000000,1.610233,1.557893,33.715427,33.715427,0,0,1.583467,0.025652,0.001114,1.531126,0.025652,0.001114,6371
SCORE,12890,660896.000000,6527.683594,84141840.000000,988194.000000,16703.943359,215313824.000000,1569536.000000,3973856.000000,935103296.000000,531400.000000,2100936.000000,3.222819,3.174059,122.416855,122.416855,0,485,3.183656,0.036333,0.002832,3.134896,0.036333,0.002832,9911
SCORE CONSERVATIVE BF MODE 2,12890,660881.000000,5665.659668,73030352.000000,988179.000000,15845.688477,204250928.000000,1589952.000000,3973841.000000,935213312.000000,557285.000000,2147237.000000,2.135081,2.104050,122.414635,122.414635,0,482,2.096073,0.036201,0.002807,2.065042,0.036201,0.002807,9713
EFT-SCORE MIX,12890,21087.000000,1680.669067,21663824.000000,510178.000000,12018.667969,154920624.000000,3361600.000000,3543599.000000,962423936.000000,848013.000000,4209613.000000,1.764080,1.700405,55.830688,36.790001,0,0,1.739148,0.023821,0.001111,1.675473,0.023821,0.001111,6544
EFT-SCORE MIX CONSERVATIVE BF MODE 2,12890,18086.000000,1451.766968,18713276.000000,510178.000000,11787.274414,151937968.000000,3322432.000000,3543599.000000,962307584.000000,855168.000000,4177600.000000,1.400079,1.372277,14.002991,14.002991,0,0,1.376741,0.022214,0.001124,1.348940,0.022214,0.001124,6727
OPPORTUNISTIC-SCORE MIX,12890,23171.000000,1668.687012,21509376.000000,510178.000000,12012.791016,154844880.000000,3429440.000000,3543599.000000,962844416.000000,858988.000000,4288428.000000,1.746721,1.681152,56.804234,37.759998,0,0,1.718605,0.027001,0.001116,1.653035,0.027001,0.001116,6404
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,12890,23044.000000,1547.666260,19949418.000000,510178.000000,11893.253906,153304048.000000,3434368.000000,3543599.000000,962885888.000000,872846.000000,4307214.000000,1.602301,1.548716,36.187164,33.750000,0,0,1.574594,0.026592,0.001115,1.521009,0.026592,0.001115,6392
EFT-SCORE MIX V2,12890,54201.000000,2653.689941,34206064.000000,510178.000000,12892.893555,166189392.000000,2211904.000000,3543599.000000,945301504.000000,719044.000000,2930948.000000,1.815889,1.778265,41.216930,25.966667,0,325,1.797406,0.017397,0.001084,1.759782,0.017397,0.001084,8705
EFT-SCORE MIX CONSERVATIVE BF MODE 2 V2,12890,53905.000000,2535.654541,32684588.000000,510178.000000,12778.176758,164710704.000000,2238080.000000,3543599.000000,945603840.000000,735029.000000,2973109.000000,1.654137,1.628779,18.454794,18.454794,0,320,1.635697,0.017354,0.001084,1.610340,0.017354,0.001084,8586
EFT-SCORE MIX CONSERVATIVE BF MODE 0 V2,12890,54298.000000,2500.208008,32227680.000000,510178.000000,12742.093750,164245584.000000,2235328.000000,3543599.000000,945371904.000000,729676.000000,2965004.000000,1.588010,1.560296,23.725389,18.495890,0,319,1.569550,0.017374,0.001084,1.541836,0.017374,0.001084,8569

