Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs
FCFS,16755,8730.000000,596.335999,9991610.000000,864000.000000,4738.009277,79385344.000000,2945536.000000,4486409.000000,678128448.000000,1393576.000000,4339112.000000,1.879883,1.547037,9.031579,8.731133,0,0,1.863331,0.016324,0.000227,1.530487,0.016324,0.000227
FCFS DATA PERSISTENCE,16755,8626.000000,620.120972,10390127.000000,864000.000000,4762.043945,79788048.000000,2951040.000000,4486409.000000,678195136.000000,1392189.000000,4343229.000000,2.007453,1.637652,10.523561,8.555032,0,0,1.990915,0.016310,0.000227,1.621116,0.016310,0.000227
SCORE,16755,591205.000000,2931.219971,49112592.000000,1068358.000000,6926.947266,116061000.000000,1107520.000000,4702770.000000,652699584.000000,717939.000000,1825459.000000,4.165979,3.380017,34.172974,21.604134,0,224,4.140463,0.025285,0.000228,3.354506,0.025285,0.000228
SCORE DATA PERSISTENCE,16755,591123.000000,2855.308838,47840700.000000,1068276.000000,6851.084473,114789920.000000,1115712.000000,4702688.000000,652751168.000000,711116.000000,1826828.000000,3.686436,3.054067,26.419355,21.604134,0,225,3.660550,0.025659,0.000228,3.028182,0.025659,0.000228
Fcfs_with_a_score_mixed_strategy_x500_x1_x0_x0,16755,8851.000000,505.563599,8470718.000000,864000.000000,4643.116699,77795424.000000,2863936.000000,4486409.000000,677364672.000000,1405820.000000,4269756.000000,1.523663,1.299200,7.388322,7.388322,0,0,1.507264,0.016171,0.000227,1.282801,0.016171,0.000227
Fcfs_with_a_score_mixed_strategy_x500_x1_x0_x0 DATA PERSISTENCE,16755,8730.000000,505.043213,8461999.000000,864000.000000,4641.501953,77768368.000000,2836672.000000,4486409.000000,677188416.000000,1414746.000000,4251418.000000,1.511223,1.291591,7.320667,7.320667,0,0,1.494797,0.016199,0.000227,1.275166,0.016199,0.000227
Fcfs_with_a_score_adaptative_multiplier_if_EAT_is_t_x500_x1_x0_x0,16755,8797.000000,444.195526,7442496.000000,864000.000000,4589.657715,76899712.000000,2931072.000000,4486409.000000,678167360.000000,1471514.000000,4402586.000000,1.162268,1.069791,7.719231,7.719231,0,0,1.145686,0.016354,0.000227,1.053210,0.016354,0.000227
Fcfs_with_a_score_adaptative_multiplier_if_EAT_is_t_x500_x1_x0_x0 DATA PERSISTENCE,16755,8801.000000,441.005554,7389048.000000,864000.000000,4585.648926,76832544.000000,2919872.000000,4486409.000000,678094144.000000,1468768.000000,4388640.000000,1.166356,1.071924,7.715384,7.715384,0,0,1.149799,0.016331,0.000227,1.055367,0.016331,0.000227
