Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,26481,3110.000000,425.433746,11265911.000000,456032.000000,3581.833984,94850544.000000,4834304.000000,3112033.000000,899875648.000000,1334633.000000,6168937.000000,1.932518,1.562279,7.558974,7.558974,0,0,1.932518,0.000000,0.000000,1.562279,0.000000,0.000000,14302
FCFS CONSERVATIVE BF MODE 2,26481,3032.000000,288.197723,7631764.000000,456032.000000,3444.102539,91203280.000000,4781248.000000,3112033.000000,899676992.000000,1374786.000000,6156034.000000,1.360830,1.169282,7.558974,7.558974,0,0,1.360830,0.000000,0.000000,1.169282,0.000000,0.000000,14796
EFT,26481,3094.000000,406.713440,10770179.000000,456032.000000,3562.892090,94348944.000000,4808704.000000,3112033.000000,899780544.000000,1353945.000000,6162649.000000,1.882769,1.524571,7.558974,7.558974,0,0,1.882769,0.000000,0.000000,1.524571,0.000000,0.000000,14598
EFT CONSERVATIVE BF MODE 2,26481,2619.000000,288.508789,7640001.000000,456032.000000,3444.233154,91206736.000000,4771648.000000,3112033.000000,899637056.000000,1379225.000000,6150873.000000,1.332985,1.156837,7.558974,7.558974,0,0,1.332985,0.000000,0.000000,1.156837,0.000000,0.000000,14923
SCORE,26481,374259.000000,1224.821167,32434488.000000,735814.000000,4269.029297,113048160.000000,2204992.000000,3412249.000000,866613952.000000,984949.000000,3189941.000000,1.311733,1.142446,30.755434,18.883333,0,170,1.311733,0.000000,0.000000,1.142446,0.000000,0.000000,21214
SCORE CONSERVATIVE BF MODE 2,26481,374259.000000,1271.842285,33679656.000000,735814.000000,4314.324219,114247616.000000,2240000.000000,3412249.000000,866406464.000000,904840.000000,3144840.000000,1.431298,1.241326,31.331522,20.703102,0,164,1.431298,0.000000,0.000000,1.241326,0.000000,0.000000,20829
OPPORTUNISTIC-SCORE MIX,26481,2599.000000,313.251678,8295218.000000,456032.000000,3469.287109,91870192.000000,4780416.000000,3112033.000000,899870272.000000,1378727.000000,6159143.000000,1.455536,1.236320,7.558974,7.558974,0,0,1.455536,0.000000,0.000000,1.236320,0.000000,0.000000,14742
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,26481,2735.000000,293.769012,7779297.000000,456032.000000,3449.407471,91343760.000000,4781760.000000,3112033.000000,899654464.000000,1366863.000000,6148623.000000,1.384895,1.185549,7.558974,7.558974,0,0,1.384895,0.000000,0.000000,1.185549,0.000000,0.000000,14909
EFT-SCORE MIX,26481,4903.000000,264.835114,7013099.000000,456032.000000,3365.324951,89117168.000000,3445376.000000,3112033.000000,885116096.000000,1241590.000000,4686966.000000,1.163098,1.006932,12.582010,8.018568,0,0,1.163098,0.000000,0.000000,1.006932,0.000000,0.000000,18784
EFT-SCORE MIX CONSERVATIVE BF MODE 2,26481,4975.000000,261.745483,6931282.000000,456032.000000,3362.590332,89044752.000000,3458688.000000,3112033.000000,885326144.000000,1237763.000000,4696451.000000,1.157578,1.001490,11.952381,8.018568,0,0,1.157578,0.000000,0.000000,1.001490,0.000000,0.000000,18604
