Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,48176,12794.000000,444.455841,21412104.000000,604800.000000,8481.408203,408600320.000000,2913792.000000,3392165.000000,663012608.000000,711160.000000,3624952.000000,1.508880,1.501276,26.360001,26.360001,0,0,1.508880,0.000000,0.000000,1.501276,0.000000,0.000000,22005
FCFS CONSERVATIVE BF MODE 2,48176,12706.000000,442.484558,21317136.000000,604800.000000,8479.541992,408510400.000000,2905920.000000,3392165.000000,663008256.000000,725602.000000,3631522.000000,1.507251,1.499648,26.273846,26.273846,0,0,1.507251,0.000000,0.000000,1.499648,0.000000,0.000000,21984
EFT,48176,12815.000000,447.070007,21538044.000000,604800.000000,8484.233398,408736448.000000,2855808.000000,3392165.000000,663016192.000000,781494.000000,3637302.000000,1.512717,1.505115,26.427692,26.427692,0,0,1.512717,0.000000,0.000000,1.505115,0.000000,0.000000,22736
EFT CONSERVATIVE BF MODE 2,48176,12505.000000,446.616821,21516212.000000,604800.000000,8483.731445,408712256.000000,2863360.000000,3392165.000000,663022656.000000,771610.000000,3634970.000000,1.512208,1.504606,26.464615,26.464615,0,0,1.512208,0.000000,0.000000,1.504606,0.000000,0.000000,22713
SCORE,48176,12731.000000,452.896973,21818764.000000,604800.000000,8488.749023,408953984.000000,2804352.000000,3392165.000000,662574784.000000,751965.000000,3556317.000000,1.515115,1.507200,26.443077,26.443077,0,0,1.515115,0.000000,0.000000,1.507200,0.000000,0.000000,22986
SCORE CONSERVATIVE BF MODE 2,48176,12743.000000,446.879822,21528882.000000,604800.000000,8482.848633,408669696.000000,2789248.000000,3392165.000000,662586048.000000,771694.000000,3560942.000000,1.508081,1.500318,26.209230,26.209230,0,0,1.508081,0.000000,0.000000,1.500318,0.000000,0.000000,23121
OPPORTUNISTIC-SCORE MIX,48176,13085.000000,446.142822,21493376.000000,604800.000000,8483.390625,408695808.000000,2842112.000000,3392165.000000,663013632.000000,798198.000000,3640310.000000,1.510390,1.502788,26.406155,26.406155,0,0,1.510390,0.000000,0.000000,1.502788,0.000000,0.000000,22952
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,48176,12738.000000,444.655090,21421704.000000,604800.000000,8481.717773,408615232.000000,2858880.000000,3392165.000000,663001408.000000,773898.000000,3632778.000000,1.509578,1.501976,26.341539,26.341539,0,0,1.509578,0.000000,0.000000,1.501976,0.000000,0.000000,22757
EFT-SCORE MIX,48176,13025.000000,447.978668,21581820.000000,604800.000000,8485.083008,408777344.000000,2845184.000000,3392165.000000,663006080.000000,787875.000000,3633059.000000,1.513105,1.505504,26.440001,26.440001,0,0,1.513105,0.000000,0.000000,1.505504,0.000000,0.000000,22998
EFT-SCORE MIX CONSERVATIVE BF MODE 2,48176,13045.000000,443.377625,21360160.000000,604800.000000,8480.111328,408537856.000000,2851520.000000,3392165.000000,662947520.000000,764741.000000,3616261.000000,1.506535,1.498934,26.292307,26.292307,0,0,1.506535,0.000000,0.000000,1.498934,0.000000,0.000000,22899
