Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time
Fcfs_no_use_bigger_nodes,11973,489647.000000,28284.244141,338647264.000000,571856.000000,32239.109375,385998848.000000,2163850.000000,1198671.000000,269652032.000000,758819.000000,2922669.000000,6.523031,6.367494,938.388367,938.388367,0,1687
Fcfs_no_use_bigger_nodes_easybf,11973,514048.000000,27940.982422,334537376.000000,552117.000000,31897.591797,381909856.000000,2153310.000000,1163977.000000,269375776.000000,790008.000000,2943318.000000,5.623300,5.541617,340.881104,340.881104,0,1595
Fcfs,11973,489647.000000,28284.244141,338647264.000000,571856.000000,32239.109375,385998848.000000,2163850.000000,1198671.000000,269652032.000000,758819.000000,2922669.000000,6.523031,6.367494,938.388367,938.388367,0,1687
Fcfs_easybf,11973,514048.000000,27942.152344,334551392.000000,552117.000000,31896.490234,381896672.000000,2147860.000000,1163977.000000,268959008.000000,768253.000000,2916113.000000,5.546257,5.469388,340.881104,340.881104,11,1595
Fcfs_with_a_score_x500_x500_x0_x0,11973,477842.000000,27176.916016,325389216.000000,558951.000000,31036.279297,371597376.000000,1383930.000000,1185766.000000,257962528.000000,394995.000000,1778925.000000,6.573254,6.407763,910.813599,910.813599,0,1747
Fcfs_with_a_score_easybf_x500_x500_x0_x0,11973,526617.000000,27495.566406,329204416.000000,564675.000000,31447.062500,376515680.000000,2115590.000000,1176535.000000,268706144.000000,767064.000000,2882654.000000,5.446411,5.369904,339.239777,339.239777,11,1538
Fcfs_with_a_score_backfill_big_nodes_0_x500_x500_x0_x0,11973,477842.000000,27176.916016,325389216.000000,558951.000000,31036.279297,371597376.000000,1383930.000000,1185766.000000,257962528.000000,394995.000000,1778925.000000,6.573254,6.407763,910.813599,910.813599,0,1747
Fcfs_with_a_score_backfill_big_nodes_1_x500_x500_x0_x0,11973,477842.000000,27176.916016,325389216.000000,558951.000000,31036.279297,371597376.000000,1383930.000000,1185766.000000,257962528.000000,394995.000000,1778925.000000,6.573254,6.407763,910.813599,910.813599,0,1747
Fcfs_with_a_score_area_filling_x500_x500_x0_x1000,11973,477842.000000,27176.916016,325389216.000000,558951.000000,31036.279297,371597376.000000,1383930.000000,1185766.000000,257962528.000000,394995.000000,1778925.000000,6.573254,6.407763,910.813599,910.813599,0,1747
