Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs
Fcfs,14918,0.000000,0.000000,0.000000,727765.000000,5152.760254,76868880.000000,1774910.000000,4684085.000000,574625664.000000,1479500.000000,3254410.000000,0.982159,0.948475,1.000000,1.000000,0,0,0.982159,0.000000,0.000000,0.948475,0.000000,0.000000
Fcfs_with_a_score_x500_x500_x0_x0,14918,323980.000000,1765.024048,26330628.000000,727829.000000,6812.691406,101631728.000000,1026750.000000,4684085.000000,565636352.000000,655805.000000,1682555.000000,2.152368,2.109040,69.164284,69.164284,0,173,2.152368,0.000000,0.000000,2.109040,0.000000,0.000000
