Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,12287,75152.000000,33991.484375,417653376.000000,895356.000000,40735.878906,500521728.000000,1399552.000000,3989770.000000,439015616.000000,107377.000000,1506929.000000,78.795212,75.423958,259.061066,226.386673,0,9072,78.795212,0.000000,0.000000,75.423958,0.000000,0.000000,5463
FCFS CONSERVATIVE BF MODE 2,12287,75419.000000,34170.765625,419856192.000000,895289.000000,40915.417969,502727744.000000,1406272.000000,3989703.000000,439073376.000000,105785.000000,1512057.000000,78.800407,75.425682,258.965637,226.309998,0,9143,78.800407,0.000000,0.000000,75.425682,0.000000,0.000000,5452
EFT,12287,75097.000000,34085.226562,418805184.000000,895405.000000,40829.667969,501674144.000000,1398848.000000,3989819.000000,438952032.000000,106517.000000,1505365.000000,78.873802,75.501518,259.007629,226.333328,0,9112,78.873802,0.000000,0.000000,75.501518,0.000000,0.000000,5447
EFT CONSERVATIVE BF MODE 2,12287,75236.000000,34015.253906,417945408.000000,895356.000000,40760.324219,500822112.000000,1404544.000000,3989770.000000,439287712.000000,112986.000000,1517530.000000,78.737358,75.367401,258.683197,226.106674,0,9123,78.737358,0.000000,0.000000,75.367401,0.000000,0.000000,5506
SCORE,12287,79614.000000,34138.867188,419464256.000000,895861.000000,40879.007812,502280384.000000,1345856.000000,3990275.000000,438351936.000000,102833.000000,1448689.000000,79.003716,75.632637,259.202301,226.536667,0,9076,79.003716,0.000000,0.000000,75.632637,0.000000,0.000000,5624
SCORE CONSERVATIVE BF MODE 2,12287,86088.000000,34251.804688,420851904.000000,895846.000000,40992.265625,503671968.000000,1352128.000000,3990260.000000,438420896.000000,101135.000000,1453263.000000,79.528595,76.150604,260.026703,227.513336,0,9032,79.528595,0.000000,0.000000,76.150604,0.000000,0.000000,5644
OPPORTUNISTIC-SCORE MIX,12287,76170.000000,33891.988281,416430848.000000,895262.000000,40636.265625,499297792.000000,1398144.000000,3989676.000000,439005664.000000,107819.000000,1505963.000000,78.649605,75.286011,258.625946,226.036667,0,9064,78.649605,0.000000,0.000000,75.286011,0.000000,0.000000,5466
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,12287,76267.000000,33845.933594,415864992.000000,895330.000000,40589.566406,498724000.000000,1394176.000000,3989744.000000,438938560.000000,104361.000000,1498537.000000,78.638466,75.272560,258.572510,226.003326,0,9080,78.638466,0.000000,0.000000,75.272560,0.000000,0.000000,5481
EFT-SCORE MIX,12287,78086.000000,34093.636719,418908512.000000,895473.000000,40833.195312,501717472.000000,1336064.000000,3989887.000000,438220832.000000,106229.000000,1442293.000000,78.938675,75.572296,258.866425,226.240005,0,9065,78.938675,0.000000,0.000000,75.572296,0.000000,0.000000,5672
EFT-SCORE MIX CONSERVATIVE BF MODE 2,12287,74895.000000,33988.289062,417614112.000000,895852.000000,40728.582031,500432064.000000,1343296.000000,3990266.000000,438330944.000000,105631.000000,1448927.000000,78.849533,75.483627,259.022888,226.353333,0,9066,78.849533,0.000000,0.000000,75.483627,0.000000,0.000000,5664
