Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs
FCFS,6084,303668.000000,247861.484375,1507989248.000000,960073.000000,257339.390625,1565652864.000000,1433664.000000,2060502.000000,365652160.000000,58234.000000,1491898.000000,340.498657,306.696106,1427.956543,877.663330,0,6084,339.587158,0.790407,0.121118,305.784607,0.790407,0.121118
FCFS EASY BF,6084,322678.000000,138712.468750,843926656.000000,993147.000000,148198.000000,901636608.000000,1483968.000000,2093576.000000,366111552.000000,53953.000000,1537921.000000,83.340263,82.771812,651.671936,651.671936,0,3289,82.405952,0.814347,0.119965,81.837502,0.814347,0.119965
SCORE EASY BF,6084,343802.000000,138746.609375,844134336.000000,1004762.000000,148233.156250,901850560.000000,1492736.000000,2105191.000000,366243456.000000,52024.000000,1544760.000000,84.167809,83.486130,671.837708,671.837708,0,3289,83.239540,0.809710,0.118540,82.557869,0.809710,0.118540
EFT-SCORE MIX,6084,306120.000000,244970.609375,1490401152.000000,962482.000000,254416.500000,1547869952.000000,1248512.000000,2062911.000000,363745472.000000,49595.000000,1298107.000000,334.858215,301.656250,1424.043457,874.609985,0,6084,333.957367,0.780120,0.120737,300.755402,0.780120,0.120737
EFT-SCORE MIX EASY BF,6084,317461.000000,139793.140625,850501504.000000,978384.000000,149277.296875,908203072.000000,1491072.000000,2078813.000000,366156032.000000,40660.000000,1531732.000000,84.390259,83.673332,649.756592,649.756592,0,3324,83.468506,0.800829,0.120927,82.751572,0.800829,0.120927
OPPORTUNISTIC-SCORE MIX,6084,304471.000000,246113.890625,1497356928.000000,961029.000000,255591.421875,1555018240.000000,1437568.000000,2061458.000000,365563264.000000,53854.000000,1491422.000000,337.476257,304.123474,1415.369507,868.713318,0,6084,336.574554,0.781768,0.119950,303.221741,0.781768,0.119950
