Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,42608,0.000000,0.000000,0.000000,345600.000000,8997.813477,383378848.000000,1553024.000000,3214420.000000,498178336.000000,170428.000000,1723452.000000,0.996634,0.996279,1.000000,1.000000,0,0,0.996634,0.000000,0.000000,0.996279,0.000000,0.000000,21483
FCFS CONSERVATIVE BF MODE 2,42608,0.000000,0.000000,0.000000,345600.000000,8997.780273,383377408.000000,1547136.000000,3214420.000000,498176512.000000,175748.000000,1722884.000000,0.996649,0.996289,1.000000,1.000000,0,0,0.996649,0.000000,0.000000,0.996289,0.000000,0.000000,21577
EFT,42608,27.000000,0.005422,231.000000,345600.000000,8998.185547,383394688.000000,1493760.000000,3214420.000000,498192960.000000,245410.000000,1739170.000000,0.996678,0.996321,1.000000,1.000000,0,0,0.996678,0.000000,0.000000,0.996321,0.000000,0.000000,22415
EFT CONSERVATIVE BF MODE 2,42608,35.000000,0.008872,378.000000,345600.000000,8998.089844,383390624.000000,1490816.000000,3214420.000000,498188512.000000,243254.000000,1734070.000000,0.996665,0.996307,1.000000,1.000000,0,0,0.996665,0.000000,0.000000,0.996307,0.000000,0.000000,22463
SCORE,42608,205.000000,1.513965,64507.000000,345600.000000,8999.496094,383450528.000000,1488256.000000,3214420.000000,498184768.000000,241994.000000,1730250.000000,0.996837,0.996478,1.014581,1.014581,0,0,0.996837,0.000000,0.000000,0.996478,0.000000,0.000000,22495
SCORE CONSERVATIVE BF MODE 2,42608,150.000000,1.213880,51721.000000,345600.000000,8998.838867,383422528.000000,1479936.000000,3214420.000000,498170400.000000,235774.000000,1715710.000000,0.996754,0.996397,1.010579,1.010579,0,0,0.996754,0.000000,0.000000,0.996397,0.000000,0.000000,22624
OPPORTUNISTIC-SCORE MIX,42608,15.000000,0.002981,127.000000,345600.000000,8997.696289,383373856.000000,1483328.000000,3214420.000000,498172960.000000,234978.000000,1718306.000000,0.996628,0.996269,1.000000,1.000000,0,0,0.996628,0.000000,0.000000,0.996269,0.000000,0.000000,22573
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,42608,7.000000,0.001056,45.000000,345600.000000,8997.911133,383383008.000000,1488128.000000,3214420.000000,498181664.000000,239440.000000,1727568.000000,0.996645,0.996288,1.000000,1.000000,0,0,0.996645,0.000000,0.000000,0.996288,0.000000,0.000000,22495
EFT-SCORE MIX,42608,27.000000,0.010679,455.000000,345600.000000,8997.865234,383381024.000000,1483264.000000,3214420.000000,498179232.000000,242996.000000,1726260.000000,0.996643,0.996286,1.000000,1.000000,0,0,0.996643,0.000000,0.000000,0.996286,0.000000,0.000000,22572
EFT-SCORE MIX CONSERVATIVE BF MODE 2,42608,12.000000,0.001807,77.000000,345600.000000,8997.840820,383380000.000000,1483136.000000,3214420.000000,498178784.000000,241153.000000,1724289.000000,0.996639,0.996282,1.000000,1.000000,0,0,0.996639,0.000000,0.000000,0.996282,0.000000,0.000000,22577
