Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,17969,145403.000000,128372.992188,2306734336.000000,690814.000000,131188.703125,2357329920.000000,1003904.000000,8909382.000000,237215072.000000,206802.000000,1210706.000000,318.001038,269.348022,765.114136,471.753326,0,17969,318.001038,0.000000,0.000000,269.348022,0.000000,0.000000,14021
FCFS CONSERVATIVE BF MODE 2,17969,137902.000000,106737.742188,1917970432.000000,674153.000000,109552.476562,1968548480.000000,1023424.000000,8892721.000000,236739712.000000,189161.000000,1212585.000000,263.370514,224.250290,684.637817,423.546661,0,17969,263.370514,0.000000,0.000000,224.250290,0.000000,0.000000,13285
EFT,17969,147489.000000,129263.078125,2322728192.000000,690669.000000,132079.531250,2373337088.000000,996736.000000,8909237.000000,237090656.000000,224855.000000,1221591.000000,320.437073,271.252197,772.396729,475.143341,0,17969,320.437073,0.000000,0.000000,271.252197,0.000000,0.000000,14011
EFT CONSERVATIVE BF MODE 2,17969,135147.000000,101725.812500,1827911168.000000,674117.000000,104540.914062,1878495616.000000,1019840.000000,8892685.000000,236678048.000000,175180.000000,1195020.000000,249.595505,212.688568,684.459473,423.670013,0,17006,249.595505,0.000000,0.000000,212.688568,0.000000,0.000000,13340
SCORE,17969,449273.000000,98446.117188,1768978304.000000,771502.000000,101231.156250,1819022592.000000,525952.000000,8969517.000000,232501488.000000,103577.000000,629529.000000,243.458740,206.548370,579.643250,364.186676,0,17969,243.458740,0.000000,0.000000,206.548370,0.000000,0.000000,16333
SCORE CONSERVATIVE BF MODE 2,17969,442823.000000,81446.539062,1463512832.000000,766624.000000,84234.671875,1513612800.000000,604992.000000,8964639.000000,232617680.000000,103798.000000,708790.000000,198.831528,169.531525,515.691895,325.696655,0,16757,198.831528,0.000000,0.000000,169.531525,0.000000,0.000000,15315
OPPORTUNISTIC-SCORE MIX,17969,143357.000000,124060.671875,2229246208.000000,685353.000000,126873.734375,2279794176.000000,985600.000000,8903921.000000,236717056.000000,193637.000000,1179237.000000,307.295471,260.429718,743.540527,459.886658,0,17969,307.295471,0.000000,0.000000,260.429718,0.000000,0.000000,13982
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,17969,141763.000000,107958.921875,1939913856.000000,673801.000000,110772.414062,1990469504.000000,980160.000000,8892369.000000,236447808.000000,163122.000000,1143282.000000,267.193298,227.151260,684.789185,423.700012,0,17969,267.193298,0.000000,0.000000,227.151260,0.000000,0.000000,13767
EFT-SCORE MIX,17969,333484.000000,98408.570312,1768303616.000000,665106.000000,101194.179688,1818358272.000000,537472.000000,8873934.000000,232706304.000000,103577.000000,641049.000000,243.458435,206.548065,579.643250,364.186676,0,17969,243.458435,0.000000,0.000000,206.548065,0.000000,0.000000,16324
EFT-SCORE MIX CONSERVATIVE BF MODE 2,17969,328181.000000,81409.203125,1462841984.000000,658424.000000,84197.906250,1512952192.000000,616512.000000,8863572.000000,232822464.000000,103798.000000,720310.000000,198.831177,169.531174,515.691895,325.696655,0,16757,198.831177,0.000000,0.000000,169.531174,0.000000,0.000000,15306
