Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,8392,1401.000000,78.740227,660788.000000,864000.000000,31892.292969,267640128.000000,928448.000000,2739206.000000,1405684864.000000,567825.000000,1496273.000000,0.997542,0.980216,1.662064,1.662064,0,0,0.997542,0.000000,0.000000,0.980216,0.000000,0.000000,6742
FCFS CONSERVATIVE BF MODE 2,8392,1408.000000,78.401573,657946.000000,864000.000000,31891.423828,267632832.000000,927488.000000,2739206.000000,1405604736.000000,564339.000000,1491827.000000,0.997644,0.980317,1.676747,1.676747,0,0,0.997644,0.000000,0.000000,0.980317,0.000000,0.000000,6719
EFT,8392,1423.000000,79.040871,663311.000000,864000.000000,31891.431641,267632896.000000,910912.000000,2739206.000000,1405492864.000000,574979.000000,1485891.000000,0.997523,0.980197,1.647172,1.647172,0,0,0.997523,0.000000,0.000000,0.980197,0.000000,0.000000,6764
EFT CONSERVATIVE BF MODE 2,8392,1405.000000,78.682793,660306.000000,864000.000000,31891.837891,267636304.000000,926976.000000,2739206.000000,1405612928.000000,565676.000000,1492652.000000,0.997521,0.980196,1.665565,1.665565,0,0,0.997521,0.000000,0.000000,0.980196,0.000000,0.000000,6725
SCORE,8392,288028.000000,1844.431885,15478472.000000,864000.000000,33554.351562,281588128.000000,355328.000000,2739206.000000,1395313024.000000,250682.000000,606010.000000,2.745375,2.699944,20.684755,20.684755,0,65,2.745375,0.000000,0.000000,2.699944,0.000000,0.000000,7624
SCORE CONSERVATIVE BF MODE 2,8392,287973.000000,1910.536865,16033225.000000,939483.000000,33619.726562,282136736.000000,356160.000000,2813659.000000,1395281536.000000,241984.000000,598144.000000,2.781617,2.732204,19.710594,19.710594,0,65,2.781617,0.000000,0.000000,2.732204,0.000000,0.000000,7617
OPPORTUNISTIC-SCORE MIX,8392,1405.000000,78.650620,660036.000000,864000.000000,31891.773438,267635760.000000,927424.000000,2739206.000000,1405614208.000000,564743.000000,1492167.000000,0.997510,0.980185,1.665565,1.665565,0,0,0.997510,0.000000,0.000000,0.980185,0.000000,0.000000,6743
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,8392,1401.000000,78.801361,661301.000000,864000.000000,31892.537109,267642176.000000,932352.000000,2739206.000000,1405693056.000000,564914.000000,1497266.000000,0.997507,0.980182,1.657740,1.657740,0,0,0.997507,0.000000,0.000000,0.980182,0.000000,0.000000,6717
EFT-SCORE MIX,8392,8726.000000,85.599739,718353.000000,864000.000000,31875.072266,267495600.000000,717888.000000,2739206.000000,1401797760.000000,567251.000000,1285139.000000,1.006875,0.989549,2.053287,2.053287,0,0,1.006875,0.000000,0.000000,0.989549,0.000000,0.000000,6944
EFT-SCORE MIX CONSERVATIVE BF MODE 2,8392,5978.000000,85.587463,718250.000000,864000.000000,31873.259766,267480400.000000,715584.000000,2739206.000000,1401497344.000000,554775.000000,1270359.000000,1.008969,0.991643,2.127136,2.127136,0,0,1.008969,0.000000,0.000000,0.991643,0.000000,0.000000,6890
