Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,21889,23498.000000,24.751701,541790.000000,432000.000000,1391.534790,30459304.000000,2810496.000000,2689381.000000,201979104.000000,2159733.000000,4970229.000000,0.970987,0.962154,17.584583,17.584583,0,0,0.970987,0.000000,0.000000,0.962154,0.000000,0.000000,13402
FCFS CONSERVATIVE BF MODE 2,21889,23480.000000,24.637489,539290.000000,432000.000000,1391.696045,30462836.000000,2797888.000000,2689381.000000,202016672.000000,2178373.000000,4976261.000000,0.971420,0.962594,17.451820,17.451820,0,0,0.971420,0.000000,0.000000,0.962594,0.000000,0.000000,13427
EFT,21889,22873.000000,23.786741,520668.000000,432000.000000,1391.095459,30449688.000000,2683456.000000,2689381.000000,202050144.000000,2299439.000000,4982895.000000,0.971554,0.962742,17.037117,17.037117,0,0,0.971554,0.000000,0.000000,0.962742,0.000000,0.000000,13777
EFT CONSERVATIVE BF MODE 2,21889,23040.000000,23.924208,523677.000000,432000.000000,1391.491455,30458356.000000,2643072.000000,2689381.000000,202085728.000000,2344296.000000,4987368.000000,0.972117,0.963297,17.037117,17.037117,0,0,0.972117,0.000000,0.000000,0.963297,0.000000,0.000000,13857
SCORE,21889,414000.000000,1173.874512,25694940.000000,496800.000000,2391.001465,52336632.000000,924480.000000,2775402.000000,184149856.000000,750528.000000,1675008.000000,2.056029,2.044403,154.262665,154.262665,0,56,2.056029,0.000000,0.000000,2.044403,0.000000,0.000000,19111
SCORE CONSERVATIVE BF MODE 2,21889,414000.000000,1094.811646,23964332.000000,496800.000000,2311.585205,50598288.000000,946368.000000,2775402.000000,184062400.000000,720498.000000,1666866.000000,1.907959,1.896885,154.262665,154.262665,0,63,1.907959,0.000000,0.000000,1.896885,0.000000,0.000000,18953
OPPORTUNISTIC-SCORE MIX,21889,22137.000000,21.919230,479790.000000,432000.000000,1389.215210,30408532.000000,2672064.000000,2689381.000000,202042432.000000,2309352.000000,4981416.000000,0.970961,0.962138,16.748037,16.748037,0,0,0.970961,0.000000,0.000000,0.962138,0.000000,0.000000,13773
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,21889,21320.000000,21.278999,465776.000000,432000.000000,1388.539673,30393744.000000,2681856.000000,2689381.000000,202030112.000000,2300079.000000,4981935.000000,0.970796,0.961988,15.424804,15.424804,0,0,0.970796,0.000000,0.000000,0.961988,0.000000,0.000000,13740
X	
EFT-SCORE MIX CONSERVATIVE BF MODE 2,21889,157564.000000,1153.963989,25259118.000000,432000.000000,2368.728027,51849088.000000,1005440.000000,2689381.000000,183987728.000000,632856.000000,1638296.000000,2.148680,2.136481,113.465385,113.465385,0,54,2.148680,0.000000,0.000000,2.136481,0.000000,0.000000,2
