Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,39232,26146.000000,4206.497559,165029312.000000,864000.000000,39138.304688,1535473920.000000,2139328.000000,6287151.000000,1557574656.000000,1366312.000000,3505640.000000,8.581019,8.418592,133.924728,86.293335,0,678,8.579785,0.000792,0.000443,8.417359,0.000792,0.000443,33958
FCFS CONSERVATIVE BF MODE 2,39232,24632.000000,3730.939941,146372240.000000,864000.000000,38662.503906,1516807424.000000,2136064.000000,6287151.000000,1557598336.000000,1364566.000000,3500630.000000,7.622999,7.478034,125.849464,80.680000,0,0,7.621766,0.000791,0.000442,7.476801,0.000791,0.000442,33983
EFT,39232,25923.000000,4100.704102,160878832.000000,864000.000000,39032.238281,1531312768.000000,2135296.000000,6287151.000000,1557579008.000000,1369855.000000,3505151.000000,8.367572,8.209079,132.763443,85.599998,0,558,8.366337,0.000791,0.000443,8.207845,0.000791,0.000443,33979
EFT CONSERVATIVE BF MODE 2,39232,24902.000000,3761.500488,147571184.000000,864000.000000,38693.167969,1518010368.000000,2136384.000000,6287151.000000,1557670656.000000,1363821.000000,3500205.000000,7.687685,7.541553,127.209679,81.496666,0,0,7.686450,0.000795,0.000443,7.540315,0.000795,0.000443,34008
SCORE,39232,388800.000000,3039.518066,119246368.000000,864000.000000,37932.777344,1488178688.000000,1120384.000000,6287151.000000,1543366784.000000,876190.000000,1996574.000000,6.491051,6.385987,92.254517,92.254517,0,37,6.490027,0.000672,0.000353,6.384961,0.000672,0.000353,36791
SCORE CONSERVATIVE BF MODE 2,39232,388800.000000,2822.742188,110741824.000000,864000.000000,37715.500000,1479654528.000000,1130304.000000,6287151.000000,1543353856.000000,841468.000000,1971772.000000,6.051401,5.953769,92.081688,92.081688,0,34,6.050372,0.000675,0.000355,5.952739,0.000675,0.000355,36697
EFT-SCORE MIX,39232,25365.000000,3976.442383,156003792.000000,864000.000000,38904.125000,1526286592.000000,1987456.000000,6287151.000000,1557001984.000000,1357948.000000,3345404.000000,8.102726,7.955735,124.051018,83.470001,0,221,8.101531,0.000776,0.000418,7.954542,0.000776,0.000418,34850
EFT-SCORE MIX CONSERVATIVE BF MODE 2,39232,25244.000000,3867.078369,151713216.000000,864000.000000,38793.691406,1521954176.000000,1974912.000000,6287151.000000,1556877568.000000,1339275.000000,3314187.000000,7.883885,7.741425,123.367348,83.156670,0,104,7.882713,0.000773,0.000401,7.740250,0.000773,0.000401,34904
OPPORTUNISTIC-SCORE MIX,39232,24866.000000,3769.167725,147871984.000000,864000.000000,38700.304688,1518290304.000000,2137280.000000,6287151.000000,1557626752.000000,1348581.000000,3485861.000000,7.696124,7.551243,127.064514,80.906670,0,0,7.694888,0.000791,0.000446,7.550007,0.000791,0.000446,34013
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,39232,25623.000000,4002.860596,157040224.000000,864000.000000,38933.832031,1527452160.000000,2124224.000000,6287151.000000,1557529856.000000,1356274.000000,3480498.000000,8.166186,8.013038,131.155914,84.570000,0,339,8.164947,0.000792,0.000448,8.011799,0.000792,0.000448,34031
EFT-SCORE MIX V2,39232,274050.000000,3157.333496,123868512.000000,864000.000000,38067.093750,1493448192.000000,1478272.000000,6287151.000000,1548819968.000000,1163506.000000,2641778.000000,6.478819,6.368931,137.619873,137.619873,0,32,6.477777,0.000677,0.000365,6.367890,0.000677,0.000365,35953
EFT-SCORE MIX CONSERVATIVE BF MODE 0 V2,39232,272852.000000,3054.480469,119833376.000000,864000.000000,37964.421875,1489420160.000000,1498560.000000,6287151.000000,1548814848.000000,1153932.000000,2652492.000000,6.244793,6.141525,137.623032,137.623032,0,32,6.243759,0.000674,0.000360,6.140491,0.000674,0.000360,35805
