Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,15473,178002.000000,89978.078125,1392230784.000000,755719.000000,98937.343750,1530857472.000000,1230976.000000,9073183.000000,628241280.000000,208270.000000,1439246.000000,129.889572,121.476852,796.397827,501.746674,0,15473,129.889572,0.000000,0.000000,121.476852,0.000000,0.000000,12085
FCFS CONSERVATIVE BF MODE 2,15473,180002.000000,64903.406250,1004250432.000000,753364.000000,73856.242188,1142777600.000000,1177216.000000,9070828.000000,627500544.000000,165483.000000,1342699.000000,78.028236,73.863861,723.903198,450.739990,0,15251,78.028236,0.000000,0.000000,73.863861,0.000000,0.000000,12057
EFT,15473,182669.000000,88585.359375,1370681216.000000,756591.000000,97545.257812,1509317760.000000,1242112.000000,9074055.000000,628331136.000000,213825.000000,1455937.000000,126.095863,117.966415,800.322571,503.783325,0,15473,126.095863,0.000000,0.000000,117.966415,0.000000,0.000000,5248
EFT CONSERVATIVE BF MODE 2,15473,181767.000000,64506.015625,998101568.000000,753691.000000,73457.109375,1136601856.000000,1146752.000000,9071155.000000,627047936.000000,172827.000000,1319579.000000,77.656097,73.428741,737.048401,458.366669,0,15226,77.656097,0.000000,0.000000,73.428741,0.000000,0.000000,3335
SCORE,15473,386332.000000,72176.500000,1116786944.000000,730778.000000,81097.312500,1254818688.000000,682240.000000,9048242.000000,620590528.000000,149557.000000,831797.000000,100.150818,93.388565,679.715027,427.813324,0,15473,100.150818,0.000000,0.000000,93.388565,0.000000,0.000000,4653
SCORE CONSERVATIVE BF MODE 2,15473,380740.000000,51712.125000,800141696.000000,728087.000000,60638.656250,938261952.000000,779520.000000,9045551.000000,620964864.000000,158600.000000,938120.000000,57.581940,54.052132,669.784973,419.026672,0,10494,57.581940,0.000000,0.000000,54.052132,0.000000,0.000000,3499
OPPORTUNISTIC-SCORE MIX,15473,176073.000000,89502.531250,1384872704.000000,755506.000000,98460.429688,1523478272.000000,1225088.000000,9072970.000000,628112576.000000,190169.000000,1415257.000000,129.405640,121.005699,794.946228,500.206665,0,15473,129.405640,0.000000,0.000000,121.005699,0.000000,0.000000,6871
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,15473,176107.000000,69092.523438,1069068608.000000,754272.000000,78047.125000,1207623168.000000,1181184.000000,9071736.000000,627432960.000000,199460.000000,1380644.000000,83.853966,79.551018,758.059143,469.996674,0,14735,83.853966,0.000000,0.000000,79.551018,0.000000,0.000000,3440
EFT-SCORE MIX,15473,318684.000000,72137.460938,1116182912.000000,730778.000000,81059.093750,1254227328.000000,696320.000000,9048242.000000,620846528.000000,149557.000000,845877.000000,100.150230,93.387978,679.715027,427.813324,0,15473,100.150230,0.000000,0.000000,93.387978,0.000000,0.000000,4642
EFT-SCORE MIX CONSERVATIVE BF MODE 2,15473,318619.000000,51673.882812,799550016.000000,728087.000000,60601.246094,937683072.000000,793600.000000,9045551.000000,621220864.000000,158600.000000,952200.000000,57.581345,54.051533,669.784973,419.026672,0,10494,57.581345,0.000000,0.000000,54.051533,0.000000,0.000000,3488
