Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,15295,19778.000000,2715.767090,41537656.000000,728008.000000,7797.798340,119267328.000000,2440768.000000,4684261.000000,579953344.000000,1452943.000000,3893711.000000,7.727138,7.253244,103.853401,66.120003,0,0,7.711606,0.013504,0.002026,7.237712,0.013504,0.002026,8048
FCFS CONSERVATIVE BF MODE 2,15295,18671.000000,149.275513,2283169.000000,728008.000000,5229.585449,79986512.000000,2330752.000000,4684261.000000,579769920.000000,1537774.000000,3868526.000000,1.153141,1.112723,13.690948,13.690948,0,0,1.141286,0.009874,0.001980,1.100869,0.009874,0.001980,8659
EFT,15295,19797.000000,2553.318115,39053000.000000,728008.000000,7628.583496,116679184.000000,2315904.000000,4684261.000000,579185344.000000,1472990.000000,3788894.000000,7.289516,6.843461,101.282722,64.483330,0,0,7.274580,0.012940,0.001998,6.828524,0.012940,0.001998,8389
EFT CONSERVATIVE BF MODE 2,15295,18071.000000,196.451920,3004732.000000,728008.000000,5276.398438,80702512.000000,2334528.000000,4684261.000000,579762752.000000,1528546.000000,3863074.000000,1.266296,1.223148,13.274399,13.274399,0,0,1.254617,0.009728,0.001951,1.211468,0.009728,0.001951,8693
SCORE,15295,323980.000000,2175.916992,33280650.000000,748847.000000,7133.148438,109101504.000000,1328768.000000,4705126.000000,568934784.000000,652619.000000,1981387.000000,3.427753,3.291131,46.178009,40.324718,0,157,3.414600,0.010830,0.002323,3.277978,0.010830,0.002323,11571
SCORE CONSERVATIVE BF MODE 2,15295,323980.000000,1474.932861,22559098.000000,728835.000000,6432.425781,98383952.000000,1352064.000000,4685088.000000,569031488.000000,633726.000000,1985790.000000,1.839850,1.795339,42.783333,42.783333,0,137,1.827226,0.010418,0.002206,1.782715,0.010418,0.002206,11490
EFT-SCORE MIX,15295,17792.000000,676.865845,10352663.000000,728008.000000,5747.498047,87907984.000000,2237952.000000,4684261.000000,579249600.000000,1482193.000000,3720145.000000,2.492247,2.371993,35.251308,22.890728,0,0,2.480614,0.009711,0.001921,2.360362,0.009711,0.001921,9088
EFT-SCORE MIX CONSERVATIVE BF MODE 2,15295,17000.000000,177.857071,2720324.000000,728008.000000,5253.094238,80346080.000000,2259904.000000,4684261.000000,579389120.000000,1531046.000000,3790950.000000,1.208221,1.165771,14.087641,14.087641,0,0,1.196956,0.009373,0.001891,1.154509,0.009373,0.001891,8938
OPPORTUNISTIC-SCORE MIX,15295,18024.000000,912.899719,13962801.000000,728008.000000,5993.702637,91673680.000000,2379328.000000,4684261.000000,579846336.000000,1496033.000000,3875361.000000,3.099217,2.934663,39.272251,25.003334,0,0,3.087269,0.009992,0.001956,2.922715,0.009992,0.001956,8374
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,15295,17934.000000,160.249237,2451012.000000,728008.000000,5240.278809,80150064.000000,2321536.000000,4684261.000000,579756352.000000,1542586.000000,3864122.000000,1.174273,1.132544,13.087694,13.087694,0,0,1.162720,0.009602,0.001951,1.120992,0.009602,0.001951,8687
