Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs
Fcfs,15295,18126.000000,2157.473389,32998556.000000,727765.000000,7195.301758,110052144.000000,2035360.000000,4684085.000000,574879872.000000,1174273.000000,3209633.000000,6.329124,5.961236,92.727745,59.036667,0,0,6.329124,0.000000,0.000000,5.961236,0.000000,0.000000
Fcfs_with_a_score_x1_x1_x0_x0,15295,18055.000000,2231.264893,34127196.000000,727765.000000,7269.369629,111185008.000000,2016650.000000,4684085.000000,574957312.000000,1197481.000000,3214131.000000,6.522182,6.142667,94.806282,60.360001,0,0,6.522182,0.000000,0.000000,6.142667,0.000000,0.000000
