Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,16560,6030.000000,128.379837,2125970.000000,542600.000000,3849.815430,63752944.000000,2440128.000000,3046664.000000,749395008.000000,784733.000000,3224861.000000,1.103340,1.045134,4.798292,4.798292,0,0,1.103340,0.000000,0.000000,1.045134,0.000000,0.000000,8955
FCFS CONSERVATIVE BF MODE 2,16560,5987.000000,112.485626,1862762.000000,542025.000000,3834.458984,63498640.000000,2433600.000000,3046089.000000,749435584.000000,800792.000000,3234392.000000,1.073017,1.015671,4.767411,4.767411,0,0,1.073017,0.000000,0.000000,1.015671,0.000000,0.000000,8959
EFT,16560,5740.000000,117.556038,1946728.000000,542063.000000,3838.515869,63565824.000000,2413504.000000,3046127.000000,749311936.000000,804364.000000,3217868.000000,1.090843,1.032642,4.720762,4.720762,0,0,1.090843,0.000000,0.000000,1.032642,0.000000,0.000000,9119
EFT CONSERVATIVE BF MODE 2,16560,6112.000000,113.692818,1882753.000000,542328.000000,3834.280762,63495688.000000,2415488.000000,3046392.000000,749283136.000000,793854.000000,3209342.000000,1.069128,1.011852,5.015769,5.015769,0,0,1.069128,0.000000,0.000000,1.011852,0.000000,0.000000,9058
SCORE,16560,483494.000000,1504.137085,24908510.000000,864000.000000,5144.900391,85199552.000000,1242176.000000,3380646.000000,738181696.000000,605367.000000,1847543.000000,1.492833,1.408652,12.934066,12.036424,0,127,1.492833,0.000000,0.000000,1.408652,0.000000,0.000000,13292
SCORE CONSERVATIVE BF MODE 2,16560,432000.000000,1471.942749,24375372.000000,864000.000000,5113.594727,84681128.000000,1272512.000000,3380646.000000,738201600.000000,589974.000000,1862486.000000,1.503978,1.409101,18.847656,16.536667,0,126,1.503978,0.000000,0.000000,1.409101,0.000000,0.000000,13072
OPPORTUNISTIC-SCORE MIX,16560,5965.000000,102.554291,1698299.000000,541912.000000,3823.498535,63317136.000000,2403072.000000,3045976.000000,749263360.000000,813159.000000,3216231.000000,1.056998,0.999510,4.752300,4.752300,0,0,1.056998,0.000000,0.000000,0.999510,0.000000,0.000000,9133
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,16560,5937.000000,104.744141,1734563.000000,542034.000000,3824.914551,63340584.000000,2399552.000000,3046098.000000,749175744.000000,801485.000000,3201037.000000,1.046620,0.989482,4.804862,4.804862,0,0,1.046620,0.000000,0.000000,0.989482,0.000000,0.000000,9135
EFT-SCORE MIX,16560,36607.000000,632.285034,10470640.000000,540000.000000,4290.596191,71052272.000000,1561664.000000,3044064.000000,742419072.000000,609417.000000,2171081.000000,1.597547,1.491262,13.143969,11.260000,0,57,1.597547,0.000000,0.000000,1.491262,0.000000,0.000000,12806
EFT-SCORE MIX CONSERVATIVE BF MODE 2,16560,34371.000000,630.728638,10444866.000000,540000.000000,4289.106445,71027600.000000,1590272.000000,3044064.000000,742483392.000000,581475.000000,2171747.000000,1.605169,1.486742,19.897959,13.000000,0,41,1.605169,0.000000,0.000000,1.486742,0.000000,0.000000,12648
