Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs
Fcfs,1514,0.000000,0.000000,0.000000,335930.000000,5179.623047,7841949.000000,255650.000000,4313057.000000,56913716.000000,109244.000000,364894.000000,0.981368,0.955424,1.000000,1.000000,0,0,0.977805,0.002845,0.000718,0.951861,0.002845,0.000718
Fcfs_with_a_score_x1_x1_x0_x0,1514,0.000000,0.000000,0.000000,335930.000000,5179.496094,7841757.000000,255210.000000,4313057.000000,56913036.000000,109492.000000,364702.000000,0.980989,0.955044,1.000000,1.000000,0,0,0.977426,0.002845,0.000718,0.951482,0.002845,0.000718
Fcfs_with_a_score_x500_x500_x0_x0,1514,56180.000000,617.420715,934775.000000,335930.000000,5721.861816,8662899.000000,193090.000000,4313805.000000,56258592.000000,57979.000000,251069.000000,1.397305,1.369119,19.453545,19.453545,0,1,1.393742,0.002845,0.000718,1.365555,0.002845,0.000718
Fcfs_with_a_score_penalty_on_big_jobs_x1_x1_x0_x0,1514,2628.000000,17.871202,27057.000000,335930.000000,5188.532227,7855438.000000,243620.000000,4313058.000000,56821788.000000,107706.000000,351326.000000,0.988372,0.962425,2.994345,2.994345,0,0,0.984809,0.002845,0.000718,0.958862,0.002845,0.000718
Fcfs_with_a_score_adaptative_multiplier_x500_x500_x0_x0,1514,0.000000,0.000000,0.000000,335930.000000,5179.496094,7841757.000000,255210.000000,4313057.000000,56913036.000000,109492.000000,364702.000000,0.980989,0.955044,1.000000,1.000000,0,0,0.977426,0.002845,0.000718,0.951482,0.002845,0.000718
