Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,10034,1218.000000,65.756828,659804.000000,990253.000000,2600.211670,26090524.000000,1694080.000000,10733046.000000,206344768.000000,726094.000000,2420174.000000,1.000748,0.961701,2.258675,2.258675,0,0,0.993507,0.006543,0.000698,0.954460,0.006543,0.000698,7604
FCFS CONSERVATIVE BF MODE 2,10034,1217.000000,65.720551,659440.000000,990253.000000,2600.291016,26091320.000000,1693184.000000,10733046.000000,206354912.000000,728184.000000,2421368.000000,1.000962,0.961855,2.258675,2.258675,0,0,0.993721,0.006543,0.000698,0.954613,0.006543,0.000698,7603
EFT,10034,1217.000000,65.694038,659174.000000,990253.000000,2600.169434,26090100.000000,1685632.000000,10733046.000000,206344160.000000,734687.000000,2420319.000000,1.001115,0.961894,2.258675,2.258675,0,0,0.993892,0.006526,0.000698,0.954670,0.006526,0.000698,7639
EFT CONSERVATIVE BF MODE 2,10034,1217.000000,65.454155,656767.000000,990253.000000,2599.837402,26086768.000000,1690944.000000,10733046.000000,206359440.000000,728299.000000,2419243.000000,1.000665,0.961517,2.253403,2.253403,0,0,0.993441,0.006526,0.000698,0.954294,0.006526,0.000698,7625
SCORE,10034,588771.000000,1180.025513,11840376.000000,1267249.000000,3651.535645,36639508.000000,1228544.000000,10997446.000000,199127168.000000,555432.000000,1783976.000000,1.198640,1.137107,7.776942,7.776942,0,55,1.188038,0.009808,0.000794,1.126505,0.009808,0.000794,8245
SCORE CONSERVATIVE BF MODE 2,10034,588771.000000,1164.176270,11681345.000000,1267249.000000,3635.884277,36482464.000000,1231680.000000,10997446.000000,199151424.000000,554401.000000,1786081.000000,1.191732,1.132235,10.721757,10.721757,0,57,1.181129,0.009809,0.000794,1.121632,0.009809,0.000794,8209
OPPORTUNISTIC-SCORE MIX,10034,1217.000000,65.524918,657477.000000,990253.000000,2600.029785,26088700.000000,1686144.000000,10733046.000000,206352960.000000,734478.000000,2420622.000000,1.001032,0.961795,2.256034,2.256034,0,0,0.993809,0.006526,0.000698,0.954571,0.006526,0.000698,7636
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,10034,1217.000000,65.524918,657477.000000,990253.000000,2600.025879,26088660.000000,1686208.000000,10733046.000000,206352896.000000,734371.000000,2420579.000000,1.001001,0.961780,2.256034,2.256034,0,0,0.993778,0.006526,0.000698,0.954557,0.006526,0.000698,7636
EFT-SCORE MIX NON DYNAMIC TH100,10034,1218.000000,65.788322,660120.000000,990253.000000,2600.051514,26088916.000000,1686976.000000,10733046.000000,206342016.000000,731175.000000,2418151.000000,1.001028,0.961821,2.258675,2.258675,0,0,0.993805,0.006526,0.000698,0.954597,0.006526,0.000698,7636
EFT-SCORE MIX NON DYNAMIC TH100 CONSERVATIVE BF MODE 2,10034,1218.000000,65.837051,660609.000000,990253.000000,2600.106445,26089468.000000,1688128.000000,10733046.000000,206349840.000000,730022.000000,2418150.000000,1.001145,0.961901,2.258675,2.258675,0,0,0.993921,0.006526,0.000698,0.954678,0.006526,0.000698,7633
EFT-SCORE MIX DYNAMIC TH70,10034,2087.000000,80.348015,806212.000000,990253.000000,2608.703125,26175728.000000,1625536.000000,10733046.000000,205606240.000000,732996.000000,2358532.000000,1.009334,0.969857,1.776414,1.776414,0,0,1.001738,0.006898,0.000698,0.962261,0.006898,0.000698,7696
EFT-SCORE MIX DYNAMIC TH70 CONSERVATIVE BF MODE 0,10034,2163.000000,80.719154,809936.000000,990253.000000,2608.689941,26175596.000000,1632768.000000,10733046.000000,205585264.000000,722554.000000,2355322.000000,1.009467,0.969845,1.804688,1.804688,0,0,1.001835,0.006934,0.000698,0.962214,0.006934,0.000698,7677
EFT-SCORE MIX DYNAMIC TH100,10034,1218.000000,65.831871,660557.000000,990253.000000,2600.297363,26091384.000000,1686848.000000,10733046.000000,206343968.000000,733313.000000,2420161.000000,1.001227,0.962007,2.258675,2.258675,0,0,0.994003,0.006526,0.000698,0.954784,0.006526,0.000698,7638
EFT-SCORE MIX NON DYNAMIC TH70,10034,1558.000000,74.550034,748035.000000,990253.000000,2604.644287,26135000.000000,1642560.000000,10733046.000000,205818816.000000,733850.000000,2376410.000000,1.005929,0.966461,1.593395,1.593395,0,0,0.998432,0.006800,0.000698,0.958964,0.006800,0.000698,7685
