Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,4595,103183.000000,61490.101562,282547008.000000,590255.000000,65137.160156,299305248.000000,874496.000000,9230588.000000,251714976.000000,210708.000000,1085204.000000,147.323822,127.548004,505.124329,311.493347,0,4579,147.323822,0.000000,0.000000,127.548004,0.000000,0.000000,2492
FCFS CONSERVATIVE BF MODE 2,4595,103511.000000,19180.839844,88135960.000000,590128.000000,22828.673828,104897752.000000,873984.000000,9230461.000000,251658144.000000,214865.000000,1088849.000000,10.641922,10.562837,98.394951,98.394951,0,1101,10.641922,0.000000,0.000000,10.562837,0.000000,0.000000,2491
EFT,4595,101436.000000,58316.460938,267964144.000000,589199.000000,61958.769531,284700544.000000,846464.000000,9229532.000000,251510080.000000,216112.000000,1062576.000000,138.671280,119.940857,437.752686,271.406677,0,4315,138.671280,0.000000,0.000000,119.940857,0.000000,0.000000,2634
EFT CONSERVATIVE BF MODE 2,4595,103560.000000,19320.521484,88777800.000000,573738.000000,22969.337891,105544104.000000,883776.000000,9214071.000000,251766400.000000,209502.000000,1093278.000000,10.738444,10.659415,98.077774,98.077774,0,1100,10.738444,0.000000,0.000000,10.659415,0.000000,0.000000,2463
SCORE,4595,397105.000000,18900.710938,86848768.000000,561094.000000,22466.228516,103232320.000000,661504.000000,9201427.000000,249095536.000000,40198.000000,701702.000000,24.415068,22.070326,117.729729,72.599998,0,1057,24.415068,0.000000,0.000000,22.070326,0.000000,0.000000,3314
SCORE CONSERVATIVE BF MODE 2,4595,394403.000000,12485.743164,57371988.000000,559118.000000,16094.819336,73955696.000000,728000.000000,9199451.000000,249361392.000000,173803.000000,901803.000000,7.132202,7.046298,48.428062,48.428062,0,1002,7.132202,0.000000,0.000000,7.046298,0.000000,0.000000,2800
OPPORTUNISTIC-SCORE MIX,4595,100844.000000,49945.054688,229497520.000000,588663.000000,53549.433594,246059648.000000,787712.000000,9228996.000000,250864576.000000,100960.000000,888672.000000,108.812393,94.787857,277.672058,178.733337,0,3992,108.812393,0.000000,0.000000,94.787857,0.000000,0.000000,2971
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,4595,102070.000000,18906.306641,86874480.000000,587004.000000,22542.980469,103584992.000000,848704.000000,9227337.000000,251151904.000000,188748.000000,1037452.000000,10.654926,10.572277,73.691872,73.691872,0,1103,10.654926,0.000000,0.000000,10.572277,0.000000,0.000000,2544
EFT-SCORE MIX,4595,181503.000000,18578.548828,85368432.000000,561094.000000,22146.572266,101763504.000000,679424.000000,9201427.000000,249325920.000000,40198.000000,719622.000000,24.409107,22.064367,117.729729,72.599998,0,1057,24.409107,0.000000,0.000000,22.064367,0.000000,0.000000,3300
EFT-SCORE MIX CONSERVATIVE BF MODE 2,4595,177798.000000,12163.771484,55892528.000000,559118.000000,15775.079102,72486488.000000,744640.000000,9199451.000000,249566176.000000,173803.000000,918443.000000,7.126243,7.040339,48.428062,48.428062,0,1002,7.126243,0.000000,0.000000,7.040339,0.000000,0.000000,2787
