Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,1511,83768.000000,4553.683105,6880615.000000,446097.000000,12041.257812,18194340.000000,336704.000000,6649275.000000,133422560.000000,25109.000000,361813.000000,2.293481,2.246649,68.769577,68.769577,0,133,2.293481,0.000000,0.000000,2.246649,0.000000,0.000000,788
FCFS CONSERVATIVE BF MODE 2,1511,83078.000000,3869.600830,5846967.000000,445055.000000,11361.963867,17167928.000000,342336.000000,6648233.000000,133477568.000000,26709.000000,369045.000000,2.067908,2.020067,60.214539,60.214539,0,112,2.067908,0.000000,0.000000,2.020067,0.000000,0.000000,746
EFT,1511,83403.000000,4649.671875,7025654.000000,450714.000000,12134.369141,18335032.000000,331904.000000,6653892.000000,133369776.000000,24276.000000,356180.000000,2.317394,2.270247,66.587250,66.587250,0,133,2.317394,0.000000,0.000000,2.270247,0.000000,0.000000,787
EFT CONSERVATIVE BF MODE 2,1511,80122.000000,3910.127686,5908203.000000,447049.000000,11403.185547,17230214.000000,342912.000000,6650227.000000,133493280.000000,27237.000000,370149.000000,2.080760,2.034184,58.107628,58.107628,0,116,2.080760,0.000000,0.000000,2.034184,0.000000,0.000000,766
SCORE,1511,272523.000000,3301.146973,4988033.000000,489600.000000,10709.645508,16182274.000000,212096.000000,6686154.000000,132176304.000000,25328.000000,237424.000000,1.502268,1.448586,12.380688,12.380688,0,29,1.502268,0.000000,0.000000,1.448586,0.000000,0.000000,1055
SCORE CONSERVATIVE BF MODE 2,1511,272523.000000,3311.933105,5004331.000000,489600.000000,10720.263672,16198318.000000,210048.000000,6686154.000000,132176736.000000,27122.000000,237170.000000,1.538593,1.485175,12.380688,12.380688,0,29,1.538593,0.000000,0.000000,1.485175,0.000000,0.000000,1062
OPPORTUNISTIC-SCORE MIX,1511,82514.000000,4304.855957,6504637.000000,445075.000000,11792.699219,17818768.000000,335808.000000,6648253.000000,133418288.000000,23843.000000,359651.000000,2.215620,2.167768,59.812546,59.812546,0,131,2.215620,0.000000,0.000000,2.167768,0.000000,0.000000,765
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,1511,80506.000000,3855.297119,5825354.000000,444509.000000,11347.501953,17146076.000000,344704.000000,6647687.000000,133477600.000000,24150.000000,368854.000000,2.072329,2.024699,58.381325,58.381325,0,111,2.072329,0.000000,0.000000,2.024699,0.000000,0.000000,744
EFT-SCORE MIX,1511,195295.000000,2834.170654,4282432.000000,432000.000000,10251.140625,15489473.000000,227456.000000,6623404.000000,132432304.000000,25328.000000,252784.000000,1.493319,1.439636,12.380688,12.380688,0,29,1.493319,0.000000,0.000000,1.439636,0.000000,0.000000,1043
EFT-SCORE MIX CONSERVATIVE BF MODE 2,1511,197248.000000,2852.293213,4309815.000000,432000.000000,10269.094727,15516602.000000,225408.000000,6623404.000000,132432736.000000,27122.000000,252530.000000,1.529777,1.476359,12.380688,12.380688,0,29,1.529777,0.000000,0.000000,1.476359,0.000000,0.000000,1050
