Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs
FCFS,31784,35280.000000,2615.981201,83146344.000000,469870.000000,8978.801758,285382240.000000,7192126.000000,2606238.000000,1022363584.000000,2576234.000000,9768360.000000,5.080071,4.535195,112.529411,70.373337,0,265,5.052000,0.025418,0.002656,4.507122,0.025418,0.002656
FCFS,31784,37371.000000,2624.019287,83401832.000000,469870.000000,8985.290039,285588448.000000,7211454.000000,2606238.000000,1022164224.000000,2508662.000000,9720116.000000,5.020029,4.520135,88.182793,54.966667,0,266,4.991767,0.025584,0.002677,4.491872,0.025584,0.002677
SCORE,31784,2653522.000000,3316.484619,105411144.000000,2832454.000000,9503.126953,302047392.000000,2886462.000000,4883581.000000,980046336.000000,1251117.000000,4137579.000000,1.567447,1.492376,48.160999,48.160999,0,404,1.552002,0.005988,0.009457,1.476931,0.005988,0.009457
EFT-SCORE MIX,31784,37371.000000,1403.176147,44598552.000000,469870.000000,7713.735352,245173360.000000,5882622.000000,2606238.000000,1012861632.000000,2249701.000000,8132323.000000,1.867574,1.788299,26.550642,26.550642,0,225,1.842167,0.022981,0.002426,1.762892,0.022981,0.002426
EFT-SCORE MIX,31784,37371.000000,1403.176147,44598552.000000,469870.000000,7713.735352,245173360.000000,5882622.000000,2606238.000000,1012861632.000000,2249701.000000,8132323.000000,1.867574,1.788299,26.550642,26.550642,0,225,1.842167,0.022981,0.002426,1.762892,0.022981,0.002426
EFT-SCORE MIX,31784,38971.000000,1444.317261,45906180.000000,469879.000000,7751.326660,246368160.000000,5803966.000000,2606247.000000,1012489280.000000,2172559.000000,7976525.000000,1.863989,1.782222,27.771755,27.771755,0,284,1.832182,0.029464,0.002343,1.750416,0.029464,0.002343
OPPORTUNISTIC-SCORE MIX,31784,38273.000000,2137.171875,67927872.000000,469870.000000,8496.815430,270062784.000000,7191230.000000,2606238.000000,1021508544.000000,2499760.000000,9690990.000000,3.204119,3.138676,46.367455,46.367455,0,270,3.172908,0.028571,0.002639,3.107466,0.028571,0.002639
OPPORTUNISTIC-SCORE MIX,31784,39347.000000,2101.116943,66781904.000000,469870.000000,8456.411133,268778560.000000,6971198.000000,2606238.000000,1020212096.000000,2533544.000000,9504742.000000,3.063997,2.999330,45.451443,45.451443,0,300,3.032563,0.028796,0.002639,2.967897,0.028796,0.002639
