Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,11664,9850.000000,2285.435303,26657316.000000,321529.000000,7339.418457,85606976.000000,971968.000000,5402643.000000,181569536.000000,485130.000000,1457098.000000,5.795392,4.365757,40.195999,33.496666,0,0,5.795392,0.000000,0.000000,4.365757,0.000000,0.000000,9152
FCFS CONSERVATIVE BF MODE 2,11664,9925.000000,1860.155029,21696848.000000,321529.000000,6914.219238,80647456.000000,996416.000000,5402643.000000,181524704.000000,461800.000000,1458216.000000,3.672793,2.966444,39.652172,33.439999,0,0,3.672793,0.000000,0.000000,2.966444,0.000000,0.000000,8981
EFT,11664,9841.000000,2740.022217,31959618.000000,321448.000000,7797.143555,90945880.000000,984640.000000,5402562.000000,181530944.000000,508586.000000,1493226.000000,8.135201,5.898537,39.613544,33.599998,0,0,8.135201,0.000000,0.000000,5.898537,0.000000,0.000000,8936
EFT CONSERVATIVE BF MODE 2,11664,9841.000000,1948.775146,22730514.000000,320848.000000,7002.644531,81678848.000000,996544.000000,5401962.000000,181508768.000000,459457.000000,1456001.000000,4.113873,3.257965,39.700001,33.459999,0,0,4.113873,0.000000,0.000000,3.257965,0.000000,0.000000,9004
SCORE,11664,277864.000000,2900.962891,33836832.000000,320848.000000,7920.213867,92381376.000000,694784.000000,5401962.000000,177868192.000000,356086.000000,1050870.000000,1.963172,1.754872,76.991997,64.290001,0,25,1.963172,0.000000,0.000000,1.754872,0.000000,0.000000,10234
SCORE CONSERVATIVE BF MODE 2,11664,277864.000000,2906.629639,33902928.000000,320848.000000,7925.751953,92445968.000000,701184.000000,5401962.000000,177901312.000000,348149.000000,1049333.000000,2.046222,1.825341,60.587360,55.123333,0,26,2.046222,0.000000,0.000000,1.825341,0.000000,0.000000,10177
OPPORTUNISTIC-SCORE MIX,11664,9909.000000,2542.378662,29654304.000000,320848.000000,7597.364746,88615664.000000,998080.000000,5401962.000000,181516032.000000,470371.000000,1468451.000000,7.106914,5.230929,39.664001,33.576668,0,0,7.106914,0.000000,0.000000,5.230929,0.000000,0.000000,8925
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,11664,9906.000000,2015.108154,23504222.000000,320848.000000,7069.140625,82454456.000000,977472.000000,5401962.000000,181513472.000000,480320.000000,1457792.000000,4.447645,3.478925,39.664032,33.456665,0,0,4.447645,0.000000,0.000000,3.478925,0.000000,0.000000,9107
EFT-SCORE MIX,11664,18285.000000,2371.919678,27666072.000000,320848.000000,7416.033691,86500616.000000,872704.000000,5401962.000000,180808656.000000,469253.000000,1341957.000000,1.966089,1.757600,73.643997,61.430000,0,0,1.966089,0.000000,0.000000,1.757600,0.000000,0.000000,9723
EFT-SCORE MIX CONSERVATIVE BF MODE 2,11664,18858.000000,2464.495117,28745870.000000,320848.000000,7509.047363,87585528.000000,877312.000000,5401962.000000,180823472.000000,470020.000000,1347332.000000,2.044634,1.829938,73.498009,61.796665,0,0,2.044634,0.000000,0.000000,1.829938,0.000000,0.000000,9680
