Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs
Fcfs,7584,0.000000,0.000000,0.000000,727746.000000,5250.002930,39816024.000000,977420.000000,4683999.000000,301936032.000000,699976.000000,1677396.000000,0.980346,0.953267,1.000000,1.000000,0,0,0.977447,0.002493,0.000407,0.950367,0.002493,0.000407
Fcfs_with_a_score_x1_x1_x0_x0,7584,0.000000,0.000000,0.000000,727746.000000,5249.471680,39811992.000000,976260.000000,4683999.000000,301931456.000000,697116.000000,1673376.000000,0.979236,0.952449,1.000000,1.000000,0,0,0.976336,0.002493,0.000407,0.949549,0.002493,0.000407
Fcfs_with_a_score_x500_x500_x0_x0,7584,278165.000000,1574.153320,11938379.000000,727746.000000,6725.991211,51009916.000000,592890.000000,4683999.000000,297722112.000000,335852.000000,928742.000000,1.901666,1.867148,43.362194,43.362194,0,91,1.898146,0.002870,0.000650,1.863628,0.002870,0.000650
Fcfs_with_a_score_penalty_on_big_jobs_x1_x1_x0_x0,7584,9641.000000,10.960443,83124.000000,727746.000000,5254.687988,39851552.000000,935680.000000,4683999.000000,301488896.000000,692834.000000,1628514.000000,0.983625,0.956663,1.863203,1.863203,0,0,0.980724,0.002495,0.000407,0.953762,0.002495,0.000407
Fcfs_with_a_score_adaptative_multiplier_x500_x500_x0_x0,7584,0.000000,0.000000,0.000000,727746.000000,5249.642578,39813288.000000,981050.000000,4683999.000000,301929024.000000,693619.000000,1674669.000000,0.979700,0.952687,1.000000,1.000000,0,0,0.976800,0.002493,0.000407,0.949787,0.002493,0.000407
