Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,45514,8652.000000,524.616150,23877380.000000,864000.000000,3538.863037,161067808.000000,5564352.000000,10380056.000000,673009984.000000,1779876.000000,7344228.000000,1.829356,1.807491,15.449736,9.733334,0,0,1.823472,0.005666,0.000217,1.801606,0.005666,0.000217,34770
FCFS CONSERVATIVE BF MODE 2,45514,9068.000000,404.926453,18429822.000000,864000.000000,3417.769287,155556352.000000,5554624.000000,10380056.000000,672923008.000000,1725727.000000,7280351.000000,1.589335,1.569617,15.465609,9.743333,0,0,1.583486,0.005631,0.000216,1.563768,0.005631,0.000216,34606
EFT,45514,8530.000000,540.847717,24616144.000000,864000.000000,3554.197021,161765728.000000,5531520.000000,10380056.000000,672660544.000000,1771928.000000,7303448.000000,1.856888,1.834815,16.169312,10.186666,0,0,1.851001,0.005669,0.000217,1.828928,0.005669,0.000217,34855
EFT CONSERVATIVE BF MODE 2,45514,9094.000000,419.263092,19082340.000000,864000.000000,3430.770264,156148080.000000,5497408.000000,10380056.000000,672576576.000000,1722070.000000,7219478.000000,1.611438,1.591780,9.630769,7.468410,0,0,1.605670,0.005552,0.000216,1.586008,0.005552,0.000216,34905
SCORE,45514,578500.000000,1513.562988,68888304.000000,864000.000000,4464.161133,203181840.000000,2926976.000000,10380056.000000,638711424.000000,1432069.000000,4359045.000000,1.657946,1.635356,80.461960,49.349998,0,104,1.653377,0.004334,0.000234,1.630787,0.004334,0.000234,40311
SCORE CONSERVATIVE BF MODE 2,45514,578500.000000,1541.422852,70156320.000000,864000.000000,4491.455078,204424080.000000,2927104.000000,10380056.000000,638498688.000000,1405368.000000,4332472.000000,1.657554,1.633211,80.304344,49.253334,0,107,1.652984,0.004333,0.000234,1.628642,0.004333,0.000234,40243
EFT-SCORE MIX,45514,8635.000000,487.668060,22195724.000000,864000.000000,3496.850098,159155632.000000,5316864.000000,10380056.000000,670590912.000000,1791583.000000,7108447.000000,1.748700,1.727332,12.725888,9.121711,0,0,1.743292,0.005189,0.000217,1.721925,0.005189,0.000217,35733
EFT-SCORE MIX CONSERVATIVE BF MODE 2,45514,8998.000000,457.141510,20806338.000000,864000.000000,3467.080811,157800720.000000,5289984.000000,10380056.000000,670181376.000000,1849892.000000,7139876.000000,1.694761,1.674048,12.857868,8.779605,0,0,1.689585,0.004956,0.000217,1.668869,0.004956,0.000217,35640
OPPORTUNISTIC-SCORE MIX,45514,8866.000000,413.010468,18797758.000000,864000.000000,3425.274658,155897952.000000,5530752.000000,10380056.000000,672596288.000000,1722278.000000,7253030.000000,1.608576,1.588598,14.841269,9.350000,0,0,1.602822,0.005536,0.000217,1.582842,0.005536,0.000217,34689
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,45514,8754.000000,399.312622,18174314.000000,864000.000000,3411.794189,155284400.000000,5531264.000000,10380056.000000,672489600.000000,1731213.000000,7262477.000000,1.585960,1.566275,9.682052,6.743421,0,0,1.580210,0.005533,0.000217,1.560524,0.005533,0.000217,34669
EFT-SCORE MIX V2,45514,29841.000000,918.421387,41801032.000000,864000.000000,3867.529541,176026736.000000,3166784.000000,10380056.000000,641326592.000000,1172934.000000,4339718.000000,1.958957,1.934329,33.059784,20.276667,0,43,1.954232,0.004488,0.000235,1.929605,0.004488,0.000235,39812
EFT-SCORE MIX CONSERVATIVE BF MODE 2 V2,45514,32768.000000,893.972839,40688280.000000,864000.000000,3844.197021,174964784.000000,3214912.000000,10380056.000000,641880640.000000,1175282.000000,4390194.000000,1.821834,1.797821,78.119568,47.913334,0,52,1.817165,0.004431,0.000235,1.793153,0.004431,0.000235,39714

