Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,12890,21582.000000,1698.540527,21894188.000000,510114.000000,12003.539062,154725616.000000,3038528.000000,3543599.000000,956783744.000000,736590.000000,3775118.000000,1.813377,1.742356,44.818653,33.747341,0,0,1.813377,0.000000,0.000000,1.742356,0.000000,0.000000,6274
FCFS CONSERVATIVE BF MODE 2,12890,21634.000000,1528.490601,19702244.000000,510114.000000,11838.698242,152600816.000000,3060864.000000,3543599.000000,957065856.000000,781352.000000,3842216.000000,1.630366,1.570421,33.744682,33.744682,0,0,1.630366,0.000000,0.000000,1.570421,0.000000,0.000000,6365
EFT,12890,21253.000000,1726.342651,22252556.000000,510114.000000,12030.627930,155074800.000000,3038720.000000,3543599.000000,956772096.000000,726889.000000,3765609.000000,1.847615,1.772332,56.857143,37.750000,0,0,1.847615,0.000000,0.000000,1.772332,0.000000,0.000000,6282
EFT CONSERVATIVE BF MODE 2,12890,22018.000000,1505.513672,19406072.000000,510114.000000,11815.714844,152304560.000000,3054208.000000,3543599.000000,957034240.000000,787924.000000,3842132.000000,1.600004,1.545890,33.715427,33.715427,0,0,1.600004,0.000000,0.000000,1.545890,0.000000,0.000000,6361
SCORE,12890,430894.000000,6334.928223,81657224.000000,657042.000000,16498.152344,212661184.000000,1443072.000000,3642704.000000,933416704.000000,480767.000000,1923839.000000,3.292747,3.227771,70.772255,70.772255,0,485,3.292747,0.000000,0.000000,3.227771,0.000000,0.000000,9867
SCORE CONSERVATIVE BF MODE 2,12890,431276.000000,5362.914551,69127968.000000,657027.000000,15530.926758,200193648.000000,1474816.000000,3642689.000000,933645440.000000,509439.000000,1984255.000000,2.175806,2.136911,70.872047,70.872047,0,480,2.175806,0.000000,0.000000,2.136911,0.000000,0.000000,9624
OPPORTUNISTIC-SCORE MIX,12890,23186.000000,1635.696167,21084124.000000,510114.000000,11942.950195,153944624.000000,3039936.000000,3543599.000000,956880896.000000,764421.000000,3804357.000000,1.742433,1.674413,56.666668,37.759998,0,0,1.742433,0.000000,0.000000,1.674413,0.000000,0.000000,6383
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,12890,23645.000000,1543.345215,19893720.000000,510114.000000,11852.016602,152772496.000000,3025216.000000,3543599.000000,956880640.000000,797355.000000,3822571.000000,1.617461,1.561020,44.538860,33.750000,0,0,1.617461,0.000000,0.000000,1.561020,0.000000,0.000000,6471
EFT-SCORE MIX,12890,42163.000000,2301.020752,29660156.000000,510114.000000,12537.125000,161603536.000000,2195712.000000,3543599.000000,945996672.000000,687784.000000,2883496.000000,1.877208,1.828517,26.064516,26.064516,0,298,1.877208,0.000000,0.000000,1.828517,0.000000,0.000000,8473
EFT-SCORE MIX CONSERVATIVE BF MODE 2,12890,41546.000000,2087.486816,26907704.000000,510114.000000,12326.808594,158892560.000000,2230784.000000,3543599.000000,946339456.000000,694219.000000,2925003.000000,1.584849,1.557053,25.443197,25.443197,0,300,1.584849,0.000000,0.000000,1.557053,0.000000,0.000000,8312
