Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,26481,2882.000000,473.042603,12526641.000000,456032.000000,3660.126953,96923824.000000,5524736.000000,3112033.000000,908823104.000000,1478278.000000,7003014.000000,2.013187,1.637786,8.421621,7.674359,0,0,2.005848,0.004724,0.002615,1.630447,0.004724,0.002615,14170
FCFS CONSERVATIVE BF MODE 2,26481,3079.000000,340.070740,9005413.000000,456032.000000,3526.470459,93384464.000000,5515392.000000,3112033.000000,908680256.000000,1469301.000000,6984693.000000,1.466777,1.259141,7.674359,7.674359,0,0,1.459550,0.004638,0.002589,1.251914,0.004638,0.002589,14442
EFT,26481,2930.000000,465.853790,12336274.000000,456032.000000,3652.891113,96732208.000000,5492800.000000,3112033.000000,908835904.000000,1508617.000000,7001417.000000,1.983761,1.616581,7.676923,7.676923,0,0,1.976409,0.004735,0.002616,1.609230,0.004735,0.002616,14359
EFT CONSERVATIVE BF MODE 2,26481,3197.000000,335.584869,8886623.000000,456032.000000,3522.029541,93266864.000000,5482752.000000,3112033.000000,908656448.000000,1503154.000000,6985906.000000,1.445184,1.245003,7.676923,7.676923,0,0,1.437929,0.004659,0.002596,1.237749,0.004659,0.002596,14621
SCORE,26481,374259.000000,1265.711670,33517312.000000,735814.000000,4323.316895,114485760.000000,2504064.000000,3412249.000000,870715200.000000,1051596.000000,3555660.000000,1.319186,1.157908,30.173914,23.842501,0,177,1.310621,0.005996,0.002570,1.149343,0.005996,0.002570,21199
SCORE CONSERVATIVE BF MODE 2,26481,374259.000000,1270.399414,33641448.000000,735814.000000,4326.833984,114578896.000000,2537216.000000,3412249.000000,870575168.000000,986278.000000,3523494.000000,1.331560,1.166827,50.129532,32.250000,0,176,1.322949,0.006045,0.002566,1.158215,0.006045,0.002566,20887
OPPORTUNISTIC-SCORE MIX,26481,3181.000000,353.531372,9361864.000000,456032.000000,3540.132080,93746240.000000,5489344.000000,3112033.000000,908753600.000000,1501107.000000,6990451.000000,1.522907,1.299868,7.674359,7.674359,0,0,1.515642,0.004663,0.002602,1.292602,0.004663,0.002602,14619
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,26481,2964.000000,346.265656,9169461.000000,456032.000000,3532.432129,93542336.000000,5482368.000000,3112033.000000,908578368.000000,1496138.000000,6978506.000000,1.502159,1.281431,7.674359,7.674359,0,0,1.494915,0.004646,0.002598,1.274186,0.004646,0.002598,14622
EFT-SCORE MIX NON DYNAMIC TH100,26481,3037.000000,261.274323,6918805.000000,456032.000000,3427.474121,90762944.000000,4991808.000000,3112033.000000,904441152.000000,1458022.000000,6449830.000000,1.233317,1.079036,7.676923,7.676923,0,0,1.226311,0.004494,0.002513,1.072030,0.004494,0.002513,16165
EFT-SCORE MIX NON DYNAMIC TH100 CONSERVATIVE BF MODE 2,26481,2955.000000,261.524994,6925443.000000,456032.000000,3430.266846,90836896.000000,5058112.000000,3112033.000000,904713920.000000,1458803.000000,6516915.000000,1.252353,1.089800,7.676923,7.676923,0,0,1.245327,0.004523,0.002503,1.082775,0.004523,0.002503,15680
EFT-SCORE MIX DYNAMIC TH70,26481,10800.000000,365.409119,9676399.000000,456032.000000,3467.824951,91831472.000000,3529152.000000,3112033.000000,886763456.000000,1225515.000000,4754667.000000,1.200978,1.052654,16.746031,10.550000,0,0,1.192771,0.005731,0.002477,1.044446,0.005731,0.002477,19608
EFT-SCORE MIX DYNAMIC TH70 CONSERVATIVE BF MODE 0,26481,10800.000000,365.381744,9675674.000000,456032.000000,3470.211670,91894672.000000,3557888.000000,3112033.000000,887008576.000000,1261136.000000,4819024.000000,1.227463,1.066729,16.026455,10.541114,0,0,1.219068,0.005695,0.002700,1.058334,0.005695,0.002700,19409
EFT-SCORE MIX DYNAMIC TH100,26481,2735.000000,259.142944,6862364.000000,456032.000000,3414.755127,90426128.000000,4759360.000000,3112033.000000,903257024.000000,1409939.000000,6169299.000000,1.193461,1.052845,7.441026,7.441026,0,0,1.186437,0.004490,0.002535,1.045820,0.004490,0.002535,17380
EFT-SCORE MIX NON DYNAMIC TH70,26481,10824.000000,330.988525,8764907.000000,456032.000000,3444.715820,91219520.000000,3739008.000000,3112033.000000,889599936.000000,1317255.000000,5056263.000000,1.202578,1.052320,15.333333,10.541114,0,0,1.194494,0.005606,0.002478,1.044236,0.005606,0.002478,19203
