Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,25242,570.000000,1.235401,31184.000000,401414.000000,3214.011475,81128080.000000,1563520.000000,5402155.000000,427510784.000000,1330220.000000,2893740.000000,0.998306,0.960848,1.824891,1.824891,0,0,0.998306,0.000000,0.000000,0.960848,0.000000,0.000000,19138
FCFS CONSERVATIVE BF MODE 2,25242,570.000000,1.253546,31642.000000,401414.000000,3214.164307,81131936.000000,1559680.000000,5402155.000000,427514368.000000,1337390.000000,2897070.000000,0.998455,0.960997,1.824891,1.824891,0,0,0.998455,0.000000,0.000000,0.960997,0.000000,0.000000,19141
EFT,25242,571.000000,1.302789,32885.000000,401414.000000,3214.105957,81130464.000000,1547648.000000,5402155.000000,427508736.000000,1346909.000000,2894557.000000,0.998410,0.960960,1.840473,1.840473,0,0,0.998410,0.000000,0.000000,0.960960,0.000000,0.000000,19201
EFT CONSERVATIVE BF MODE 2,25242,571.000000,1.370137,34585.000000,401414.000000,3214.187256,81132512.000000,1542400.000000,5402155.000000,427510720.000000,1352231.000000,2894631.000000,0.998498,0.961058,1.847988,1.847988,0,0,0.998498,0.000000,0.000000,0.961058,0.000000,0.000000,19220
SCORE,25242,345521.000000,979.786255,24731764.000000,634234.000000,4137.858398,104447824.000000,970304.000000,5650729.000000,421862784.000000,531217.000000,1501521.000000,1.869492,1.811230,23.952879,16.580078,0,49,1.869492,0.000000,0.000000,1.811230,0.000000,0.000000,21818
SCORE CONSERVATIVE BF MODE 2,25242,345521.000000,997.383423,25175952.000000,634234.000000,4155.382324,104890160.000000,981824.000000,5650729.000000,421860928.000000,516939.000000,1498763.000000,1.873983,1.819021,18.050682,18.050682,0,51,1.873983,0.000000,0.000000,1.819021,0.000000,0.000000,21677
OPPORTUNISTIC-SCORE MIX,25242,571.000000,1.270937,32081.000000,401414.000000,3214.123047,81130896.000000,1552320.000000,5402155.000000,427514944.000000,1343363.000000,2895683.000000,0.998429,0.960969,1.841950,1.841950,0,0,0.998429,0.000000,0.000000,0.960969,0.000000,0.000000,19185
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,25242,571.000000,1.293677,32655.000000,401414.000000,3214.236572,81133760.000000,1547136.000000,5402155.000000,427516288.000000,1350823.000000,2897959.000000,0.998491,0.961047,1.841950,1.841950,0,0,0.998491,0.000000,0.000000,0.961047,0.000000,0.000000,19181
EFT-SCORE MIX,25242,3779.000000,124.854965,3151589.000000,401414.000000,3327.415527,83990624.000000,1466432.000000,5402155.000000,426543840.000000,1167938.000000,2634370.000000,1.159148,1.119874,4.769565,3.880000,0,0,1.159148,0.000000,0.000000,1.119874,0.000000,0.000000,19472
EFT-SCORE MIX CONSERVATIVE BF MODE 2,25242,1965.000000,122.300964,3087121.000000,401414.000000,3325.044922,83930784.000000,1476480.000000,5402155.000000,426640800.000000,1162553.000000,2639033.000000,1.155848,1.116555,4.914141,3.772308,0,0,1.155848,0.000000,0.000000,1.116555,0.000000,0.000000,19447
