Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,41306,101166.000000,59532.289062,2459040768.000000,713579.000000,64481.378906,2663467776.000000,2268416.000000,4762793.000000,1199353088.000000,1157252.000000,3425668.000000,131.762360,107.861313,478.875671,295.306671,0,33132,131.731415,0.009635,0.021291,107.830391,0.009635,0.021291,32985
FCFS CONSERVATIVE BF MODE 2,41306,107706.000000,39201.039062,1619238144.000000,716414.000000,44143.277344,1823382272.000000,2194496.000000,4765628.000000,1198795520.000000,1054866.000000,3249362.000000,91.534653,69.307289,473.864868,292.216675,0,20471,91.513428,0.007646,0.013576,69.286057,0.007646,0.013576,33235
EFT,41306,100363.000000,59445.609375,2455460352.000000,715029.000000,64394.226562,2659867904.000000,2247680.000000,4764243.000000,1199184384.000000,1191603.000000,3439283.000000,131.169617,107.558319,475.248657,293.070007,0,33450,131.139740,0.009634,0.020222,107.528473,0.009634,0.020222,33170
EFT CONSERVATIVE BF MODE 2,41306,107144.000000,43687.226562,1804544512.000000,716414.000000,48630.910156,2008748416.000000,2161600.000000,4765628.000000,1198553600.000000,1065870.000000,3227470.000000,99.988731,77.587105,472.367554,291.593323,0,24907,99.960457,0.008279,0.019998,77.558815,0.008279,0.019998,33400
SCORE,41306,561600.000000,3865.652344,159674640.000000,803722.000000,8792.595703,363186944.000000,1025984.000000,4852936.000000,1195345152.000000,1232966.000000,2258950.000000,2.113737,1.988634,91.035858,84.350159,0,872,2.110464,0.001492,0.001782,1.985361,0.001492,0.001782,38057
SCORE CONSERVATIVE BF MODE 2,41306,561600.000000,3986.811523,164679232.000000,702000.000000,8913.441406,368178624.000000,1049792.000000,4706233.000000,1195324928.000000,1188089.000000,2237881.000000,2.149508,2.032433,121.149841,121.149841,0,911,2.146219,0.001502,0.001786,2.029144,0.001502,0.001786,37755
EFT-SCORE MIX,41306,96701.000000,51543.734375,2129065472.000000,703908.000000,56479.746094,2332952320.000000,1677824.000000,4753122.000000,1196742144.000000,1169156.000000,2846980.000000,115.748642,92.855835,462.621613,296.283325,0,29608,115.731865,0.008932,0.007826,92.839073,0.008932,0.007826,35837
EFT-SCORE MIX CONSERVATIVE BF MODE 2,41306,108367.000000,35648.113281,1472481024.000000,660039.000000,40576.144531,1676038272.000000,1698176.000000,4709253.000000,1196397184.000000,912847.000000,2611023.000000,82.641296,61.902107,461.637848,290.170013,0,21032,82.628448,0.006862,0.005985,61.889278,0.006862,0.005985,35516
OPPORTUNISTIC-SCORE MIX,41306,99294.000000,57195.925781,2362534912.000000,704049.000000,62142.093750,2566841344.000000,2110592.000000,4753263.000000,1198150400.000000,1213926.000000,3324518.000000,126.463058,103.359138,471.205414,290.576660,0,32682,126.441414,0.009355,0.012309,103.337532,0.009355,0.012309,33460
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,41306,106927.000000,48866.832031,2018493312.000000,704600.000000,53806.289062,2222522624.000000,2099968.000000,4753814.000000,1197865984.000000,985308.000000,3085276.000000,109.913330,87.392479,468.367554,290.163330,0,27848,109.892380,0.008869,0.012098,87.371529,0.008869,0.012098,33501
