Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs
FCFS,31784,35280.000000,2615.981201,83146344.000000,469870.000000,8978.801758,285382240.000000,7192126.000000,2606238.000000,1022363584.000000,2576234.000000,9768360.000000,5.080071,4.535195,112.529411,70.373337,0,265,5.052000,0.025418,0.002656,4.507122,0.025418,0.002656
FCFS EASY BF,31784,44249.000000,1818.635986,57803528.000000,469870.000000,8182.939941,260086560.000000,7234110.000000,2606238.000000,1021987712.000000,2596655.000000,9830765.000000,2.429270,2.368117,42.299213,42.299213,0,415,2.395684,0.031061,0.002523,2.334533,0.031061,0.002523
SCORE,31784,2653522.000000,3316.484619,105411144.000000,2832454.000000,9503.126953,302047392.000000,2886462.000000,4883581.000000,980046336.000000,1251117.000000,4137579.000000,1.567447,1.492376,48.160999,48.160999,0,404,1.552002,0.005988,0.009457,1.476931,0.005988,0.009457
SCORE EASY BF,31784,104280.000000,1802.029907,57275720.000000,469886.000000,8165.318848,259526496.000000,7169662.000000,2606254.000000,1021945088.000000,2625668.000000,9795330.000000,2.397312,2.332961,41.818897,41.818897,0,438,2.364609,0.030189,0.002513,2.300258,0.030189,0.002513
EFT-SCORE MIX,31784,37371.000000,1403.176147,44598552.000000,469870.000000,7713.735352,245173360.000000,5882622.000000,2606238.000000,1012861632.000000,2249701.000000,8132323.000000,1.867574,1.788299,26.550642,26.550642,0,225,1.842167,0.022981,0.002426,1.762892,0.022981,0.002426
EFT-SCORE MIX EASY BF,31784,39193.000000,1758.141479,55880768.000000,469870.000000,8121.576660,258136192.000000,7144766.000000,2606238.000000,1021771392.000000,2648260.000000,9793026.000000,2.391230,2.331574,42.181103,42.181103,0,361,2.356221,0.032473,0.002537,2.296566,0.032473,0.002537
OPPORTUNISTIC-SCORE MIX,31784,38273.000000,2137.171875,67927872.000000,469870.000000,8496.815430,270062784.000000,7191230.000000,2606238.000000,1021508544.000000,2499760.000000,9690990.000000,3.204119,3.138676,46.367455,46.367455,0,270,3.172908,0.028571,0.002639,3.107466,0.028571,0.002639
OPPORTUNISTIC-SCORE MIX EASY BF,31784,39714.000000,1821.787231,57903684.000000,469870.000000,8184.500977,260136176.000000,7133694.000000,2606238.000000,1021352960.000000,2620298.000000,9753992.000000,2.523356,2.466469,43.175854,43.175854,0,256,2.488627,0.032143,0.002586,2.431741,0.032143,0.002586
