Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,10047,17442.000000,819.276306,8231269.000000,263232.000000,3080.886963,30953672.000000,1474688.000000,4080064.000000,150723760.000000,863960.000000,2338648.000000,1.763473,1.680393,69.728722,44.293335,0,0,1.763473,0.000000,0.000000,1.680393,0.000000,0.000000,6272
FCFS CONSERVATIVE BF MODE 2,10047,17200.000000,761.386169,7649647.000000,263232.000000,3022.690918,30368976.000000,1473984.000000,4080064.000000,150679344.000000,861479.000000,2335463.000000,1.596954,1.571986,29.117783,29.117783,0,0,1.596954,0.000000,0.000000,1.571986,0.000000,0.000000,6254
EFT,10047,17842.000000,820.691162,8245484.000000,263232.000000,3078.382324,30928508.000000,1443904.000000,4080064.000000,150437328.000000,855193.000000,2299097.000000,1.763677,1.676700,74.090424,46.430000,0,0,1.763677,0.000000,0.000000,1.676700,0.000000,0.000000,6385
EFT CONSERVATIVE BF MODE 2,10047,17147.000000,758.019714,7615824.000000,263232.000000,3016.247559,30304240.000000,1438912.000000,4080064.000000,150648912.000000,865760.000000,2304672.000000,1.587015,1.562469,28.785219,28.785219,0,0,1.587015,0.000000,0.000000,1.562469,0.000000,0.000000,6444
SCORE,10047,270941.000000,1593.814331,16013053.000000,309464.000000,3724.916992,37424240.000000,560128.000000,4122213.000000,137012544.000000,464968.000000,1025096.000000,1.860542,1.813000,13.632290,13.632290,0,41,1.860542,0.000000,0.000000,1.813000,0.000000,0.000000,8276
SCORE CONSERVATIVE BF MODE 2,10047,270941.000000,1605.837402,16133848.000000,309464.000000,3736.726074,37542888.000000,569024.000000,4122213.000000,137004992.000000,453770.000000,1022794.000000,1.840064,1.797793,37.045101,37.045101,0,47,1.840064,0.000000,0.000000,1.797793,0.000000,0.000000,8220
OPPORTUNISTIC-SCORE MIX,10047,18299.000000,801.505615,8052727.000000,263232.000000,3062.445801,30768392.000000,1466944.000000,4080064.000000,151070032.000000,864731.000000,2331675.000000,1.734923,1.657646,63.893616,40.063332,0,0,1.734923,0.000000,0.000000,1.657646,0.000000,0.000000,6422
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,10047,18125.000000,758.296326,7618603.000000,263232.000000,3016.761230,30309400.000000,1450240.000000,4080064.000000,150602544.000000,856609.000000,2306849.000000,1.583606,1.559356,28.905312,28.905312,0,0,1.583606,0.000000,0.000000,1.559356,0.000000,0.000000,6409
EFT-SCORE MIX,10047,48633.000000,1092.725830,10978616.000000,263232.000000,3263.855469,32791956.000000,825536.000000,4080064.000000,141415440.000000,602978.000000,1428514.000000,1.800433,1.753684,13.632290,13.632290,0,18,1.800433,0.000000,0.000000,1.753684,0.000000,0.000000,7843
EFT-SCORE MIX CONSERVATIVE BF MODE 2,10047,47351.000000,1071.033813,10760677.000000,263232.000000,3242.895264,32581368.000000,844416.000000,4080064.000000,141621744.000000,591802.000000,1436218.000000,1.770407,1.728701,19.861586,19.861586,0,13,1.770407,0.000000,0.000000,1.728701,0.000000,0.000000,7788
