Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,8548,12729.000000,1398.545654,11954768.000000,604800.000000,10381.129883,88737896.000000,2904576.000000,2397887.000000,808132800.000000,293113.000000,3197689.000000,1.834188,1.753152,35.956520,22.053333,0,0,1.834188,0.000000,0.000000,1.753152,0.000000,0.000000,2533
FCFS CONSERVATIVE BF MODE 2,8548,12697.000000,902.389099,7713622.000000,604800.000000,9890.050781,84540152.000000,2930624.000000,2397887.000000,808573376.000000,310428.000000,3241052.000000,1.404670,1.352556,9.947331,9.947331,0,0,1.404670,0.000000,0.000000,1.352556,0.000000,0.000000,2507
EFT,8548,12578.000000,1406.730835,12024735.000000,604800.000000,10390.342773,88816648.000000,2909440.000000,2397887.000000,808263744.000000,297110.000000,3206550.000000,1.847004,1.764930,36.347828,22.293333,0,0,1.847004,0.000000,0.000000,1.764930,0.000000,0.000000,2530
EFT CONSERVATIVE BF MODE 2,8548,11695.000000,877.056946,7497083.000000,604800.000000,9871.128906,84378408.000000,2987200.000000,2397887.000000,809800128.000000,308638.000000,3295838.000000,1.399714,1.347602,9.271886,9.271886,0,0,1.399714,0.000000,0.000000,1.347602,0.000000,0.000000,2453
SCORE,8548,410366.000000,2516.461914,21510716.000000,808260.000000,11392.020508,97378992.000000,2011008.000000,2614738.000000,798587520.000000,250608.000000,2261616.000000,1.614603,1.532502,20.752428,14.250000,0,190,1.614603,0.000000,0.000000,1.532502,0.000000,0.000000,4991
SCORE CONSERVATIVE BF MODE 2,8548,410366.000000,2288.869385,19565256.000000,808260.000000,11160.181641,95397232.000000,2040704.000000,2614738.000000,798444160.000000,184036.000000,2224740.000000,1.533364,1.458502,11.336737,11.336737,0,179,1.533364,0.000000,0.000000,1.458502,0.000000,0.000000,4829
OPPORTUNISTIC-SCORE MIX,8548,13559.000000,1347.207886,11515933.000000,604800.000000,10327.420898,88278792.000000,2875520.000000,2397887.000000,807614912.000000,301938.000000,3177458.000000,1.763539,1.694801,32.486488,20.033333,0,0,1.763539,0.000000,0.000000,1.694801,0.000000,0.000000,2563
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,8548,13442.000000,937.198547,8011173.000000,604800.000000,9918.250977,84781208.000000,2870336.000000,2397887.000000,807592384.000000,314241.000000,3184577.000000,1.417277,1.365205,10.567260,10.567260,0,0,1.417277,0.000000,0.000000,1.365205,0.000000,0.000000,2562
EFT-SCORE MIX,8548,45396.000000,1227.473389,10492443.000000,604800.000000,10147.016602,86736696.000000,2376064.000000,2397887.000000,801870784.000000,281880.000000,2657944.000000,1.656986,1.588792,17.684492,11.023334,0,12,1.656986,0.000000,0.000000,1.588792,0.000000,0.000000,4040
EFT-SCORE MIX CONSERVATIVE BF MODE 2,8548,35173.000000,960.034058,8206371.000000,604800.000000,9884.835938,84495576.000000,2403520.000000,2398940.000000,802206272.000000,299434.000000,2702954.000000,1.426573,1.367381,9.347331,9.347331,0,10,1.426573,0.000000,0.000000,1.367381,0.000000,0.000000,3957
