Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,28090,24353.000000,2294.566650,64454376.000000,698004.000000,9179.874023,257862672.000000,2009472.000000,7075404.000000,1426560128.000000,1001186.000000,3010658.000000,2.978265,2.880479,44.302563,29.106667,0,0,2.978265,0.000000,0.000000,2.880479,0.000000,0.000000,19718
FCFS CONSERVATIVE BF MODE 2,28090,23860.000000,2039.099731,57278312.000000,698004.000000,8925.603516,250720192.000000,2009216.000000,7075379.000000,1426628096.000000,1033680.000000,3042896.000000,2.626171,2.539685,40.379486,26.686666,0,0,2.626171,0.000000,0.000000,2.539685,0.000000,0.000000,19742
EFT,28090,25484.000000,2305.064941,64749272.000000,698004.000000,9190.742188,258167936.000000,1997312.000000,7075358.000000,1426565248.000000,1027303.000000,3024615.000000,2.994836,2.897602,43.984615,28.760000,0,4,2.994836,0.000000,0.000000,2.897602,0.000000,0.000000,19825
EFT CONSERVATIVE BF MODE 2,28090,23289.000000,2015.830200,56624672.000000,698004.000000,8902.766602,250078720.000000,2015040.000000,7075279.000000,1426609536.000000,1047054.000000,3062094.000000,2.622884,2.538185,38.625641,25.313334,0,0,2.622884,0.000000,0.000000,2.538185,0.000000,0.000000,19706
SCORE,28090,604938.000000,3067.125732,86155560.000000,1209738.000000,9917.809570,278591264.000000,1334336.000000,7597683.000000,1419837824.000000,686014.000000,2020350.000000,3.914609,3.847823,63.533089,57.603333,0,49,3.914609,0.000000,0.000000,3.847823,0.000000,0.000000,22556
SCORE CONSERVATIVE BF MODE 2,28090,605805.000000,3027.067627,85030328.000000,1210605.000000,9880.093750,277531840.000000,1363584.000000,7598550.000000,1420033280.000000,723866.000000,2087450.000000,3.854819,3.795573,61.650734,55.896667,0,50,3.854819,0.000000,0.000000,3.795573,0.000000,0.000000,9
OPPORTUNISTIC-SCORE MIX,28090,22847.000000,2040.966309,57330744.000000,698004.000000,8927.256836,250766656.000000,1997824.000000,7075517.000000,1426572416.000000,1038734.000000,3036558.000000,2.704153,2.619862,38.769230,25.379999,0,0,2.704153,0.000000,0.000000,2.619862,0.000000,0.000000,19798
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,28090,25266.000000,1841.181885,51718800.000000,698004.000000,8727.705078,245161232.000000,2009216.000000,7075451.000000,1426510080.000000,1039245.000000,3048461.000000,2.422652,2.348997,31.098446,20.713333,0,4,2.422652,0.000000,0.000000,2.348997,0.000000,0.000000,19656
EFT-SCORE MIX,28090,511604.000000,3483.904053,97862864.000000,1116404.000000,10350.976562,290758944.000000,1631872.000000,7504349.000000,1423245696.000000,854162.000000,2486034.000000,4.344277,4.260966,68.630508,67.576668,0,17,4.344277,0.000000,0.000000,4.260966,0.000000,0.000000,6
EFT-SCORE MIX CONSERVATIVE BF MODE 2,28090,514129.000000,3198.216064,89837888.000000,1118929.000000,10066.184570,282759136.000000,1651264.000000,7506874.000000,1423318400.000000,860768.000000,2512032.000000,3.955583,3.880306,58.294117,52.853333,0,19,3.955583,0.000000,0.000000,3.880306,0.000000,0.000000,6
