Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,14731,45237.000000,10118.588867,149056928.000000,812040.000000,17338.349609,255411216.000000,3125888.000000,2709952.000000,579883136.000000,334293.000000,3460181.000000,17.859053,17.163408,101.770050,66.173332,0,975,17.859053,0.000000,0.000000,17.163408,0.000000,0.000000,7323
FCFS CONSERVATIVE BF MODE 2,14731,66865.000000,5622.022461,82818016.000000,812040.000000,12841.108398,189162368.000000,3125696.000000,2709952.000000,579699712.000000,323576.000000,3449272.000000,5.699204,5.547897,46.658344,46.658344,0,1213,5.699204,0.000000,0.000000,5.547897,0.000000,0.000000,7204
EFT,14731,44532.000000,9702.868164,142932944.000000,812040.000000,16922.455078,249284688.000000,3108672.000000,2709952.000000,579988736.000000,348649.000000,3457321.000000,16.925428,16.258553,94.326202,61.496666,0,964,16.925428,0.000000,0.000000,16.258553,0.000000,0.000000,7500
EFT CONSERVATIVE BF MODE 2,14731,63128.000000,5449.278320,80273320.000000,812040.000000,12669.311523,186631632.000000,3106624.000000,2709952.000000,579571840.000000,357354.000000,3463978.000000,5.864383,5.707677,44.012127,44.012127,0,1155,5.864383,0.000000,0.000000,5.707677,0.000000,0.000000,7224
SCORE,14731,205553.000000,3525.077881,51927924.000000,812040.000000,10658.334961,157007936.000000,1876672.000000,2709952.000000,561719744.000000,305874.000000,2182546.000000,2.658622,2.581878,27.656206,27.656206,0,939,2.658622,0.000000,0.000000,2.581878,0.000000,0.000000,10218
SCORE CONSERVATIVE BF MODE 0,14731,205553.000000,3353.883301,49406056.000000,812040.000000,10497.348633,154636448.000000,1963008.000000,2709952.000000,562616640.000000,372187.000000,2335195.000000,2.155259,2.082201,31.223967,31.223967,0,998,2.155259,0.000000,0.000000,2.082201,0.000000,0.000000,20
OPPORTUNISTIC-SCORE MIX,14731,46954.000000,5269.529785,77625440.000000,812040.000000,12495.427734,184070144.000000,3183552.000000,2709952.000000,580244480.000000,366644.000000,3550196.000000,6.073159,5.863221,41.273685,32.453636,0,964,6.073159,0.000000,0.000000,5.863221,0.000000,0.000000,1
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 0,14731,66856.000000,4704.131348,69296560.000000,812040.000000,11928.031250,175711824.000000,3128192.000000,2709952.000000,579502464.000000,392319.000000,3520511.000000,3.028230,2.958060,46.658344,46.658344,0,1195,3.028230,0.000000,0.000000,2.958060,0.000000,0.000000,0
EFT-SCORE MIX,14731,155779.000000,3543.385254,52197608.000000,812040.000000,10677.432617,157289264.000000,1875136.000000,2709952.000000,561906816.000000,319799.000000,2194935.000000,2.640908,2.564406,28.111269,28.111269,0,960,2.640908,0.000000,0.000000,2.564406,0.000000,0.000000,17
EFT-SCORE MIX CONSERVATIVE BF MODE 0,14731,153432.000000,3273.364502,48219932.000000,812040.000000,10419.255859,153486064.000000,1994944.000000,2709952.000000,562859584.000000,375140.000000,2370084.000000,2.097188,2.039243,29.873753,29.873753,0,979,2.097188,0.000000,0.000000,2.039243,0.000000,0.000000,9
