Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,11214,11452.000000,1249.777344,14015003.000000,865165.000000,8985.750977,100766208.000000,1767423.000000,2867840.000000,341304288.000000,430533.000000,2197956.000000,3.286790,2.787504,43.026455,30.436666,0,0,3.286790,0.000000,0.000000,2.787504,0.000000,0.000000,5441
FCFS CONSERVATIVE BF MODE 2,11214,11452.000000,1225.811401,13746249.000000,865170.000000,8961.944336,100499248.000000,1778559.000000,2867840.000000,341286752.000000,421811.000000,2200370.000000,3.235066,2.747301,42.386242,30.316668,0,0,3.235066,0.000000,0.000000,2.747301,0.000000,0.000000,5323
EFT,11214,12397.000000,1179.586182,13227879.000000,865295.000000,8915.163086,99974640.000000,1768511.000000,2867840.000000,341267488.000000,422699.000000,2191210.000000,3.108262,2.647250,39.873016,28.916666,0,0,3.108262,0.000000,0.000000,2.647250,0.000000,0.000000,5368
EFT CONSERVATIVE BF MODE 2,11214,12095.000000,1167.098145,13087839.000000,865300.000000,8902.783203,99835808.000000,1767551.000000,2867840.000000,341296992.000000,424106.000000,2191657.000000,3.120407,2.655070,40.857143,29.123333,0,0,3.120407,0.000000,0.000000,2.655070,0.000000,0.000000,5420
SCORE,11214,131339.000000,2488.539307,27906480.000000,864000.000000,10147.680664,113796096.000000,1020543.000000,2867840.000000,332303136.000000,254880.000000,1275423.000000,3.268983,2.876333,60.698803,60.698803,0,166,3.268983,0.000000,0.000000,2.876333,0.000000,0.000000,7820
SCORE CONSERVATIVE BF MODE 2,11214,131339.000000,2367.724854,26551666.000000,868792.000000,10027.225586,112445312.000000,1032511.000000,2867840.000000,332335584.000000,247215.000000,1279726.000000,2.976446,2.640286,60.698803,60.698803,0,164,2.976446,0.000000,0.000000,2.640286,0.000000,0.000000,7750
OPPORTUNISTIC-SCORE MIX,11214,12340.000000,1245.567505,13967794.000000,865206.000000,8980.796875,100710656.000000,1753343.000000,2867840.000000,341135840.000000,432520.000000,2185863.000000,3.203259,2.722287,43.338623,29.953333,0,0,3.203259,0.000000,0.000000,2.722287,0.000000,0.000000,5454
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,11214,12400.000000,1175.947266,13187072.000000,865705.000000,8911.554688,99934176.000000,1768255.000000,2867840.000000,341232352.000000,421909.000000,2190164.000000,3.151172,2.678191,41.571430,29.696667,0,0,3.151172,0.000000,0.000000,2.678191,0.000000,0.000000,5412
EFT-SCORE MIX,11214,120278.000000,1933.755859,21685138.000000,864008.000000,9596.125977,107610960.000000,1048255.000000,2867840.000000,332984704.000000,264933.000000,1313188.000000,2.553254,2.277965,34.121387,34.121387,0,133,2.553254,0.000000,0.000000,2.277965,0.000000,0.000000,7956
EFT-SCORE MIX CONSERVATIVE BF MODE 2,11214,120396.000000,1901.392578,21322216.000000,864008.000000,9564.131836,107252176.000000,1047487.000000,2867840.000000,332969920.000000,268826.000000,1316313.000000,2.476141,2.221261,81.580238,81.580238,0,135,2.476141,0.000000,0.000000,2.221261,0.000000,0.000000,7902
