Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,8672,129544.000000,94742.570312,821607552.000000,740928.000000,98953.664062,858126144.000000,1642368.000000,9286463.000000,419071008.000000,54625.000000,1696993.000000,202.037399,168.182449,567.602173,351.913330,0,8672,202.037399,0.000000,0.000000,168.182449,0.000000,0.000000,4211
FCFS CONSERVATIVE BF MODE 2,8672,123290.000000,42011.125000,364320480.000000,718454.000000,46224.660156,400860256.000000,1624832.000000,9263989.000000,419184928.000000,91938.000000,1716770.000000,55.274956,50.692806,203.243240,135.752945,0,4947,55.274956,0.000000,0.000000,50.692806,0.000000,0.000000,4481
EFT,8672,129871.000000,94432.843750,818921600.000000,742195.000000,98644.593750,855445888.000000,1639040.000000,9287730.000000,419031520.000000,61545.000000,1700585.000000,200.811218,167.393173,561.059143,347.856659,0,8672,200.811218,0.000000,0.000000,167.393173,0.000000,0.000000,4219
EFT CONSERVATIVE BF MODE 2,8672,122927.000000,48760.648438,422852352.000000,717314.000000,52975.699219,459405280.000000,1672832.000000,9262849.000000,419134144.000000,57662.000000,1730494.000000,80.135735,69.783531,275.875671,170.123337,0,7011,80.135735,0.000000,0.000000,69.783531,0.000000,0.000000,4019
SCORE,8672,591028.000000,37998.289062,329521152.000000,763828.000000,42124.574219,365304320.000000,900032.000000,9333036.000000,410032672.000000,20124.000000,920156.000000,66.070602,55.993687,292.000000,181.039993,0,5767,66.070602,0.000000,0.000000,55.993687,0.000000,0.000000,80
X
OPPORTUNISTIC-SCORE MIX,8672,142757.000000,36594.316406,317345920.000000,678139.000000,40727.832031,353191776.000000,1002432.000000,9223674.000000,411287104.000000,20124.000000,1022556.000000,66.051483,55.974552,292.000000,181.039993,0,5767,66.051483,0.000000,0.000000,55.974552,0.000000,0.000000,0
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 0,8672,142757.000000,36591.441406,317320992.000000,678139.000000,40724.953125,353166784.000000,1002432.000000,9223674.000000,411287104.000000,20124.000000,1022556.000000,66.051453,55.974529,292.000000,181.039993,0,5767,66.051453,0.000000,0.000000,55.974529,0.000000,0.000000,0
EFT-SCORE MIX,8672,197702.000000,36979.636719,320687424.000000,678139.000000,41109.886719,356504928.000000,971712.000000,9223674.000000,410723872.000000,20124.000000,991836.000000,66.056946,55.979969,292.000000,181.039993,0,5767,66.056946,0.000000,0.000000,55.979969,0.000000,0.000000,5863
EFT-SCORE MIX CONSERVATIVE BF MODE 2,8672,197873.000000,22979.845703,199281216.000000,683901.000000,27129.603516,235267920.000000,1107776.000000,9229436.000000,411290208.000000,51168.000000,1158944.000000,28.189058,24.570202,248.930115,154.336670,0,2706,28.189058,0.000000,0.000000,24.570202,0.000000,0.000000,4864
