Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,9988,47563.000000,2831.072998,28276758.000000,607800.000000,10763.699219,107507832.000000,1653568.000000,9359505.000000,291499296.000000,359457.000000,2013025.000000,3.030136,3.010140,50.297298,34.925106,0,17,3.030136,0.000000,0.000000,3.010140,0.000000,0.000000,6001
FCFS CONSERVATIVE BF MODE 2,9988,46759.000000,1965.708496,19633496.000000,607800.000000,9900.718750,98888376.000000,1689600.000000,9359505.000000,291817376.000000,347081.000000,2036681.000000,2.239462,2.231419,34.351639,34.351639,0,15,2.239462,0.000000,0.000000,2.231419,0.000000,0.000000,5987
EFT,9988,46915.000000,2699.568359,26963288.000000,607800.000000,10632.349609,106195912.000000,1658240.000000,9359505.000000,291538912.000000,356264.000000,2014504.000000,2.919043,2.901043,46.848648,34.462910,0,17,2.919043,0.000000,0.000000,2.901043,0.000000,0.000000,5967
EFT CONSERVATIVE BF MODE 2,9988,46555.000000,1932.100708,19297822.000000,607800.000000,9867.956055,98561144.000000,1701312.000000,9359505.000000,291868128.000000,343906.000000,2045218.000000,2.219093,2.211075,34.206135,34.206135,0,15,2.219093,0.000000,0.000000,2.211075,0.000000,0.000000,5936
SCORE,9988,229316.000000,2349.757324,23469376.000000,607800.000000,10204.760742,101925152.000000,958592.000000,9359505.000000,287420480.000000,247080.000000,1205672.000000,1.560417,1.549838,21.109419,21.109419,0,285,1.560417,0.000000,0.000000,1.549838,0.000000,0.000000,8073
SCORE CONSERVATIVE BF MODE 2,9988,229316.000000,2227.862305,22251888.000000,607800.000000,10085.948242,100738448.000000,1013760.000000,9359505.000000,287756160.000000,222317.000000,1236077.000000,1.507036,1.496072,16.748337,16.748337,0,235,1.507036,0.000000,0.000000,1.496072,0.000000,0.000000,7901
OPPORTUNISTIC-SCORE MIX,9988,46555.000000,2396.570312,23936944.000000,607800.000000,10329.744141,103173480.000000,1676928.000000,9359505.000000,291644064.000000,340695.000000,2017623.000000,2.645479,2.637058,34.206135,34.206135,0,16,2.645479,0.000000,0.000000,2.637058,0.000000,0.000000,5980
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,9988,46405.000000,1904.289551,19020044.000000,607800.000000,9836.811523,98250072.000000,1658240.000000,9359505.000000,291511584.000000,353642.000000,2011882.000000,2.195376,2.187351,34.099144,34.099144,0,15,2.195376,0.000000,0.000000,2.187351,0.000000,0.000000,6073
EFT-SCORE MIX,9988,95647.000000,2490.003662,24870156.000000,607800.000000,10339.646484,103272392.000000,930752.000000,9359505.000000,286471808.000000,220192.000000,1150944.000000,1.637249,1.626715,21.110111,21.110111,0,306,1.637249,0.000000,0.000000,1.626715,0.000000,0.000000,7964
EFT-SCORE MIX CONSERVATIVE BF MODE 2,9988,95495.000000,2279.311523,22765764.000000,607800.000000,10134.919922,101227576.000000,992192.000000,9359505.000000,287200832.000000,218835.000000,1211027.000000,1.516671,1.506434,16.748337,16.748337,0,281,1.516671,0.000000,0.000000,1.506434,0.000000,0.000000,7847
