Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,41306,98864.000000,59562.386719,2460283904.000000,709333.000000,64492.652344,2663933440.000000,1857472.000000,4758547.000000,1196431616.000000,773576.000000,2631048.000000,135.903915,110.124184,478.583771,295.126678,0,33358,135.894928,0.007363,0.001610,110.115227,0.007363,0.001610,33159
FCFS CONSERVATIVE BF MODE 2,41306,107894.000000,34422.832031,1421869568.000000,688053.000000,39350.171875,1625398272.000000,1790912.000000,4737267.000000,1196033536.000000,758485.000000,2549397.000000,85.479401,61.943489,471.659454,290.856659,0,15766,85.471230,0.006569,0.001599,61.935326,0.006569,0.001599,33313
EFT,41306,106631.000000,56699.679688,2342036992.000000,706181.000000,61628.621094,2545631744.000000,1800704.000000,4755395.000000,1196084608.000000,784586.000000,2585290.000000,129.740677,104.467606,474.918915,292.866669,0,32099,129.731613,0.007454,0.001606,104.458443,0.007454,0.001606,33487
EFT CONSERVATIVE BF MODE 2,41306,107144.000000,36380.343750,1502726528.000000,716414.000000,41308.632812,1706294400.000000,1806016.000000,4765628.000000,1196306944.000000,757716.000000,2563732.000000,88.347328,65.045815,468.351349,289.929993,0,17830,88.339195,0.006574,0.001562,65.037682,0.006574,0.001562,33261
SCORE,41306,561600.000000,3700.877197,152868432.000000,705101.000000,8613.409180,355785472.000000,861824.000000,4754315.000000,1193320448.000000,768494.000000,1630318.000000,3.880358,3.591555,62.251282,41.673267,0,317,3.879896,0.000330,0.000131,3.591094,0.000330,0.000131,37935
SCORE CONSERVATIVE BF MODE 2,41306,561600.000000,3167.393799,130832368.000000,702000.000000,8083.130371,333881792.000000,891648.000000,4706233.000000,1193563392.000000,874930.000000,1766578.000000,2.700658,2.555387,38.425640,27.888199,0,315,2.700225,0.000324,0.000109,2.554954,0.000324,0.000109,37572
EFT-SCORE MIX,41306,92133.000000,50114.687500,2070037248.000000,703892.000000,55032.824219,2273185792.000000,1431296.000000,4753106.000000,1194772736.000000,739379.000000,2170675.000000,116.744949,92.225594,469.167572,289.320007,0,28533,116.737450,0.006212,0.001289,92.218094,0.006212,0.001289,35949
EFT-SCORE MIX CONSERVATIVE BF MODE 2,41306,106816.000000,32785.082031,1354220544.000000,691664.000000,37702.359375,1557333632.000000,1450304.000000,4740878.000000,1194710272.000000,672786.000000,2123090.000000,80.828804,58.347275,468.291901,289.863342,0,15812,80.822044,0.005691,0.001062,58.340530,0.005691,0.001062,35507
OPPORTUNISTIC-SCORE MIX,41306,107286.000000,48146.273438,1988729984.000000,672271.000000,53073.144531,2192239360.000000,1793664.000000,4721485.000000,1195426432.000000,726686.000000,2520350.000000,113.274002,88.713966,474.837830,292.816681,0,28991,113.265121,0.007277,0.001606,88.705086,0.007277,0.001606,33003
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,41306,107144.000000,44303.171875,1829986816.000000,667354.000000,49228.980469,2033452288.000000,1760448.000000,4716568.000000,1195312896.000000,723976.000000,2484424.000000,104.550041,80.743774,471.059448,290.486664,0,25819,104.542259,0.006417,0.001384,80.735985,0.006417,0.001384,33060
EFT-SCORE MIX V2,41306,181130.000000,4541.121094,187575552.000000,757157.000000,9453.232422,390475232.000000,1035776.000000,4806371.000000,1193539712.000000,736117.000000,1771893.000000,8.952047,7.130676,130.271271,82.563332,0,480,8.951455,0.000384,0.000209,7.130083,0.000384,0.000209,37698
EFT-SCORE MIX CONSERVATIVE BF MODE 2 V2,41306,181289.000000,4262.922852,176084288.000000,705101.000000,9174.937500,378979968.000000,1075968.000000,4754315.000000,1193585664.000000,696924.000000,1772892.000000,8.040621,6.514525,131.144333,85.193336,0,528,8.040030,0.000392,0.000198,6.513936,0.000392,0.000198,37322
EFT-SCORE MIX CONSERVATIVE BF MODE 0 V2,41306,181162.000000,4034.858398,166663856.000000,631508.000000,8948.501953,369626816.000000,1084864.000000,4680722.000000,1193639424.000000,756677.000000,1841541.000000,7.464597,6.039479,130.979385,85.010002,0,522,7.464027,0.000372,0.000198,6.038908,0.000372,0.000198,37197

