Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs
EFT,15295,391410.000000,320880.656250,4907869696.000000,1041526.000000,325897.218750,4984598016.000000,2066112.000000,4997800.000000,573981824.000000,797197.000000,2863309.000000,721.460754,675.641113,1825.581543,1123.469971,0,15295,721.307739,0.147673,0.005362,675.488159,0.147673,0.005362
SCORE_200,15295,448298.000000,314895.343750,4816324096.000000,1033078.000000,319855.406250,4892188672.000000,1403584.000000,4989331.000000,568846208.000000,629938.000000,2033522.000000,708.263367,663.359985,1869.421631,1193.506714,0,15295,708.112122,0.145870,0.005362,663.208740,0.145870,0.005362
SCORE_500,15295,679476.000000,276714.906250,4232354304.000000,1003476.000000,281646.843750,4307788288.000000,1139904.000000,4998753.000000,566297856.000000,455421.000000,1595325.000000,620.207153,580.972168,1656.643188,1057.983276,0,15295,620.069580,0.132623,0.005010,580.834534,0.132623,0.005010
