Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,24248,41083.000000,748.253357,18143648.000000,889303.000000,2621.746826,63572120.000000,1271936.000000,6329245.000000,391471616.000000,773773.000000,2045709.000000,1.786210,1.562996,140.881088,86.876663,0,307,1.786210,0.000000,0.000000,1.562996,0.000000,0.000000,19343
FCFS CONSERVATIVE BF MODE 2,24248,37553.000000,619.796570,15028827.000000,885430.000000,2481.693604,60176104.000000,1227968.000000,6316704.000000,390806144.000000,534913.000000,1762881.000000,2.174223,1.877581,68.091400,42.216667,0,19,2.174223,0.000000,0.000000,1.877581,0.000000,0.000000,19449
EFT,24248,40714.000000,706.133789,17122332.000000,888690.000000,2578.142090,62514788.000000,1268992.000000,6326999.000000,391476672.000000,741635.000000,2010627.000000,1.807591,1.574478,143.005402,88.186668,0,225,1.807591,0.000000,0.000000,1.574478,0.000000,0.000000,19413
EFT CONSERVATIVE BF MODE 2,24248,37266.000000,610.083618,14793308.000000,885027.000000,2472.516357,59953576.000000,1240384.000000,6316301.000000,390908096.000000,536123.000000,1776507.000000,2.196996,1.893109,34.464474,34.464474,0,18,2.196996,0.000000,0.000000,1.893109,0.000000,0.000000,19397
SCORE,24248,332685.000000,1177.893066,28561552.000000,864000.000000,3023.168701,73305792.000000,728960.000000,6311198.000000,384808352.000000,624495.000000,1353455.000000,2.782862,2.572818,127.710640,127.710640,0,78,2.782862,0.000000,0.000000,2.572818,0.000000,0.000000,21560
SCORE CONSERVATIVE BF MODE 2,24248,332685.000000,1180.738647,28630552.000000,864000.000000,3028.043457,73424000.000000,740736.000000,6311887.000000,384859936.000000,659222.000000,1399958.000000,2.550652,2.354229,137.108505,137.108505,0,131,2.550652,0.000000,0.000000,2.354229,0.000000,0.000000,21362
OPPORTUNISTIC-SCORE MIX,24248,31462.000000,490.068390,11883178.000000,879546.000000,2359.496582,57213072.000000,1282944.000000,6315615.000000,391434560.000000,665073.000000,1948017.000000,1.755410,1.516088,95.329727,58.786667,0,13,1.755410,0.000000,0.000000,1.516088,0.000000,0.000000,19305
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,24248,39774.000000,573.097595,13896470.000000,887791.000000,2441.319580,59197120.000000,1261184.000000,6321138.000000,391213312.000000,653755.000000,1914939.000000,1.785336,1.545402,62.686485,38.656666,0,18,1.785336,0.000000,0.000000,1.545402,0.000000,0.000000,19322
EFT-SCORE MIX,24248,244324.000000,1169.430542,28356352.000000,864000.000000,3014.864746,73104440.000000,732800.000000,6311198.000000,384885152.000000,624495.000000,1357295.000000,2.782835,2.572792,127.710640,127.710640,0,78,2.782835,0.000000,0.000000,2.572792,0.000000,0.000000,21557
EFT-SCORE MIX CONSERVATIVE BF MODE 2,24248,258614.000000,1173.391113,28452388.000000,864000.000000,3020.854248,73249672.000000,744576.000000,6311887.000000,384936736.000000,659222.000000,1403798.000000,2.550629,2.354206,137.108505,137.108505,0,131,2.550629,0.000000,0.000000,2.354206,0.000000,0.000000,21359
