Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,24248,41437.000000,756.508240,18343812.000000,889584.000000,2634.730713,63886952.000000,1353856.000000,6328065.000000,392277568.000000,826461.000000,2180317.000000,1.765101,1.589260,144.199997,88.923332,0,305,1.761015,0.004037,0.000049,1.585174,0.004037,0.000049,19397
FCFS CONSERVATIVE BF MODE 2,24248,37760.000000,648.380676,15721934.000000,885773.000000,2514.719971,60976928.000000,1333888.000000,6317047.000000,391828672.000000,559138.000000,1893026.000000,2.160701,1.937212,68.252686,42.316666,0,19,2.158496,0.002157,0.000049,1.935006,0.002157,0.000049,19431
EFT,24248,41795.000000,749.907043,18183746.000000,890017.000000,2628.882568,63745144.000000,1355648.000000,6328748.000000,392502400.000000,838414.000000,2194062.000000,1.759612,1.583720,145.005402,89.419998,0,301,1.755436,0.004127,0.000049,1.579544,0.004127,0.000049,19461
EFT CONSERVATIVE BF MODE 2,24248,37731.000000,630.178284,15280563.000000,885653.000000,2496.298584,60530248.000000,1329344.000000,6316927.000000,391833664.000000,554072.000000,1883416.000000,2.118647,1.895170,34.521053,34.521053,0,19,2.116368,0.002230,0.000049,1.892892,0.002230,0.000049,19463
SCORE,24248,332685.000000,1116.707397,27077920.000000,864000.000000,2968.302979,71975408.000000,801728.000000,6311198.000000,385473184.000000,725817.000000,1527545.000000,2.657109,2.482275,70.638290,70.638290,0,65,2.652631,0.004431,0.000048,2.477796,0.004431,0.000048,21545
SCORE CONSERVATIVE BF MODE 2,24248,332685.000000,1220.581055,29596648.000000,864000.000000,3073.410400,74524056.000000,814912.000000,6311198.000000,385501472.000000,740418.000000,1555330.000000,2.649719,2.479277,75.477325,75.477325,0,120,2.644593,0.005078,0.000048,2.474151,0.005078,0.000048,21356
EFT-SCORE MIX,24248,32462.000000,596.478638,14463414.000000,880673.000000,2464.777344,59765920.000000,1316544.000000,6313930.000000,391458368.000000,622905.000000,1939449.000000,2.034339,1.817923,80.081078,49.383335,0,15,2.032434,0.001857,0.000048,1.816019,0.001857,0.000048,19492
EFT-SCORE MIX CONSERVATIVE BF MODE 2,24248,40888.000000,679.070251,16466095.000000,888961.000000,2552.364990,61889748.000000,1337536.000000,6322135.000000,392045888.000000,720371.000000,2057907.000000,1.884742,1.704570,48.691891,30.143265,0,18,1.881233,0.003460,0.000049,1.701061,0.003460,0.000049,19472
OPPORTUNISTIC-SCORE MIX,24248,31085.000000,502.639221,12187996.000000,879160.000000,2376.075195,57615072.000000,1361600.000000,6315896.000000,392211072.000000,701771.000000,2063371.000000,1.743836,1.562058,96.221619,59.336666,0,13,1.741845,0.001942,0.000048,1.560068,0.001942,0.000048,19349
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,24248,37467.000000,580.933777,14086482.000000,885487.000000,2450.773438,59426352.000000,1329472.000000,6317175.000000,391727488.000000,642926.000000,1972398.000000,1.863148,1.666275,62.529728,38.560001,0,16,1.860498,0.002601,0.000049,1.663625,0.002601,0.000049,19388
EFT-SCORE MIX V2,24248,244416.000000,1107.796875,26861860.000000,864000.000000,2959.656494,71765752.000000,808128.000000,6311198.000000,385601216.000000,725817.000000,1533945.000000,2.657081,2.482247,70.638290,70.638290,0,65,2.652604,0.004429,0.000048,2.477770,0.004429,0.000048,21541
EFT-SCORE MIX CONSERVATIVE BF MODE 0 V2,24248,241712.000000,963.181702,23355230.000000,864000.000000,2816.476074,68293912.000000,828160.000000,6311198.000000,385666752.000000,741977.000000,1570137.000000,2.381322,2.213750,127.697266,127.697266,0,70,2.376915,0.004358,0.000048,2.209343,0.004358,0.000048,21394
