Scheduler,Number of jobs,Maximum queue time,Mean queue time,Total queue time,Maximum flow,Mean flow,Total flow,Transfer time,Makespan,Core time used, Waiting for a load time, Total waiting for a load time and transfer time, Mean Stretch, Mean Stretch With a Minimum, Max Stretch, Max Stretch With a Minimum, Nb Upgraded Jobs, Nb jobs large queue time, Mean flow stretch 128 jobs, Mean flow stretch 256 jobs, Mean flow stretch 1024 jobs, Mean flow stretch with a minimum 128 jobs, Mean flow stretch with a minimum 256 jobs, Mean flow stretch with a minimum 1024 jobs, Number of data reuse
FCFS,12218,20413.000000,1975.689697,24138976.000000,519120.000000,7463.557617,91189744.000000,1848064.000000,2156934.000000,789209856.000000,532117.000000,2380181.000000,7.055220,5.457030,33.224598,22.803333,0,0,7.055220,0.000000,0.000000,5.457030,0.000000,0.000000,6428
FCFS CONSERVATIVE BF MODE 2,12218,20149.000000,844.500244,10318104.000000,519120.000000,6334.706055,77397440.000000,1871296.000000,2156934.000000,789290496.000000,537378.000000,2408674.000000,2.439537,2.065737,15.297432,15.297432,0,0,2.439537,0.000000,0.000000,2.065737,0.000000,0.000000,6209
EFT,12218,20040.000000,1742.061279,21284504.000000,519120.000000,7230.636719,88343920.000000,1838080.000000,2156934.000000,789252224.000000,550871.000000,2388951.000000,6.134444,4.768971,31.647058,20.590000,0,0,6.134444,0.000000,0.000000,4.768971,0.000000,0.000000,6518
EFT CONSERVATIVE BF MODE 2,12218,19831.000000,895.763123,10944434.000000,519120.000000,6384.903809,78010752.000000,1842112.000000,2156934.000000,789297920.000000,553670.000000,2395782.000000,2.648527,2.221175,15.031384,15.031384,0,0,2.648527,0.000000,0.000000,2.221175,0.000000,0.000000,6545
SCORE,12218,514800.000000,3713.023438,45365720.000000,772200.000000,9123.549805,111471536.000000,979392.000000,2439800.000000,779670656.000000,342060.000000,1321452.000000,2.028618,1.685223,127.289589,127.289589,0,186,2.028618,0.000000,0.000000,1.685223,0.000000,0.000000,99
SCORE CONSERVATIVE BF MODE 2,12218,514800.000000,3709.806885,45326420.000000,772200.000000,9119.220703,111418640.000000,980800.000000,2439800.000000,779554816.000000,327573.000000,1308373.000000,2.068034,1.705960,127.289589,127.289589,0,191,2.068034,0.000000,0.000000,1.705960,0.000000,0.000000,9403
OPPORTUNISTIC-SCORE MIX,12218,18874.000000,1462.527710,17869164.000000,519120.000000,6951.531250,84933808.000000,1862272.000000,2156934.000000,789350784.000000,531899.000000,2394171.000000,5.039836,3.958256,24.689840,16.580000,0,0,5.039836,0.000000,0.000000,3.958256,0.000000,0.000000,6351
OPPORTUNISTIC-SCORE MIX CONSERVATIVE BF MODE 2,12218,19832.000000,934.662964,11419712.000000,519120.000000,6425.558594,78507472.000000,1870656.000000,2156934.000000,789374208.000000,546571.000000,2417227.000000,2.815968,2.328732,15.076320,15.076320,0,0,2.815968,0.000000,0.000000,2.328732,0.000000,0.000000,182
EFT-SCORE MIX,12218,163889.000000,1734.402710,21190932.000000,519120.000000,7166.288574,87557712.000000,1269312.000000,2156934.000000,782743040.000000,419366.000000,1688678.000000,1.723321,1.468291,117.129105,117.129105,0,118,1.723321,0.000000,0.000000,1.468291,0.000000,0.000000,3
EFT-SCORE MIX CONSERVATIVE BF MODE 2,12218,161819.000000,1676.527710,20483816.000000,519120.000000,7108.172852,86847656.000000,1269312.000000,2156934.000000,782619904.000000,416246.000000,1685558.000000,1.598702,1.371403,112.743935,112.743935,0,120,1.598702,0.000000,0.000000,1.371403,0.000000,0.000000,5
