Job_unique_id, Job_shared_id, User_id, Selected_endpoint, Credit_lost, New_credit, Job_end_time
16, 660, 0, 3, 0.011908, 920.828833, 1874.609627
17, 660, 1, 2, 0.188647, 897.272427, 2613.239882
18, 660, 2, 3, 0.011908, 861.493863, 1874.747320
19, 660, 3, 1, 1.162331, 846.495289, 1911.132680
20, 661, 0, 2, 0.002156, 920.826677, 2613.277495
21, 661, 1, 2, 0.002156, 897.270271, 2613.315108
22, 661, 2, 3, 0.009122, 861.484741, 1874.852493
23, 661, 3, 3, 0.009122, 846.486167, 1874.957666
24, 662, 0, 2, 0.030417, 920.796260, 2613.847903
25, 662, 1, 2, 0.030417, 897.239854, 2614.380698
26, 662, 2, 3, 0.067142, 861.417599, 1875.720638
27, 662, 3, 2, 0.030417, 846.455750, 2614.913493
28, 663, 0, 1, 0.000294, 920.795966, 1911.136733
29, 663, 1, 2, 0.000327, 897.239526, 2614.919169
30, 663, 2, 3, 0.002250, 861.415348, 1875.746420
31, 663, 3, 3, 0.002250, 846.453499, 1875.772203
0, 664, 0, 2, 0.889830, 919.906136, 2626.134526
1, 664, 1, 2, 0.996811, 896.242716, 2637.349883
2, 664, 2, 3, 1.498213, 859.917136, 1892.033853
3, 664, 3, 2, 0.996811, 845.456689, 2648.565239
4, 665, 0, 1, 0.002486, 919.903650, 1911.190690
5, 665, 1, 2, 0.002546, 896.240170, 2648.608890
6, 665, 2, 0, 0.003434, 859.913702, 27.951193
7, 665, 3, 3, 0.006404, 845.450284, 1892.107885
8, 666, 0, 2, 0.015681, 919.887969, 2648.868421
9, 666, 1, 2, 0.015681, 896.224489, 2649.127952
10, 666, 2, 3, 0.045591, 859.868111, 1892.627276
11, 666, 3, 2, 0.015681, 845.434603, 2649.387483
12, 667, 0, 2, 0.001493, 919.886476, 2649.413538
13, 667, 1, 2, 0.001493, 896.222996, 2649.439594
14, 667, 2, 3, 0.011672, 859.856439, 1892.760996
15, 667, 3, 3, 0.011672, 845.422931, 1892.894716
16, 668, 0, 3, 0.011908, 919.874567, 1893.032409
17, 668, 1, 2, 0.188647, 896.034349, 2652.733861
18, 668, 2, 3, 0.011908, 859.844531, 1893.170102
19, 668, 3, 1, 1.162331, 844.260601, 1936.707104
20, 669, 0, 2, 0.002156, 919.872412, 2652.771474
21, 669, 1, 2, 0.002156, 896.032193, 2652.809087
22, 669, 2, 3, 0.009122, 859.835409, 1893.275275
23, 669, 3, 1, 0.034892, 844.225708, 1937.468239
24, 670, 0, 2, 0.030417, 919.841995, 2653.341882
25, 670, 1, 2, 0.030417, 896.001776, 2653.874677
26, 670, 2, 3, 0.067142, 859.768267, 1894.038247
27, 670, 3, 3, 0.067142, 844.158567, 1894.801218
28, 671, 0, 1, 0.000294, 919.841701, 1937.472292
29, 671, 1, 2, 0.000327, 896.001448, 2653.880354
30, 671, 2, 3, 0.002250, 859.766016, 1894.827001
31, 671, 3, 3, 0.002250, 844.156316, 1894.852784
0, 672, 0, 2, 0.889830, 918.951870, 2665.095710
1, 672, 1, 2, 0.996811, 895.004638, 2676.311067
2, 672, 2, 3, 1.498213, 858.267804, 1911.114434
3, 672, 3, 3, 1.498213, 842.658103, 1927.376084
4, 673, 0, 1, 0.002486, 918.949384, 1937.526249
5, 673, 1, 2, 0.002546, 895.002092, 2676.354718
6, 673, 2, 0, 0.003434, 858.264370, 28.287955
7, 673, 3, 1, 0.002508, 842.655596, 1937.580206
8, 674, 0, 2, 0.015681, 918.933703, 2676.614249
9, 674, 1, 2, 0.015681, 894.986411, 2676.873780
10, 674, 2, 3, 0.045591, 858.218779, 1927.895475
11, 674, 3, 2, 0.015681, 842.639915, 2677.133311
12, 675, 0, 2, 0.001493, 918.932210, 2677.159366
13, 675, 1, 2, 0.001493, 894.984918, 2677.185421
14, 675, 2, 3, 0.011672, 858.207107, 1928.029195
15, 675, 3, 1, 0.002085, 842.637830, 1937.625291
16, 676, 0, 3, 0.011908, 918.920302, 1928.166888
17, 676, 1, 2, 0.188647, 894.796271, 2680.479689
18, 676, 2, 3, 0.011908, 858.195199, 1928.304581
19, 676, 3, 1, 1.162331, 841.475499, 1963.141705
20, 677, 0, 2, 0.002156, 918.918146, 2680.517302
21, 677, 1, 2, 0.002156, 894.794115, 2680.554915
22, 677, 2, 3, 0.009122, 858.186077, 1928.409754
23, 677, 3, 1, 0.034892, 841.440607, 1963.902840
24, 678, 0, 2, 0.030417, 918.887729, 2681.087710
25, 678, 1, 2, 0.030417, 894.763698, 2681.620505
26, 678, 2, 3, 0.067142, 858.118935, 1929.172726
27, 678, 3, 1, 0.049588, 841.391019, 1964.969747
28, 679, 0, 1, 0.000294, 918.887435, 1964.973800
29, 679, 1, 2, 0.000327, 894.763370, 2681.626181
30, 679, 2, 3, 0.002250, 858.116685, 1929.198508
31, 679, 3, 2, 0.000327, 841.390691, 2681.631858
0, 680, 0, 2, 0.889830, 917.997605, 2692.847215
1, 680, 1, 2, 0.996811, 893.766560, 2704.062571
2, 680, 2, 3, 1.498213, 856.618472, 1945.460159
3, 680, 3, 3, 1.498213, 839.892479, 1961.721809
4, 681, 0, 1, 0.002486, 917.995119, 1965.027757
5, 681, 1, 2, 0.002546, 893.764014, 2704.106222
6, 681, 2, 0, 0.003434, 856.615038, 28.624716
7, 681, 3, 2, 0.002546, 839.889933, 2704.149874
8, 682, 0, 2, 0.015681, 917.979438, 2704.409405
9, 682, 1, 2, 0.015681, 893.748333, 2704.668935
10, 682, 2, 3, 0.045591, 856.569447, 1962.241200
11, 682, 3, 2, 0.015681, 839.874252, 2704.928466
12, 683, 0, 2, 0.001493, 917.977945, 2704.954522
13, 683, 1, 2, 0.001493, 893.746840, 2704.980577
14, 683, 2, 3, 0.011672, 856.557775, 1962.374920
15, 683, 3, 2, 0.001493, 839.872759, 2705.006632
16, 684, 0, 3, 0.011908, 917.966037, 1962.512613
17, 684, 1, 2, 0.188647, 893.558193, 2708.300899
18, 684, 2, 3, 0.011908, 856.545867, 1962.650306
19, 684, 3, 2, 0.188647, 839.684112, 2711.595167
20, 685, 0, 2, 0.002156, 917.963881, 2711.632780
21, 685, 1, 2, 0.002156, 893.556037, 2711.670393
22, 685, 2, 3, 0.009122, 856.536745, 1962.755478
23, 685, 3, 3, 0.009122, 839.674990, 1962.860651
24, 686, 0, 2, 0.030417, 917.933464, 2712.203188
25, 686, 1, 2, 0.030417, 893.525620, 2712.735983
26, 686, 2, 3, 0.067142, 856.469603, 1963.623623
27, 686, 3, 1, 0.049588, 839.625402, 1966.094664
28, 687, 0, 1, 0.000294, 917.933170, 1966.098717
29, 687, 1, 2, 0.000327, 893.525292, 2712.741659
30, 687, 2, 3, 0.002250, 856.467353, 1963.649406
31, 687, 3, 2, 0.000327, 839.625074, 2712.747336
0, 688, 0, 2, 0.889830, 917.043339, 2723.962693
1, 688, 1, 2, 0.996811, 892.528482, 2735.178049
2, 688, 2, 3, 1.498213, 854.969140, 1979.911056
3, 688, 3, 1, 0.953236, 838.671838, 1982.985271
4, 689, 0, 1, 0.002486, 917.040853, 1983.039228
5, 689, 1, 2, 0.002546, 892.525936, 2735.221701
6, 689, 2, 0, 0.003434, 854.965706, 28.961478
7, 689, 3, 3, 0.006404, 838.665434, 1979.985088
8, 690, 0, 2, 0.015681, 917.025172, 2735.481231
9, 690, 1, 2, 0.015681, 892.510255, 2735.740762
10, 690, 2, 3, 0.045591, 854.920115, 1980.504479
11, 690, 3, 3, 0.045591, 838.619843, 1981.023869
12, 691, 0, 2, 0.001493, 917.023679, 2735.766818
13, 691, 1, 2, 0.001493, 892.508762, 2735.792873
14, 691, 2, 3, 0.011672, 854.908444, 1981.157589
15, 691, 3, 1, 0.002085, 838.617758, 1983.084314
16, 692, 0, 3, 0.011908, 917.011771, 1981.295282
17, 692, 1, 2, 0.188647, 892.320115, 2739.087140
18, 692, 2, 3, 0.011908, 854.896535, 1981.432976
19, 692, 3, 2, 0.188647, 838.429111, 2742.381407
20, 693, 0, 2, 0.002156, 917.009615, 2742.419020
21, 693, 1, 2, 0.002156, 892.317959, 2742.456634
22, 693, 2, 3, 0.009122, 854.887413, 1981.538148
23, 693, 3, 1, 0.034892, 838.394218, 1983.845448
24, 694, 0, 2, 0.030417, 916.979198, 2742.989428
25, 694, 1, 2, 0.030417, 892.287542, 2743.522223
26, 694, 2, 3, 0.067142, 854.820271, 1982.301120
27, 694, 3, 1, 0.049588, 838.344631, 1984.912355
28, 695, 0, 1, 0.000294, 916.978904, 1984.916408
29, 695, 1, 2, 0.000327, 892.287214, 2743.527900
30, 695, 2, 3, 0.002250, 854.818021, 1982.326903
31, 695, 3, 3, 0.002250, 838.342380, 1982.352686
0, 696, 0, 2, 0.889830, 916.089074, 2754.743257
1, 696, 1, 2, 0.996811, 891.290404, 2765.958613
2, 696, 2, 3, 1.498213, 853.319808, 1998.614336
3, 696, 3, 1, 0.953236, 837.389144, 2001.802962
4, 697, 0, 1, 0.002486, 916.086588, 2001.856919
5, 697, 1, 2, 0.002546, 891.287858, 2766.002264
6, 697, 2, 0, 0.003434, 853.316374, 29.298239
7, 697, 3, 3, 0.006404, 837.382740, 1998.688368
8, 698, 0, 2, 0.015681, 916.070907, 2766.261795
9, 698, 1, 2, 0.015681, 891.272177, 2766.521326
10, 698, 2, 3, 0.045591, 853.270783, 1999.207758
11, 698, 3, 3, 0.045591, 837.337149, 1999.727149
12, 699, 0, 2, 0.001493, 916.069414, 2766.547382
13, 699, 1, 2, 0.001493, 891.270684, 2766.573437
14, 699, 2, 3, 0.011672, 853.259112, 1999.860869
15, 699, 3, 2, 0.001493, 837.335656, 2766.599492
16, 700, 0, 3, 0.011908, 916.057506, 1999.998562
17, 700, 1, 2, 0.188647, 891.082037, 2769.893759
18, 700, 2, 3, 0.011908, 853.247204, 2000.136255
19, 700, 3, 3, 0.011908, 837.323748, 2000.273948
20, 701, 0, 2, 0.002156, 916.055350, 2769.931373
21, 701, 1, 2, 0.002156, 891.079881, 2769.968986
22, 701, 2, 3, 0.009122, 853.238081, 2000.379121
23, 701, 3, 1, 0.034892, 837.288855, 2002.618054
24, 702, 0, 2, 0.030417, 916.024933, 2770.501781
25, 702, 1, 2, 0.030417, 891.049464, 2771.034575
26, 702, 2, 3, 0.067142, 853.170940, 2001.142093
27, 702, 3, 1, 0.049588, 837.239268, 2003.684961
28, 703, 0, 1, 0.000294, 916.024639, 2003.689014
29, 703, 1, 2, 0.000327, 891.049136, 2771.040252
30, 703, 2, 3, 0.002250, 853.168689, 2001.167876
31, 703, 3, 1, 0.000294, 837.238974, 2003.693067
0, 704, 0, 2, 0.889830, 915.134808, 2782.255609
1, 704, 1, 2, 0.996811, 890.052326, 2793.470965
2, 704, 2, 3, 1.498213, 851.670476, 2017.429526
3, 704, 3, 1, 0.953236, 836.285738, 2020.579620
4, 705, 0, 1, 0.002486, 915.132322, 2020.633578
5, 705, 1, 2, 0.002546, 890.049780, 2793.514617
6, 705, 2, 0, 0.003434, 851.667043, 29.635000
7, 705, 3, 3, 0.006404, 836.279333, 2017.503558
8, 706, 0, 2, 0.015681, 915.116641, 2793.774147
9, 706, 1, 2, 0.015681, 890.034099, 2794.033678
10, 706, 2, 3, 0.045591, 851.621452, 2018.022949
11, 706, 3, 1, 0.379905, 835.899429, 2028.951195
12, 707, 0, 2, 0.001493, 915.115148, 2794.059734
13, 707, 1, 2, 0.001493, 890.032606, 2794.085789
14, 707, 2, 3, 0.011672, 851.609780, 2018.156669
15, 707, 3, 2, 0.001493, 835.897935, 2794.111844
16, 708, 0, 3, 0.011908, 915.103240, 2018.294362
17, 708, 1, 2, 0.188647, 889.843959, 2797.406111
18, 708, 2, 3, 0.011908, 851.597872, 2018.432055
19, 708, 3, 3, 0.011908, 835.886027, 2018.569748
20, 709, 0, 2, 0.002156, 915.101084, 2797.443725
21, 709, 1, 2, 0.002156, 889.841803, 2797.481338
22, 709, 2, 3, 0.009122, 851.588750, 2018.674920
23, 709, 3, 2, 0.002156, 835.883872, 2797.518951
24, 710, 0, 2, 0.030417, 915.070667, 2798.051746
25, 710, 1, 2, 0.030417, 889.811386, 2798.584541
26, 710, 2, 3, 0.067142, 851.521608, 2019.437892
27, 710, 3, 1, 0.049588, 835.834284, 2030.018102
28, 711, 0, 1, 0.000294, 915.070373, 2030.022155
29, 711, 1, 2, 0.000327, 889.811058, 2798.590217
30, 711, 2, 3, 0.002250, 851.519357, 2019.463675
31, 711, 3, 1, 0.000294, 835.833990, 2030.026208
0, 712, 0, 2, 0.889830, 914.180543, 2809.805574
1, 712, 1, 2, 0.996811, 888.814248, 2821.020931
2, 712, 2, 3, 1.498213, 850.021145, 2035.725325
3, 712, 3, 2, 0.996811, 834.837179, 2832.236287
4, 713, 0, 1, 0.002486, 914.178057, 2030.080165
5, 713, 1, 2, 0.002546, 888.811702, 2832.279939
6, 713, 2, 0, 0.003434, 850.017711, 29.971762
7, 713, 3, 3, 0.006404, 834.830775, 2035.799357
8, 714, 0, 2, 0.015681, 914.162376, 2832.539469
9, 714, 1, 2, 0.015681, 888.796021, 2832.799000
10, 714, 2, 3, 0.045591, 849.972120, 2036.318748
11, 714, 3, 2, 0.015681, 834.815094, 2833.058531
12, 715, 0, 2, 0.001493, 914.160883, 2833.084587
13, 715, 1, 2, 0.001493, 888.794528, 2833.110642
14, 715, 2, 1, 0.002085, 849.970035, 2030.125250
15, 715, 3, 3, 0.011672, 834.803422, 2036.452468
16, 716, 0, 3, 0.011908, 914.148975, 2036.590161
17, 716, 1, 2, 0.188647, 888.605881, 2836.404909
18, 716, 2, 3, 0.011908, 849.958127, 2036.727854
19, 716, 3, 3, 0.011908, 834.791514, 2036.865547
20, 717, 0, 2, 0.002156, 914.146819, 2836.442522
21, 717, 1, 2, 0.002156, 888.603725, 2836.480135
22, 717, 2, 1, 0.034892, 849.923235, 2030.886385
23, 717, 3, 1, 0.034892, 834.756622, 2031.647519
24, 718, 0, 2, 0.030417, 914.116402, 2837.012930
25, 718, 1, 2, 0.030417, 888.573308, 2837.545725
26, 718, 2, 1, 0.049588, 849.873647, 2032.714427
27, 718, 3, 2, 0.030417, 834.726205, 2838.078520
28, 719, 0, 1, 0.000294, 914.116108, 2032.718479
29, 719, 1, 2, 0.000327, 888.572980, 2838.084196
30, 719, 2, 1, 0.000294, 849.873353, 2032.722532
31, 719, 3, 3, 0.002250, 834.723954, 2036.891330
0, 720, 0, 2, 0.889830, 913.226278, 2849.299553
1, 720, 1, 2, 0.996811, 887.576170, 2860.514910
2, 720, 2, 1, 0.953236, 848.920117, 2049.609086
3, 720, 3, 3, 1.498213, 833.225742, 2053.152980
4, 721, 0, 1, 0.002486, 913.223791, 2049.663043
5, 721, 1, 2, 0.002546, 887.573624, 2860.558561
6, 721, 2, 0, 0.003434, 848.916683, 30.308523
7, 721, 3, 1, 0.002508, 833.223234, 2049.717000
8, 722, 0, 2, 0.015681, 913.208110, 2860.818092
9, 722, 1, 2, 0.015681, 887.557943, 2861.077623
10, 722, 2, 3, 0.045591, 848.871092, 2053.672371
11, 722, 3, 2, 0.015681, 833.207553, 2861.337154
12, 723, 0, 2, 0.001493, 913.206617, 2861.363209
13, 723, 1, 2, 0.001493, 887.556450, 2861.389264
14, 723, 2, 1, 0.002085, 848.869007, 2049.762086
15, 723, 3, 1, 0.002085, 833.205468, 2049.807172
16, 724, 0, 3, 0.011908, 913.194709, 2053.810064
17, 724, 1, 2, 0.188647, 887.367803, 2864.683531
18, 724, 2, 3, 0.011908, 848.857099, 2053.947757
19, 724, 3, 2, 0.188647, 833.016821, 2867.977799
20, 725, 0, 2, 0.002156, 913.192554, 2868.015412
21, 725, 1, 2, 0.002156, 887.365647, 2868.053025
22, 725, 2, 1, 0.034892, 848.822207, 2050.568306
23, 725, 3, 3, 0.009122, 833.007698, 2054.052930
24, 726, 0, 2, 0.030417, 913.162136, 2868.585820
25, 726, 1, 2, 0.030417, 887.335230, 2869.118615
26, 726, 2, 1, 0.049588, 848.772619, 2051.635213
27, 726, 3, 1, 0.049588, 832.958111, 2052.702120
28, 727, 0, 1, 0.000294, 913.161843, 2052.706173
29, 727, 1, 2, 0.000327, 887.334902, 2869.124291
30, 727, 2, 1, 0.000294, 848.772325, 2052.710226
31, 727, 3, 2, 0.000327, 832.957783, 2869.129968
0, 728, 0, 2, 0.889830, 912.272012, 2880.345325
1, 728, 1, 2, 0.996811, 886.338092, 2891.560681
2, 728, 2, 1, 0.953236, 847.819089, 2069.596780
3, 728, 3, 2, 0.996811, 831.960972, 2902.776038
4, 729, 0, 1, 0.002486, 912.269526, 2069.650737
5, 729, 1, 2, 0.002546, 886.335546, 2902.819689
6, 729, 2, 0, 0.003434, 847.815656, 30.645284
7, 729, 3, 3, 0.006404, 831.954568, 2054.126962
8, 730, 0, 2, 0.015681, 912.253845, 2903.079220
9, 730, 1, 2, 0.015681, 886.319865, 2903.338751
10, 730, 2, 3, 0.045591, 847.770065, 2054.646352
11, 730, 3, 3, 0.045591, 831.908977, 2055.165743
12, 731, 0, 2, 0.001493, 912.252352, 2903.364806
13, 731, 1, 2, 0.001493, 886.318372, 2903.390862
14, 731, 2, 3, 0.011672, 847.758393, 2055.299463
15, 731, 3, 3, 0.011672, 831.897305, 2055.433183
16, 732, 0, 3, 0.011908, 912.240444, 2055.570876
17, 732, 1, 2, 0.188647, 886.129725, 2906.685129
18, 732, 2, 3, 0.011908, 847.746485, 2055.708569
19, 732, 3, 3, 0.011908, 831.885397, 2055.846262
20, 733, 0, 2, 0.002156, 912.238288, 2906.722742
21, 733, 1, 2, 0.002156, 886.127569, 2906.760355
22, 733, 2, 3, 0.009122, 847.737363, 2055.951435
23, 733, 3, 1, 0.034892, 831.850505, 2070.411872
24, 734, 0, 2, 0.030417, 912.207871, 2907.293150
25, 734, 1, 2, 0.030417, 886.097152, 2907.825945
26, 734, 2, 3, 0.067142, 847.670221, 2056.714407
27, 734, 3, 3, 0.067142, 831.783363, 2057.477379
28, 735, 0, 1, 0.000294, 912.207577, 2070.415925
29, 735, 1, 2, 0.000327, 886.096824, 2907.831621
30, 735, 2, 3, 0.002250, 847.667970, 2057.503161
31, 735, 3, 1, 0.000294, 831.783069, 2070.419977
0, 736, 0, 2, 0.889830, 911.317747, 2919.046978
1, 736, 1, 2, 0.996811, 885.100014, 2930.262335
2, 736, 2, 3, 1.498213, 846.169758, 2073.764812
3, 736, 3, 3, 1.498213, 830.284857, 2090.026462
4, 737, 0, 1, 0.002486, 911.315260, 2070.473935
5, 737, 1, 2, 0.002546, 885.097468, 2930.305986
6, 737, 2, 0, 0.003434, 846.166324, 30.982046
7, 737, 3, 1, 0.002508, 830.282349, 2070.527892
8, 738, 0, 2, 0.015681, 911.299579, 2930.565517
9, 738, 1, 2, 0.015681, 885.081787, 2930.825048
10, 738, 2, 1, 0.379905, 845.786419, 2078.845509
11, 738, 3, 2, 0.015681, 830.266668, 2931.084579
12, 739, 0, 2, 0.001493, 911.298086, 2931.110634
13, 739, 1, 2, 0.001493, 885.080294, 2931.136689
14, 739, 2, 1, 0.002085, 845.784334, 2078.890594
15, 739, 3, 1, 0.002085, 830.264583, 2078.935680
16, 740, 0, 3, 0.011908, 911.286178, 2090.164155
17, 740, 1, 2, 0.188647, 884.891647, 2934.430956
18, 740, 2, 3, 0.011908, 845.772426, 2090.301848
19, 740, 3, 1, 1.162331, 829.102252, 2104.452094
20, 741, 0, 2, 0.002156, 911.284023, 2934.468570
21, 741, 1, 2, 0.002156, 884.889491, 2934.506183
22, 741, 2, 3, 0.009122, 845.763304, 2090.407021
23, 741, 3, 1, 0.034892, 829.067360, 2105.213228
24, 742, 0, 2, 0.030417, 911.253605, 2935.038978
25, 742, 1, 2, 0.030417, 884.859074, 2935.571772
26, 742, 2, 3, 0.067142, 845.696162, 2091.169992
27, 742, 3, 1, 0.049588, 829.017772, 2106.280135
28, 743, 0, 1, 0.000294, 911.253312, 2106.284188
29, 743, 1, 2, 0.000327, 884.858746, 2935.577449
30, 743, 2, 3, 0.002250, 845.693912, 2091.195775
31, 743, 3, 2, 0.000327, 829.017445, 2935.583126
0, 744, 0, 2, 0.889830, 910.363481, 2946.798482
1, 744, 1, 2, 0.996811, 883.861936, 2958.013839
2, 744, 2, 3, 1.498213, 844.195699, 2107.457425
3, 744, 3, 3, 1.498213, 827.519232, 2123.719076
4, 745, 0, 1, 0.002486, 910.360995, 2106.338145
5, 745, 1, 2, 0.002546, 883.859390, 2958.057490
6, 745, 2, 0, 0.003434, 844.192265, 31.318807
7, 745, 3, 2, 0.002546, 827.516686, 2958.101142
8, 746, 0, 2, 0.015681, 910.345314, 2958.360672
9, 746, 1, 2, 0.015681, 883.843709, 2958.620203
10, 746, 2, 1, 0.379905, 843.812360, 2114.655763
11, 746, 3, 1, 0.379905, 827.136782, 2122.973380
12, 747, 0, 2, 0.001493, 910.343821, 2958.646259
13, 747, 1, 2, 0.001493, 883.842216, 2958.672314
14, 747, 2, 1, 0.002085, 843.810276, 2123.018465
15, 747, 3, 3, 0.011672, 827.125110, 2123.852796
16, 748, 0, 3, 0.011908, 910.331913, 2123.990489
17, 748, 1, 2, 0.188647, 883.653569, 2961.966581
18, 748, 2, 3, 0.011908, 843.798368, 2124.128182
19, 748, 3, 3, 0.011908, 827.113202, 2124.265875
20, 749, 0, 2, 0.002156, 910.329757, 2962.004194
21, 749, 1, 2, 0.002156, 883.651413, 2962.041808
22, 749, 2, 1, 0.034892, 843.763475, 2123.779600
23, 749, 3, 2, 0.002156, 827.111046, 2962.079421
24, 750, 0, 2, 0.030417, 910.299340, 2962.612216
25, 750, 1, 2, 0.030417, 883.620996, 2963.145010
26, 750, 2, 1, 0.049588, 843.713888, 2124.846507
27, 750, 3, 2, 0.030417, 827.080629, 2963.677805
28, 751, 0, 1, 0.000294, 910.299046, 2124.850560
29, 751, 1, 2, 0.000327, 883.620668, 2963.683482
30, 751, 2, 3, 0.002250, 843.711637, 2124.291658
31, 751, 3, 2, 0.000327, 827.080301, 2963.689158
0, 752, 0, 2, 0.889830, 909.409216, 2974.904515
1, 752, 1, 2, 0.996811, 882.623858, 2986.119872
2, 752, 2, 3, 1.498213, 842.213424, 2140.553308
3, 752, 3, 3, 1.498213, 825.582089, 2156.814958
4, 753, 0, 1, 0.002486, 909.406729, 2124.904517
5, 753, 1, 2, 0.002546, 882.621312, 2986.163523
6, 753, 2, 0, 0.003434, 842.209991, 31.655568
7, 753, 3, 1, 0.002508, 825.579581, 2124.958474
8, 754, 0, 2, 0.015681, 909.391048, 2986.423054
9, 754, 1, 2, 0.015681, 882.605631, 2986.682585
10, 754, 2, 1, 0.379905, 841.830086, 2133.276091
11, 754, 3, 3, 0.045591, 825.533990, 2157.334349
12, 755, 0, 2, 0.001493, 909.389555, 2986.708640
13, 755, 1, 2, 0.001493, 882.604138, 2986.734695
14, 755, 2, 1, 0.002085, 841.828001, 2133.321177
15, 755, 3, 1, 0.002085, 825.531905, 2133.366262
16, 756, 0, 3, 0.011908, 909.377647, 2157.472042
17, 756, 1, 2, 0.188647, 882.415491, 2990.028963
18, 756, 2, 3, 0.011908, 841.816093, 2157.609735
19, 756, 3, 3, 0.011908, 825.519997, 2157.747428
20, 757, 0, 2, 0.002156, 909.375492, 2990.066576
21, 757, 1, 2, 0.002156, 882.413335, 2990.104189
22, 757, 2, 1, 0.034892, 841.781201, 2134.127397
23, 757, 3, 3, 0.009122, 825.510875, 2157.852601
24, 758, 0, 2, 0.030417, 909.345075, 2990.636984
25, 758, 1, 2, 0.030417, 882.382918, 2991.169779
26, 758, 2, 1, 0.049588, 841.731613, 2135.194304
27, 758, 3, 3, 0.067142, 825.443733, 2158.615572
28, 759, 0, 1, 0.000294, 909.344781, 2135.198357
29, 759, 1, 2, 0.000327, 882.382590, 2991.175455
30, 759, 2, 1, 0.000294, 841.731319, 2135.202410
31, 759, 3, 3, 0.002250, 825.441482, 2158.641355
0, 760, 0, 2, 0.889830, 908.454950, 3002.390812
1, 760, 1, 2, 0.996811, 881.385780, 3013.606169
2, 760, 2, 1, 0.953236, 840.778083, 2152.088964
3, 760, 3, 3, 1.498213, 823.943270, 2174.903005
4, 761, 0, 1, 0.002486, 908.452464, 2152.142921
5, 761, 1, 2, 0.002546, 881.383234, 3013.649820
6, 761, 2, 0, 0.003434, 840.774649, 31.992330
7, 761, 3, 3, 0.006404, 823.936865, 2174.977037
8, 762, 0, 2, 0.015681, 908.436783, 3013.909351
9, 762, 1, 2, 0.015681, 881.367553, 3014.168882
10, 762, 2, 1, 0.379905, 840.394745, 2160.460538
11, 762, 3, 3, 0.045591, 823.891274, 2175.496428
12, 763, 0, 2, 0.001493, 908.435290, 3014.194937
13, 763, 1, 2, 0.001493, 881.366060, 3014.220992
14, 763, 2, 1, 0.002085, 840.392660, 2160.505623
15, 763, 3, 3, 0.011672, 823.879603, 2175.630148
16, 764, 0, 3, 0.011908, 908.423382, 2175.767841
17, 764, 1, 2, 0.188647, 881.177413, 3017.515259
18, 764, 2, 3, 0.011908, 840.380752, 2175.905534
19, 764, 3, 1, 1.162331, 822.717272, 2186.022037
20, 765, 0, 2, 0.002156, 908.421226, 3017.552873
21, 765, 1, 2, 0.002156, 881.175257, 3017.590486
22, 765, 2, 3, 0.009122, 840.371629, 2176.010707
23, 765, 3, 3, 0.009122, 822.708150, 2176.115880
24, 766, 0, 2, 0.030417, 908.390809, 3018.123281
25, 766, 1, 2, 0.030417, 881.144840, 3018.656075
26, 766, 2, 3, 0.067142, 840.304488, 2176.878851
27, 766, 3, 2, 0.030417, 822.677732, 3019.188870
28, 767, 0, 1, 0.000294, 908.390515, 2186.026090
29, 767, 1, 2, 0.000327, 881.144512, 3019.194547
30, 767, 2, 3, 0.002250, 840.302237, 2176.904634
31, 767, 3, 1, 0.000294, 822.677439, 2186.030143
0, 768, 0, 2, 0.889830, 907.500685, 3030.409904
1, 768, 1, 2, 0.996811, 880.147702, 3041.625260
2, 768, 2, 3, 1.498213, 838.804024, 2193.166284
3, 768, 3, 1, 0.953236, 821.724203, 2202.916697
4, 769, 0, 1, 0.002486, 907.498198, 2202.970654
5, 769, 1, 2, 0.002546, 880.145156, 3041.668911
6, 769, 2, 0, 0.003434, 838.800591, 32.329091
7, 769, 3, 1, 0.002508, 821.721695, 2203.024611
8, 770, 0, 2, 0.015681, 907.482518, 3041.928442
9, 770, 1, 2, 0.015681, 880.129475, 3042.187973
10, 770, 2, 3, 0.045591, 838.755000, 2193.685675
11, 770, 3, 1, 0.379905, 821.341790, 2211.342228
12, 771, 0, 2, 0.001493, 907.481024, 3042.214029
13, 771, 1, 2, 0.001493, 880.127982, 3042.240084
14, 771, 2, 3, 0.011672, 838.743328, 2193.819395
15, 771, 3, 1, 0.002085, 821.339705, 2211.387314
16, 772, 0, 3, 0.011908, 907.469116, 2193.957088
17, 772, 1, 2, 0.188647, 879.939335, 3045.534351
18, 772, 2, 3, 0.011908, 838.731420, 2194.094781
19, 772, 3, 1, 1.162331, 820.177374, 2236.903727
20, 773, 0, 2, 0.002156, 907.466961, 3045.571964
21, 773, 1, 2, 0.002156, 879.937179, 3045.609577
22, 773, 2, 3, 0.009122, 838.722298, 2194.199954
23, 773, 3, 2, 0.002156, 820.175219, 3045.647191
24, 774, 0, 2, 0.030417, 907.436544, 3046.179985
25, 774, 1, 2, 0.030417, 879.906762, 3046.712780
26, 774, 2, 3, 0.067142, 838.655156, 2194.962926
27, 774, 3, 2, 0.030417, 820.144801, 3047.245575
28, 775, 0, 1, 0.000294, 907.436250, 2236.907780
29, 775, 1, 2, 0.000327, 879.906434, 3047.251252
30, 775, 2, 3, 0.002250, 838.652905, 2194.988708
31, 775, 3, 1, 0.000294, 820.144508, 2236.911833
0, 776, 0, 2, 0.889830, 906.546419, 3058.466608
