Job_unique_id, Job_shared_id, User_id, Selected_endpoint, Credit_lost, New_credit, Job_end_time, Energy_used_watt_hours, Number_of_cores_hours_used, Queue_time, Mean_duration_on_machines, Number_of_cores_used
2919, 9, 3, 3, 5475.991662, 11917864.471188, 78215.672602, 4090.485114, 311.561166, 22134.662728, 130678.728601, 20
2919, 9, 4, 0, 21042.392051, 11851045.947806, 763023.118951, 17959.237575, 2089.043178, 386995.346953, 130678.728601, 20
2919, 9, 5, 0, 21042.392051, 11851045.947806, 763023.118951, 17959.237575, 2089.043178, 386995.346953, 130678.728601, 20
2919, 9, 6, 1, 10752.728256, 11944829.044552, 99950.830827, 9463.529993, 264.950084, 52259.815789, 130678.728601, 20
2919, 9, 7, 2, 3354.498962, 11978737.008542, 87749.880933, 3354.498962, 238.417319, 44834.763439, 130678.728601, 20
2919, 9, 8, 3, 5475.991662, 11960845.077129, 113798.898194, 4090.485114, 311.561166, 57717.888321, 130678.728601, 20
1681, 9, 0, 2, 6382.448029, 11972354.560512, 89417.105147, 6382.448029, 74.098854, 87749.880933, 4971.795592, 160
1681, 9, 1, 2, 6382.448029, 11972354.560512, 89417.105147, 6382.448029, 74.098854, 87749.880933, 4971.795592, 160
1681, 9, 2, 3, 11415.645124, 11908833.298509, 11729.675037, 8564.227087, 93.038150, 9636.316671, 4971.795592, 160
1681, 9, 3, 1, 11310.988889, 11906553.482299, 33313.982456, 11310.988889, 92.955556, 31222.482456, 4971.795592, 160
1681, 9, 4, 0, 44140.851599, 11806905.096206, 777058.218738, 38117.334284, 623.782213, 763023.118951, 4971.795592, 160
1681, 9, 5, 0, 44140.851599, 11806905.096206, 777058.218738, 38117.334284, 623.782213, 763023.118951, 4971.795592, 160
1681, 9, 6, 1, 11310.988889, 11933518.055663, 102042.330827, 11310.988889, 92.955556, 99950.830827, 4971.795592, 160
1681, 9, 7, 2, 6382.448029, 11972354.560512, 89417.105147, 6382.448029, 74.098854, 87749.880933, 4971.795592, 160
1681, 9, 8, 3, 11415.645124, 11949429.432005, 115892.256561, 8564.227087, 93.038150, 113798.898194, 4971.795592, 160
2979, 9, 0, 2, 4319.695144, 11968034.865368, 150374.278491, 4319.695144, 338.650963, 89417.105147, 188742.335915, 20
2979, 9, 1, 2, 4319.695144, 11968034.865368, 150374.278491, 4319.695144, 338.650963, 89417.105147, 188742.335915, 20
2979, 9, 2, 1, 11579.211317, 11897254.087192, 82774.832411, 11534.163374, 337.006574, 22113.649123, 188742.335915, 20
2979, 9, 3, 3, 11275.195923, 11895278.286377, 160414.346751, 8132.835078, 456.659301, 78215.672602, 188742.335915, 20
2979, 9, 4, 0, 42248.235910, 11764656.860296, 1328210.531617, 33803.070995, 3061.957294, 777058.218738, 188742.335915, 20
2979, 9, 5, 0, 42248.235910, 11764656.860296, 1328210.531617, 33803.070995, 3061.957294, 777058.218738, 188742.335915, 20
2979, 9, 6, 1, 11579.211317, 11921938.844346, 162703.514115, 11534.163374, 337.006574, 102042.330827, 188742.335915, 20
2979, 9, 7, 2, 4319.695144, 11968034.865368, 150374.278491, 4319.695144, 338.650963, 89417.105147, 188742.335915, 20
2979, 9, 8, 3, 11275.195923, 11938154.236082, 198090.930711, 8132.835078, 456.659301, 115892.256561, 188742.335915, 20
493, 9, 0, 2, 897.521539, 11967137.343829, 150676.439416, 764.902326, 3.357344, 150374.278491, 897.005165, 40
493, 9, 1, 2, 897.521539, 11967137.343829, 150676.439416, 764.902326, 3.357344, 150374.278491, 897.005165, 40
493, 9, 2, 0, 11645.819908, 11885608.267284, 5108.865560, 8635.610365, 28.008486, 2588.101838, 897.005165, 40
493, 9, 3, 3, 3192.897036, 11892085.389340, 160790.442764, 2217.487523, 4.178845, 160414.346751, 897.005165, 40
493, 9, 4, 0, 11645.819908, 11753011.040388, 1330731.295338, 8635.610365, 28.008486, 1328210.531617, 897.005165, 40
493, 9, 5, 0, 11645.819908, 11753011.040388, 1330731.295338, 8635.610365, 28.008486, 1328210.531617, 897.005165, 40
493, 9, 6, 1, 3272.934741, 11918665.909605, 163092.514115, 2719.886149, 4.322222, 162703.514115, 897.005165, 40
493, 9, 7, 2, 897.521539, 11967137.343829, 150676.439416, 764.902326, 3.357344, 150374.278491, 897.005165, 40
493, 9, 8, 3, 3192.897036, 11934961.339046, 198467.026723, 2217.487523, 4.178845, 198090.930711, 897.005165, 40
1476, 9, 0, 2, 2267.597494, 11964869.746336, 152186.651700, 2267.597494, 8.390068, 150676.439416, 4556.810262, 20
1476, 9, 1, 2, 2267.597494, 11964869.746336, 152186.651700, 2267.597494, 8.390068, 150676.439416, 4556.810262, 20
1476, 9, 2, 3, 3633.255174, 11881975.012110, 13669.175545, 2713.617503, 10.775003, 11729.675037, 4556.810262, 20
1476, 9, 3, 3, 3633.255174, 11888452.134166, 162729.943272, 2713.617503, 10.775003, 160790.442764, 4556.810262, 20
1476, 9, 4, 0, 13962.413384, 11739048.627005, 1343734.823593, 11916.584221, 72.241824, 1330731.295338, 4556.810262, 20
1476, 9, 5, 0, 13962.413384, 11739048.627005, 1343734.823593, 11916.584221, 72.241824, 1330731.295338, 4556.810262, 20
1476, 9, 6, 1, 7113.052125, 11911552.857480, 164866.514115, 5609.954250, 9.855556, 163092.514115, 4556.810262, 20
1476, 9, 7, 2, 2267.597494, 11964869.746336, 152186.651700, 2267.597494, 8.390068, 150676.439416, 4556.810262, 20
1476, 9, 8, 3, 3633.255174, 11931328.083872, 200406.527231, 2713.617503, 10.775003, 198467.026723, 4556.810262, 20
2777, 9, 0, 2, 17079.392265, 11947790.354070, 152610.294627, 17079.392265, 2.353572, 152186.651700, 1359.170158, 20
2777, 9, 1, 2, 17079.392265, 11947790.354070, 152610.294627, 17079.392265, 2.353572, 152186.651700, 1359.170158, 20
