2409,1.082935,0,11849,1268605,1,0,570,886,11849,1.082935
2410,1.207775,0,3600,1268659,1,64,571,887,3600,1.207775
2411,1.419102,0,1403,1269069,20,1280,572,888,28060,1.419102
2412,1.310859,0,1409,1269219,20,1280,573,889,28180,1.310859
2413,1.276677,0,1565,1269224,10,640,574,890,15650,1.276677
2414,1.942093,0,449,1269234,1,64,574,891,449,1.942093
2415,1.941964,0,448,1269235,1,64,574,891,448,1.941964
2416,2.540107,0,187,1269369,1,64,575,892,187,1.583333
2417,1.767606,0,284,1269439,1,64,576,893,284,1.673333
2418,1.000069,0,14540,1269656,20,1280,577,894,290800,1.000069
2419,1.000000,0,15180,1269657,20,1280,577,894,303600,1.000000
2420,1.013699,0,1387,1269698,10,640,577,895,13870,1.013699
2421,1.000950,0,11580,1269706,1,64,578,896,11580,1.000950
2422,1.000701,0,12841,1269708,1,64,578,896,12841,1.000701
2423,1.000864,0,9256,1269709,1,64,578,896,9256,1.000864
2424,1.000897,0,6687,1269711,1,64,578,896,6687,1.000897
2425,1.000855,0,4677,1269713,1,64,578,896,4677,1.000855
2426,1.000000,0,8314,1269717,1,64,578,896,8314,1.000000
2427,1.000496,0,14124,1269720,1,64,578,896,14124,1.000496
2428,1.000391,0,7663,1269724,1,64,578,896,7663,1.000391
2429,1.000000,0,6735,1269727,1,64,578,896,6735,1.000000
2430,0.999698,0,9911,1269730,1,44,578,896,9911,0.999698
2431,1.000611,0,11448,1269740,1,64,578,896,11448,1.000611
2432,1.000444,0,11268,1269742,1,64,578,896,11268,1.000444
2433,1.000160,0,12535,1269745,1,64,578,896,12535,1.000160
2434,1.000000,0,8786,1269747,1,64,578,896,8786,1.000000
2435,1.006066,0,6264,1269749,1,64,578,896,6264,1.006066
2436,1.008384,0,4294,1269751,1,64,578,896,4294,1.008384
2437,1.004322,0,7867,1269753,1,64,578,896,7867,1.004322
2438,1.002176,0,14245,1269756,1,64,578,896,14245,1.002176
2439,1.003560,0,7866,1269759,1,64,578,896,7866,1.003560
2440,1.003615,0,6916,1269762,1,64,578,896,6916,1.003615
2441,1.002211,0,10401,1269764,1,64,578,896,10401,1.002211
2442,1.001111,0,12604,1269773,1,64,578,896,12604,1.001111
2443,1.001024,0,11721,1269775,1,64,578,896,11721,1.001024
2444,1.000841,0,13075,1269776,1,64,578,896,13075,1.000841
2445,1.000981,0,9173,1269778,1,64,578,896,9173,1.000981
2446,1.001073,0,6522,1269780,1,64,578,896,6522,1.001073
2447,1.000881,0,4541,1269783,1,64,578,896,4541,1.000881
2448,1.000239,0,8356,1269785,1,64,578,896,8356,1.000239
2449,1.000000,0,15664,1269787,1,64,578,896,15664,1.000000
2450,1.050069,0,7949,1269789,1,64,578,896,7949,1.050069
2451,1.050439,0,7851,1269791,1,64,578,896,7851,1.050439
2452,1.045761,0,8610,1269793,1,64,578,896,8610,1.045761
2453,1.004067,0,89254,1269824,20,1280,579,897,1785080,1.004067
2454,1.000000,0,42837,1270187,20,1280,580,898,856740,1.000000
2455,1.783721,0,430,1270200,1,64,581,899,430,1.783721
2456,1.799505,0,404,1270214,4,256,582,900,1616,1.799505
2457,1.193460,0,1468,1270253,10,640,583,901,14680,1.193460
2458,1.100233,0,429,1270494,1,64,583,902,429,1.100233
2459,1.000000,0,46359,1270537,20,1280,584,903,927180,1.000000
2460,1.148042,0,14327,1270606,20,1280,585,904,286540,1.148042
2461,1.128825,0,14477,1270862,20,1280,585,904,289540,1.128825
2462,5.900000,0,380,1270865,4,256,586,905,1520,5.900000
2463,1.035956,0,46585,1271052,20,1280,587,906,931700,1.035956
2464,4.697987,0,447,1271074,1,64,588,907,447,4.697987
2465,1.986084,0,1509,1271239,10,640,588,908,15090,1.986084
2466,1.178008,0,8112,1271283,4,256,589,909,32448,1.178008
2467,1.082621,0,16606,1271355,20,1280,590,910,332120,1.082621
2468,1.555321,0,1419,1271939,10,640,590,911,14190,1.555321
2469,2.559322,0,413,1272083,1,64,590,912,413,2.559322
2470,1.013514,0,13838,1272540,20,1280,590,913,276760,1.013514
2471,1.059986,0,1417,1272642,10,640,590,914,14170,1.059986
2472,1.043478,0,1495,1272662,10,640,590,914,14950,1.043478
2473,1.041311,0,1404,1272669,20,1280,591,915,28080,1.041311
2474,1.000000,0,394,1272727,1,64,592,916,394,1.000000
2475,7.758065,0,186,1272970,1,64,593,917,186,4.810000
2476,1.086586,0,14067,1273009,20,1280,594,918,281340,1.086586
2477,1.808957,0,1429,1273071,10,640,594,919,14290,1.808957
2478,3.002591,0,386,1273454,1,64,594,920,386,3.002591
2479,2.744417,0,403,1273524,1,64,594,920,403,2.744417
2480,1.449286,0,1400,1273598,10,640,594,921,14000,1.449286
2481,1.038419,0,12806,1273735,20,1280,594,922,256120,1.038419
2482,1.702500,0,400,1273946,1,64,594,923,400,1.702500
2483,1.016522,0,14889,1273981,20,1280,594,924,297780,1.016522
2484,1.000000,0,12384,1274227,20,1280,594,924,247680,1.000000
2485,2.932715,0,431,1274404,1,64,594,925,431,2.932715
2486,1.042853,0,11621,1274739,20,1280,594,926,232420,1.042853
2487,1.156701,0,1455,1275009,10,640,594,927,14550,1.156701
2488,1.046653,0,1479,1275168,10,640,594,927,14790,1.046653
2489,1.000000,0,2014,1275237,10,640,594,927,20140,1.000000
2490,1.671831,0,1420,1275413,10,640,594,927,14200,1.671831
2491,2.004504,0,444,1275921,1,64,594,928,444,2.004504
2492,2.031250,0,416,1275938,1,64,594,928,416,2.031250
2493,1.571776,0,411,1276132,1,64,594,928,411,1.571776
2494,1.016301,0,11165,1276185,20,1280,594,929,223300,1.016301
2495,1.014012,0,11776,1276202,20,1280,594,929,235520,1.014012
2496,1.069039,0,1405,1276270,20,1280,595,930,28100,1.069039
2497,1.022790,0,1448,1276334,10,640,596,931,14480,1.022790
2498,1.000000,0,1450,1276367,10,640,596,931,14500,1.000000
2499,1.069123,0,10720,1276416,20,1280,596,932,214400,1.069123
2500,1.464986,0,1428,1276493,10,640,596,933,14280,1.464986
2501,4.161290,0,186,1276569,1,64,597,934,186,2.580000
2503,1.086331,0,417,1277121,1,64,598,935,417,1.086331
2504,1.086420,0,405,1277122,1,64,598,935,405,1.086420
2505,1.008947,0,1453,1277144,10,640,598,936,14530,1.008947
2506,1.000000,0,10142,1277157,20,1280,598,937,202840,1.000000
2502,2.370283,0,424,1276716,1,64,598,935,424,2.370283
2507,1.381068,0,412,1277340,1,64,598,938,412,1.381068
2508,1.010358,0,10716,1277386,20,1280,598,939,214320,1.010358
2509,1.009586,0,9806,1277403,20,1280,598,939,196120,1.009586
2510,1.000000,0,1414,1277497,10,640,598,940,14140,1.000000
2530,2.696023,0,1408,1278909,20,1280,602,948,28160,2.696023
2511,3.485925,0,1492,1277688,10,640,598,940,14920,3.485925
2512,9.093822,0,437,1277860,1,64,598,941,437,9.093822
2513,1.839801,0,4020,1278021,10,640,598,942,40200,1.839801
2514,3.211498,0,1409,1278281,20,1280,599,943,28180,3.211498
2515,8.116973,0,436,1278294,1,64,600,944,436,8.116973
2516,1.745464,0,3858,1278521,10,640,600,945,38580,1.745464
2517,7.516432,0,426,1278621,1,64,600,946,426,7.516432
2518,2.901200,0,1417,1278703,20,1280,601,947,28340,2.901200
2519,2.901200,0,1417,1278703,20,1280,601,947,28340,2.901200
2520,2.901200,0,1417,1278703,20,1280,601,947,28340,2.901200
2521,2.901200,0,1417,1278703,20,1280,601,947,28340,2.901200
2522,2.901200,0,1417,1278703,20,1280,601,947,28340,2.901200
2523,2.901200,0,1417,1278703,20,1280,601,947,28340,2.901200
2524,2.901200,0,1417,1278703,20,1280,601,947,28340,2.901200
2525,2.901200,0,1417,1278703,20,1280,601,947,28340,2.901200
2526,2.901200,0,1417,1278703,20,1280,601,947,28340,2.901200
2527,2.901200,0,1417,1278703,20,1280,601,947,28340,2.901200
2528,2.901200,0,1417,1278703,20,1280,601,947,28340,2.901200
2529,2.901200,0,1417,1278703,20,1280,601,947,28340,2.901200
